id_geo___ca,pj,total,t_voluntario,t_necesario,t_consecutivo,c_ordinario,c_especial,c_sin_masa,comunidad_provincia,comunidad_autonoma,año,trimestre
737,empresas,3.0,3.0,0.0,0.0,1.0,0.0,2.0,salamanca,Castilla y Leon,2022,2
740,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,segovia,Castilla y Leon,2022,2
742,empresas,3.0,3.0,0.0,0.0,0.0,0.0,3.0,soria,Castilla y Leon,2022,2
747,empresas,5.0,5.0,0.0,0.0,1.0,0.0,4.0,valladolid,Castilla y Leon,2022,2
749,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,zamora,Castilla y Leon,2022,2
802,empresas,7.0,7.0,0.0,0.0,2.0,0.0,5.0,albacete,Castilla La Mancha,2022,2
813,empresas,9.0,9.0,0.0,0.0,1.0,0.0,8.0,ciudad real,Castilla La Mancha,2022,2
816,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,cuenca,Castilla La Mancha,2022,2
819,empresas,2.0,2.0,0.0,0.0,0.0,0.0,2.0,guadalajara,Castilla La Mancha,2022,2
845,empresas,10.0,9.0,1.0,0.0,6.0,2.0,2.0,toledo,Castilla La Mancha,2022,2
908,empresas,286.0,284.0,1.0,1.0,72.0,4.0,210.0,barcelona,Cataluña,2022,2
917,empresas,11.0,11.0,0.0,0.0,7.0,1.0,3.0,girona,Cataluña,2022,2
925,empresas,8.0,8.0,0.0,0.0,2.0,0.0,6.0,lleida,Cataluña,2022,2
943,empresas,19.0,18.0,0.0,1.0,7.0,2.0,10.0,tarragona,Cataluña,2022,2
734,empresas,159.0,157.0,0.0,2.0,26.0,11.0,122.0,valencia,Valencia,2022,2
1106,empresas,4.0,4.0,0.0,0.0,0.0,0.0,4.0,badajoz,Extremadura,2022,2
1110,empresas,4.0,4.0,0.0,0.0,0.0,0.0,4.0,caceres,Extremadura,2022,2
1227,empresas,14.0,14.0,0.0,0.0,10.0,1.0,3.0,lugo,Galicia,2022,2
1232,empresas,6.0,6.0,0.0,0.0,5.0,0.0,1.0,ourense,Galicia,2022,2
1236,empresas,11.0,10.0,0.0,1.0,9.0,0.0,2.0,pontevedra,Galicia,2022,2
1328,empresas,259.0,252.0,5.0,2.0,44.0,9.0,206.0,madrid,Madrid,2022,2
1430,empresas,28.0,28.0,0.0,0.0,16.0,4.0,8.0,murcia,Murcia,2022,2
1531,empresas,10.0,10.0,0.0,0.0,6.0,1.0,3.0,navarra,Navarra,2022,2
1601,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,araba alava,Pais Vasco,2022,2
1648,empresas,42.0,41.0,0.0,1.0,24.0,3.0,15.0,bizkaia,Pais Vasco,2022,2
1620,empresas,21.0,21.0,0.0,0.0,9.0,0.0,12.0,gipuzkoa,Pais Vasco,2022,2
104,fisica,14.0,3.0,0.0,11.0,9.0,3.0,2.0,almeria,Andalucia,2022,3
111,fisica,19.0,4.0,0.0,15.0,18.0,0.0,1.0,cadiz,Andalucia,2022,3
114,fisica,16.0,1.0,0.0,15.0,16.0,0.0,0.0,cordoba,Andalucia,2022,3
118,fisica,30.0,13.0,0.0,17.0,27.0,0.0,3.0,granada,Andalucia,2022,3
121,fisica,13.0,0.0,0.0,13.0,7.0,0.0,6.0,huelva,Andalucia,2022,3
123,fisica,13.0,2.0,0.0,11.0,10.0,1.0,2.0,jaen,Andalucia,2022,3
129,fisica,42.0,11.0,0.0,31.0,37.0,0.0,5.0,malaga,Andalucia,2022,3
141,fisica,75.0,10.0,0.0,65.0,59.0,0.0,16.0,sevilla,Andalucia,2022,3
943,fisica,107.0,25.0,0.0,82.0,60.0,0.0,47.0,aragon,,2022,3
222,fisica,23.0,4.0,0.0,19.0,15.0,0.0,8.0,huesca,Aragon,2022,3
244,fisica,4.0,1.0,0.0,3.0,4.0,0.0,0.0,teruel,Aragon,2022,3
250,fisica,80.0,20.0,0.0,60.0,41.0,0.0,39.0,zaragoza,Aragon,2022,3
333,fisica,55.0,19.0,0.0,36.0,18.0,0.0,37.0,asturias,Asturias,2022,3
407,fisica,65.0,38.0,0.0,27.0,61.0,0.0,4.0,balears illes,Baleares,2022,3
639,fisica,71.0,21.0,1.0,49.0,60.0,2.0,9.0,canarias,,2022,3
538,fisica,28.0,7.0,0.0,21.0,22.0,0.0,6.0,santa cruz de tenerife,Canarias,2022,3
639,fisica,10.0,8.0,0.0,2.0,10.0,0.0,0.0,cantabria,Cantabria,2022,3
705,fisica,2.0,1.0,0.0,1.0,1.0,0.0,1.0,avila,Castilla y Leon,2022,3
709,fisica,6.0,0.0,0.0,6.0,6.0,0.0,0.0,burgos,Castilla y Leon,2022,3
724,fisica,21.0,14.0,0.0,7.0,20.0,0.0,1.0,leon,Castilla y Leon,2022,3
734,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,palencia,Castilla y Leon,2022,3
737,fisica,12.0,6.0,0.0,6.0,4.0,0.0,8.0,salamanca,Castilla y Leon,2022,3
740,fisica,6.0,0.0,1.0,5.0,6.0,0.0,0.0,segovia,Castilla y Leon,2022,3
742,fisica,3.0,1.0,1.0,1.0,3.0,0.0,0.0,soria,Castilla y Leon,2022,3
747,fisica,29.0,16.0,0.0,13.0,17.0,0.0,12.0,valladolid,Castilla y Leon,2022,3
749,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zamora,Castilla y Leon,2022,3
802,fisica,22.0,4.0,0.0,18.0,12.0,0.0,10.0,albacete,Castilla La Mancha,2022,3
813,fisica,18.0,5.0,0.0,13.0,7.0,0.0,11.0,ciudad real,Castilla La Mancha,2022,3
816,fisica,3.0,2.0,0.0,1.0,0.0,0.0,3.0,cuenca,Castilla La Mancha,2022,3
819,fisica,21.0,3.0,0.0,18.0,5.0,0.0,16.0,guadalajara,Castilla La Mancha,2022,3
845,fisica,19.0,3.0,3.0,13.0,9.0,0.0,10.0,toledo,Castilla La Mancha,2022,3
908,fisica,603.0,40.0,2.0,561.0,575.0,0.0,28.0,barcelona,Cataluña,2022,3
917,fisica,84.0,16.0,0.0,68.0,41.0,0.0,43.0,girona,Cataluña,2022,3
925,fisica,90.0,28.0,0.0,62.0,88.0,0.0,2.0,lleida,Cataluña,2022,3
943,fisica,60.0,7.0,0.0,53.0,57.0,0.0,3.0,tarragona,Cataluña,2022,3
734,fisica,140.0,42.0,1.0,97.0,116.0,0.0,24.0,valencia,Valencia,2022,3
1106,fisica,16.0,7.0,0.0,9.0,8.0,0.0,8.0,badajoz,Extremadura,2022,3
1110,fisica,11.0,11.0,0.0,0.0,1.0,0.0,10.0,caceres,Extremadura,2022,3
1227,fisica,20.0,8.0,0.0,12.0,20.0,0.0,0.0,lugo,Galicia,2022,3
1232,fisica,9.0,9.0,0.0,0.0,7.0,0.0,2.0,ourense,Galicia,2022,3
1236,fisica,40.0,17.0,0.0,23.0,36.0,0.0,4.0,pontevedra,Galicia,2022,3
1328,fisica,248.0,40.0,2.0,206.0,202.0,0.0,46.0,madrid,Madrid,2022,3
1430,fisica,71.0,46.0,0.0,25.0,57.0,0.0,14.0,murcia,Murcia,2022,3
1531,fisica,16.0,6.0,0.0,10.0,3.0,0.0,13.0,navarra,Navarra,2022,3
1601,fisica,14.0,10.0,0.0,4.0,14.0,0.0,0.0,araba alava,Pais Vasco,2022,3
1648,fisica,13.0,12.0,0.0,1.0,7.0,0.0,6.0,bizkaia,Pais Vasco,2022,3
1620,fisica,21.0,15.0,0.0,6.0,12.0,0.0,9.0,gipuzkoa,Pais Vasco,2022,3
1851,fisica,2.0,1.0,0.0,1.0,0.0,0.0,2.0,ceuta,Ceuta,2022,3
1952,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melilla,Melilla,2022,3
104,empresas,20.0,19.0,1.0,0.0,2.0,9.0,9.0,almeria,Andalucia,2022,3
111,empresas,17.0,16.0,1.0,0.0,13.0,0.0,4.0,cadiz,Andalucia,2022,3
114,empresas,25.0,24.0,1.0,0.0,1.0,9.0,15.0,cordoba,Andalucia,2022,3
118,empresas,21.0,17.0,0.0,4.0,9.0,2.0,10.0,granada,Andalucia,2022,3
121,empresas,13.0,13.0,0.0,0.0,4.0,0.0,9.0,huelva,Andalucia,2022,3
123,empresas,9.0,8.0,1.0,0.0,5.0,1.0,3.0,jaen,Andalucia,2022,3
129,empresas,37.0,36.0,0.0,1.0,12.0,11.0,14.0,malaga,Andalucia,2022,3
141,empresas,52.0,51.0,1.0,0.0,29.0,2.0,21.0,sevilla,Andalucia,2022,3
943,empresas,52.0,51.0,0.0,1.0,17.0,4.0,31.0,aragon,,2022,3
222,empresas,5.0,5.0,0.0,0.0,2.0,1.0,2.0,huesca,Aragon,2022,3
244,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,teruel,Aragon,2022,3
250,empresas,46.0,45.0,0.0,1.0,15.0,3.0,28.0,zaragoza,Aragon,2022,3
333,empresas,29.0,29.0,0.0,0.0,11.0,0.0,18.0,asturias,Asturias,2022,3
407,empresas,26.0,25.0,1.0,0.0,20.0,1.0,5.0,balears illes,Baleares,2022,3
639,empresas,28.0,27.0,1.0,0.0,18.0,0.0,10.0,canarias,,2022,3
538,empresas,13.0,13.0,0.0,0.0,10.0,0.0,3.0,santa cruz de tenerife,Canarias,2022,3
639,empresas,11.0,11.0,0.0,0.0,5.0,0.0,6.0,cantabria,Cantabria,2022,3
705,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,avila,Castilla y Leon,2022,3
709,empresas,4.0,4.0,0.0,0.0,1.0,0.0,3.0,burgos,Castilla y Leon,2022,3
724,empresas,6.0,6.0,0.0,0.0,1.0,2.0,3.0,leon,Castilla y Leon,2022,3
734,empresas,4.0,4.0,0.0,0.0,3.0,0.0,1.0,palencia,Castilla y Leon,2022,3
737,empresas,5.0,5.0,0.0,0.0,0.0,2.0,3.0,salamanca,Castilla y Leon,2022,3
740,empresas,7.0,6.0,0.0,1.0,5.0,0.0,2.0,segovia,Castilla y Leon,2022,3
742,empresas,1.0,1.0,0.0,0.0,0.0,0.0,1.0,soria,Castilla y Leon,2022,3
747,empresas,15.0,14.0,1.0,0.0,7.0,0.0,8.0,valladolid,Castilla y Leon,2022,3
749,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zamora,Castilla y Leon,2022,3
802,empresas,16.0,16.0,0.0,0.0,6.0,0.0,10.0,albacete,Castilla La Mancha,2022,3
813,empresas,3.0,3.0,0.0,0.0,0.0,0.0,3.0,ciudad real,Castilla La Mancha,2022,3
816,empresas,7.0,7.0,0.0,0.0,0.0,1.0,6.0,cuenca,Castilla La Mancha,2022,3
819,empresas,4.0,3.0,0.0,1.0,2.0,0.0,2.0,guadalajara,Castilla La Mancha,2022,3
845,empresas,17.0,17.0,0.0,0.0,5.0,0.0,12.0,toledo,Castilla La Mancha,2022,3
908,empresas,368.0,366.0,0.0,2.0,88.0,3.0,277.0,barcelona,Cataluña,2022,3
917,empresas,38.0,35.0,3.0,0.0,14.0,1.0,23.0,girona,Cataluña,2022,3
925,empresas,31.0,31.0,0.0,0.0,9.0,0.0,22.0,lleida,Cataluña,2022,3
943,empresas,15.0,14.0,0.0,1.0,10.0,0.0,5.0,tarragona,Cataluña,2022,3
734,empresas,165.0,162.0,3.0,0.0,25.0,7.0,133.0,valencia,Valencia,2022,3
1106,empresas,13.0,13.0,0.0,0.0,6.0,1.0,6.0,badajoz,Extremadura,2022,3
1110,empresas,12.0,12.0,0.0,0.0,0.0,0.0,12.0,caceres,Extremadura,2022,3
1227,empresas,21.0,18.0,3.0,0.0,13.0,0.0,8.0,lugo,Galicia,2022,3
1232,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ourense,Galicia,2022,3
1236,empresas,17.0,16.0,1.0,0.0,12.0,0.0,5.0,pontevedra,Galicia,2022,3
1328,empresas,455.0,451.0,2.0,2.0,54.0,9.0,392.0,madrid,Madrid,2022,3
1430,empresas,51.0,46.0,3.0,2.0,27.0,6.0,18.0,murcia,Murcia,2022,3
1531,empresas,10.0,10.0,0.0,0.0,2.0,0.0,8.0,navarra,Navarra,2022,3
1601,empresas,17.0,17.0,0.0,0.0,7.0,0.0,10.0,araba alava,Pais Vasco,2022,3
1648,empresas,55.0,55.0,0.0,0.0,31.0,5.0,19.0,bizkaia,Pais Vasco,2022,3
1620,empresas,28.0,27.0,1.0,0.0,10.0,3.0,15.0,gipuzkoa,Pais Vasco,2022,3
104,fisica,71.0,52.0,2.0,17.0,19.0,13.0,39.0,almeria,Andalucia,2022,4
111,fisica,103.0,69.0,1.0,33.0,36.0,5.0,62.0,cadiz,Andalucia,2022,4
114,fisica,49.0,21.0,0.0,28.0,18.0,0.0,31.0,cordoba,Andalucia,2022,4
118,fisica,80.0,54.0,0.0,26.0,40.0,3.0,37.0,granada,Andalucia,2022,4
121,fisica,40.0,21.0,0.0,19.0,11.0,1.0,28.0,huelva,Andalucia,2022,4
123,fisica,21.0,4.0,0.0,17.0,15.0,1.0,5.0,jaen,Andalucia,2022,4
129,fisica,117.0,79.0,0.0,38.0,41.0,3.0,73.0,malaga,Andalucia,2022,4
141,fisica,190.0,93.0,0.0,97.0,51.0,10.0,129.0,sevilla,Andalucia,2022,4
943,fisica,189.0,143.0,1.0,45.0,87.0,0.0,102.0,aragon,,2022,4
222,fisica,30.0,20.0,0.0,10.0,24.0,0.0,6.0,huesca,Aragon,2022,4
244,fisica,3.0,3.0,0.0,0.0,2.0,0.0,1.0,teruel,Aragon,2022,4
250,fisica,156.0,120.0,1.0,35.0,61.0,0.0,95.0,zaragoza,Aragon,2022,4
333,fisica,157.0,131.0,2.0,24.0,50.0,1.0,106.0,asturias,Asturias,2022,4
407,fisica,177.0,143.0,2.0,32.0,110.0,2.0,65.0,balears illes,Baleares,2022,4
639,fisica,246.0,83.0,0.0,163.0,129.0,1.0,116.0,canarias,,2022,4
538,fisica,49.0,16.0,0.0,33.0,29.0,0.0,20.0,santa cruz de tenerife,Canarias,2022,4
639,fisica,74.0,68.0,0.0,6.0,40.0,0.0,34.0,cantabria,Cantabria,2022,4
705,fisica,11.0,11.0,0.0,0.0,0.0,0.0,11.0,avila,Castilla y Leon,2022,4
709,fisica,22.0,18.0,0.0,4.0,14.0,0.0,8.0,burgos,Castilla y Leon,2022,4
724,fisica,26.0,20.0,0.0,6.0,17.0,0.0,9.0,leon,Castilla y Leon,2022,4
734,fisica,4.0,3.0,0.0,1.0,1.0,0.0,3.0,palencia,Castilla y Leon,2022,4
737,fisica,38.0,36.0,0.0,2.0,9.0,0.0,29.0,salamanca,Castilla y Leon,2022,4
740,fisica,13.0,10.0,0.0,3.0,3.0,0.0,10.0,segovia,Castilla y Leon,2022,4
742,fisica,13.0,9.0,0.0,4.0,11.0,2.0,0.0,soria,Castilla y Leon,2022,4
747,fisica,73.0,58.0,0.0,15.0,43.0,1.0,29.0,valladolid,Castilla y Leon,2022,4
749,fisica,2.0,1.0,0.0,1.0,0.0,0.0,2.0,zamora,Castilla y Leon,2022,4
802,fisica,71.0,69.0,0.0,2.0,16.0,0.0,55.0,albacete,Castilla La Mancha,2022,4
813,fisica,2.0,0.0,0.0,2.0,2.0,0.0,0.0,ciudad real,Castilla La Mancha,2022,4
816,fisica,10.0,6.0,0.0,4.0,9.0,0.0,1.0,cuenca,Castilla La Mancha,2022,4
819,fisica,64.0,44.0,0.0,20.0,41.0,0.0,23.0,guadalajara,Castilla La Mancha,2022,4
845,fisica,37.0,25.0,6.0,6.0,20.0,2.0,15.0,toledo,Castilla La Mancha,2022,4
908,fisica,1204.0,679.0,2.0,523.0,620.0,1.0,583.0,barcelona,Cataluña,2022,4
917,fisica,200.0,130.0,0.0,70.0,33.0,0.0,167.0,girona,Cataluña,2022,4
925,fisica,97.0,81.0,2.0,14.0,50.0,1.0,46.0,lleida,Cataluña,2022,4
943,fisica,17.0,4.0,0.0,13.0,11.0,0.0,6.0,tarragona,Cataluña,2022,4
734,fisica,391.0,313.0,1.0,77.0,139.0,2.0,250.0,valencia,Valencia,2022,4
1106,fisica,63.0,57.0,0.0,6.0,28.0,0.0,35.0,badajoz,Extremadura,2022,4
1110,fisica,14.0,14.0,0.0,0.0,2.0,0.0,12.0,caceres,Extremadura,2022,4
1227,fisica,38.0,27.0,0.0,11.0,22.0,0.0,16.0,lugo,Galicia,2022,4
1232,fisica,15.0,14.0,0.0,1.0,3.0,0.0,12.0,ourense,Galicia,2022,4
1236,fisica,68.0,40.0,1.0,27.0,40.0,0.0,28.0,pontevedra,Galicia,2022,4
1328,fisica,875.0,501.0,2.0,372.0,334.0,45.0,496.0,madrid,Madrid,2022,4
1430,fisica,242.0,195.0,1.0,46.0,104.0,2.0,136.0,murcia,Murcia,2022,4
1531,fisica,29.0,14.0,0.0,15.0,8.0,0.0,21.0,navarra,Navarra,2022,4
1601,fisica,22.0,14.0,0.0,8.0,10.0,0.0,12.0,araba alava,Pais Vasco,2022,4
1648,fisica,74.0,66.0,0.0,8.0,29.0,0.0,45.0,bizkaia,Pais Vasco,2022,4
1620,fisica,46.0,42.0,0.0,4.0,21.0,2.0,23.0,gipuzkoa,Pais Vasco,2022,4
1851,fisica,11.0,2.0,0.0,9.0,2.0,0.0,9.0,ceuta,Ceuta,2022,4
1952,fisica,2.0,2.0,0.0,0.0,0.0,0.0,2.0,melilla,Melilla,2022,4
104,empresas,22.0,20.0,2.0,0.0,1.0,5.0,16.0,almeria,Andalucia,2022,4
111,empresas,29.0,29.0,0.0,0.0,7.0,10.0,12.0,cadiz,Andalucia,2022,4
114,empresas,11.0,8.0,3.0,0.0,2.0,4.0,5.0,cordoba,Andalucia,2022,4
118,empresas,16.0,14.0,1.0,1.0,4.0,5.0,7.0,granada,Andalucia,2022,4
121,empresas,9.0,9.0,0.0,0.0,1.0,3.0,5.0,huelva,Andalucia,2022,4
123,empresas,6.0,6.0,0.0,0.0,2.0,1.0,3.0,jaen,Andalucia,2022,4
129,empresas,32.0,31.0,0.0,1.0,4.0,14.0,14.0,malaga,Andalucia,2022,4
141,empresas,65.0,62.0,2.0,1.0,11.0,45.0,9.0,sevilla,Andalucia,2022,4
943,empresas,34.0,33.0,1.0,0.0,14.0,0.0,20.0,aragon,,2022,4
222,empresas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,huesca,Aragon,2022,4
244,empresas,1.0,1.0,0.0,0.0,1.0,0.0,0.0,teruel,Aragon,2022,4
250,empresas,31.0,30.0,1.0,0.0,11.0,0.0,20.0,zaragoza,Aragon,2022,4
333,empresas,23.0,22.0,1.0,0.0,4.0,6.0,13.0,asturias,Asturias,2022,4
407,empresas,24.0,22.0,2.0,0.0,15.0,2.0,7.0,balears illes,Baleares,2022,4
639,empresas,31.0,28.0,1.0,2.0,17.0,2.0,12.0,canarias,,2022,4
538,empresas,15.0,13.0,1.0,1.0,8.0,0.0,7.0,santa cruz de tenerife,Canarias,2022,4
639,empresas,8.0,8.0,0.0,0.0,3.0,0.0,5.0,cantabria,Cantabria,2022,4
705,empresas,2.0,2.0,0.0,0.0,0.0,0.0,2.0,avila,Castilla y Leon,2022,4
709,empresas,14.0,12.0,1.0,1.0,6.0,4.0,4.0,burgos,Castilla y Leon,2022,4
724,empresas,5.0,3.0,2.0,0.0,5.0,0.0,0.0,leon,Castilla y Leon,2022,4
734,empresas,2.0,2.0,0.0,0.0,0.0,2.0,0.0,palencia,Castilla y Leon,2022,4
737,empresas,9.0,9.0,0.0,0.0,2.0,6.0,1.0,salamanca,Castilla y Leon,2022,4
740,empresas,3.0,2.0,0.0,1.0,1.0,0.0,2.0,segovia,Castilla y Leon,2022,4
742,empresas,2.0,2.0,0.0,0.0,1.0,0.0,1.0,soria,Castilla y Leon,2022,4
747,empresas,10.0,10.0,0.0,0.0,1.0,2.0,7.0,valladolid,Castilla y Leon,2022,4
749,empresas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,zamora,Castilla y Leon,2022,4
802,empresas,14.0,13.0,0.0,1.0,8.0,0.0,6.0,albacete,Castilla La Mancha,2022,4
813,empresas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ciudad real,Castilla La Mancha,2022,4
816,empresas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,cuenca,Castilla La Mancha,2022,4
819,empresas,8.0,7.0,0.0,1.0,3.0,0.0,5.0,guadalajara,Castilla La Mancha,2022,4
845,empresas,18.0,15.0,1.0,2.0,5.0,1.0,12.0,toledo,Castilla La Mancha,2022,4
908,empresas,261.0,258.0,3.0,0.0,77.0,3.0,181.0,barcelona,Cataluña,2022,4
917,empresas,16.0,13.0,2.0,1.0,10.0,0.0,6.0,girona,Cataluña,2022,4
925,empresas,22.0,21.0,1.0,0.0,14.0,0.0,8.0,lleida,Cataluña,2022,4
943,empresas,7.0,7.0,0.0,0.0,5.0,1.0,1.0,tarragona,Cataluña,2022,4
734,empresas,144.0,142.0,1.0,1.0,28.0,11.0,105.0,valencia,Valencia,2022,4
1106,empresas,10.0,10.0,0.0,0.0,4.0,0.0,6.0,badajoz,Extremadura,2022,4
1110,empresas,5.0,5.0,0.0,0.0,1.0,0.0,4.0,caceres,Extremadura,2022,4
1227,empresas,9.0,9.0,0.0,0.0,6.0,0.0,3.0,lugo,Galicia,2022,4
1232,empresas,2.0,2.0,0.0,0.0,0.0,2.0,0.0,ourense,Galicia,2022,4
1236,empresas,19.0,18.0,1.0,0.0,4.0,7.0,8.0,pontevedra,Galicia,2022,4
1328,empresas,458.0,449.0,8.0,1.0,38.0,79.0,341.0,madrid,Madrid,2022,4
1430,empresas,40.0,33.0,2.0,5.0,15.0,10.0,15.0,murcia,Murcia,2022,4
1531,empresas,5.0,5.0,0.0,0.0,0.0,0.0,5.0,navarra,Navarra,2022,4
1601,empresas,8.0,8.0,0.0,0.0,3.0,0.0,5.0,araba alava,Pais Vasco,2022,4
1648,empresas,37.0,37.0,0.0,0.0,4.0,17.0,16.0,bizkaia,Pais Vasco,2022,4
1620,empresas,19.0,19.0,0.0,0.0,0.0,9.0,10.0,gipuzkoa,Pais Vasco,2022,4
104,fisica,88.0,76.0,2.0,10.0,25.0,0.0,63.0,almeria,Andalucia,2023,1
111,fisica,61.0,55.0,0.0,6.0,34.0,0.0,27.0,cadiz,Andalucia,2023,1
114,fisica,40.0,33.0,0.0,7.0,7.0,0.0,33.0,cordoba,Andalucia,2023,1
118,fisica,106.0,101.0,0.0,5.0,49.0,0.0,57.0,granada,Andalucia,2023,1
121,fisica,23.0,22.0,0.0,1.0,4.0,0.0,19.0,huelva,Andalucia,2023,1
123,fisica,44.0,37.0,1.0,6.0,27.0,0.0,17.0,jaen,Andalucia,2023,1
129,fisica,93.0,83.0,0.0,10.0,20.0,1.0,72.0,malaga,Andalucia,2023,1
141,fisica,361.0,302.0,0.0,59.0,116.0,1.0,244.0,sevilla,Andalucia,2023,1
943,fisica,218.0,204.0,0.0,14.0,66.0,0.0,152.0,aragon,,2023,1
222,fisica,23.0,18.0,0.0,5.0,9.0,0.0,14.0,huesca,Aragon,2023,1
244,fisica,12.0,11.0,0.0,1.0,5.0,0.0,7.0,teruel,Aragon,2023,1
250,fisica,183.0,175.0,0.0,8.0,52.0,0.0,131.0,zaragoza,Aragon,2023,1
333,fisica,140.0,134.0,0.0,6.0,19.0,0.0,121.0,asturias,Asturias,2023,1
407,fisica,237.0,220.0,0.0,17.0,53.0,0.0,184.0,balears illes,Baleares,2023,1
639,fisica,214.0,189.0,0.0,25.0,22.0,0.0,192.0,canarias,,2023,1
538,fisica,64.0,60.0,0.0,4.0,13.0,0.0,51.0,santa cruz de tenerife,Canarias,2023,1
639,fisica,26.0,25.0,0.0,1.0,10.0,0.0,16.0,cantabria,Cantabria,2023,1
705,fisica,6.0,6.0,0.0,0.0,0.0,0.0,6.0,avila,Castilla y Leon,2023,1
709,fisica,35.0,33.0,1.0,1.0,9.0,0.0,26.0,burgos,Castilla y Leon,2023,1
724,fisica,19.0,19.0,0.0,0.0,8.0,0.0,11.0,leon,Castilla y Leon,2023,1
734,fisica,1.0,1.0,0.0,0.0,1.0,0.0,0.0,palencia,Castilla y Leon,2023,1
737,fisica,37.0,36.0,0.0,1.0,8.0,0.0,29.0,salamanca,Castilla y Leon,2023,1
740,fisica,2.0,2.0,0.0,0.0,2.0,0.0,0.0,segovia,Castilla y Leon,2023,1
742,fisica,15.0,14.0,0.0,1.0,13.0,0.0,2.0,soria,Castilla y Leon,2023,1
747,fisica,28.0,23.0,0.0,5.0,16.0,0.0,12.0,valladolid,Castilla y Leon,2023,1
749,fisica,6.0,4.0,0.0,2.0,4.0,0.0,2.0,zamora,Castilla y Leon,2023,1
802,fisica,14.0,14.0,0.0,0.0,0.0,0.0,14.0,albacete,Castilla La Mancha,2023,1
813,fisica,9.0,6.0,0.0,3.0,2.0,0.0,7.0,ciudad real,Castilla La Mancha,2023,1
816,fisica,7.0,7.0,0.0,0.0,1.0,0.0,6.0,cuenca,Castilla La Mancha,2023,1
819,fisica,19.0,16.0,0.0,3.0,14.0,0.0,5.0,guadalajara,Castilla La Mancha,2023,1
845,fisica,50.0,48.0,1.0,1.0,3.0,0.0,47.0,toledo,Castilla La Mancha,2023,1
908,fisica,1253.0,976.0,2.0,275.0,452.0,0.0,801.0,barcelona,Cataluña,2023,1
917,fisica,89.0,75.0,0.0,14.0,27.0,0.0,62.0,girona,Cataluña,2023,1
925,fisica,127.0,123.0,0.0,4.0,49.0,0.0,78.0,lleida,Cataluña,2023,1
943,fisica,129.0,104.0,0.0,25.0,50.0,0.0,79.0,tarragona,Cataluña,2023,1
734,fisica,432.0,393.0,1.0,38.0,89.0,0.0,343.0,valencia,Valencia,2023,1
1106,fisica,45.0,43.0,0.0,2.0,18.0,0.0,27.0,badajoz,Extremadura,2023,1
1110,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caceres,Extremadura,2023,1
1227,fisica,28.0,22.0,0.0,6.0,18.0,0.0,10.0,lugo,Galicia,2023,1
1232,fisica,11.0,11.0,0.0,0.0,1.0,0.0,10.0,ourense,Galicia,2023,1
1236,fisica,86.0,80.0,0.0,6.0,24.0,0.0,62.0,pontevedra,Galicia,2023,1
1328,fisica,692.0,558.0,3.0,131.0,181.0,0.0,511.0,madrid,Madrid,2023,1
1430,fisica,203.0,192.0,0.0,11.0,48.0,1.0,154.0,murcia,Murcia,2023,1
1531,fisica,16.0,15.0,0.0,1.0,2.0,0.0,14.0,navarra,Navarra,2023,1
1601,fisica,11.0,11.0,0.0,0.0,0.0,0.0,11.0,araba alava,Pais Vasco,2023,1
1648,fisica,22.0,21.0,1.0,0.0,6.0,0.0,16.0,bizkaia,Pais Vasco,2023,1
1620,fisica,70.0,63.0,0.0,7.0,20.0,0.0,50.0,gipuzkoa,Pais Vasco,2023,1
1851,fisica,15.0,9.0,0.0,6.0,0.0,0.0,15.0,ceuta,Ceuta,2023,1
1952,fisica,4.0,2.0,0.0,2.0,2.0,0.0,2.0,melilla,Melilla,2023,1
104,empresas,9.0,9.0,0.0,0.0,4.0,0.0,5.0,almeria,Andalucia,2023,1
111,empresas,7.0,7.0,0.0,0.0,4.0,0.0,3.0,cadiz,Andalucia,2023,1
114,empresas,11.0,11.0,0.0,0.0,2.0,0.0,9.0,cordoba,Andalucia,2023,1
118,empresas,10.0,8.0,2.0,0.0,5.0,0.0,5.0,granada,Andalucia,2023,1
121,empresas,4.0,4.0,0.0,0.0,1.0,0.0,3.0,huelva,Andalucia,2023,1
123,empresas,5.0,5.0,0.0,0.0,1.0,0.0,4.0,jaen,Andalucia,2023,1
129,empresas,17.0,16.0,0.0,1.0,8.0,1.0,8.0,malaga,Andalucia,2023,1
141,empresas,46.0,41.0,4.0,1.0,31.0,1.0,14.0,sevilla,Andalucia,2023,1
