sexo,comunidad_autonoma,edad,periodo,tasa_paro,año,trimestre
Todos,Galicia,25 y más años,2021T1,12.02,2021,1
Todos,Galicia,De 16 a 19 años,2025T2,47.95,2025,2
Todos,Galicia,De 16 a 19 años,2025T1,45.27,2025,1
Todos,Galicia,De 16 a 19 años,2024T4,37.15,2024,4
Todos,Galicia,De 16 a 19 años,2024T3,23.07,2024,3
Todos,Galicia,De 16 a 19 años,2024T2,45.53,2024,2
Todos,Galicia,De 16 a 19 años,2024T1,46.17,2024,1
Todos,Galicia,De 16 a 19 años,2023T4,25.16,2023,4
Todos,Galicia,De 16 a 19 años,2023T3,33.77,2023,3
Todos,Galicia,De 16 a 19 años,2023T2,24.02,2023,2
Todos,Galicia,De 16 a 19 años,2023T1,56.01,2023,1
Todos,Galicia,De 16 a 19 años,2022T4,36.64,2022,4
Todos,Galicia,De 16 a 19 años,2022T3,38.25,2022,3
Todos,Galicia,De 16 a 19 años,2022T2,56.05,2022,2
Todos,Galicia,De 16 a 19 años,2022T1,38.31,2022,1
Todos,Galicia,De 16 a 19 años,2021T4,54.48,2021,4
Todos,Galicia,De 16 a 19 años,2021T3,29.15,2021,3
Todos,Galicia,De 16 a 19 años,2021T2,37.45,2021,2
Todos,Galicia,De 16 a 19 años,2021T1,44.93,2021,1
Todos,Galicia,De 20 a 24 años,2025T2,19.64,2025,2
Todos,Galicia,De 20 a 24 años,2025T1,23.5,2025,1
Todos,Galicia,De 20 a 24 años,2024T4,21.76,2024,4
Todos,Galicia,De 20 a 24 años,2024T3,23.84,2024,3
Todos,Galicia,De 20 a 24 años,2024T2,24.38,2024,2
Todos,Galicia,De 20 a 24 años,2024T1,25.4,2024,1
Todos,Galicia,De 20 a 24 años,2023T4,21.03,2023,4
Todos,Galicia,De 20 a 24 años,2023T3,23.07,2023,3
Todos,Galicia,De 20 a 24 años,2023T2,23.76,2023,2
Todos,Galicia,De 20 a 24 años,2023T1,25.02,2023,1
Todos,Galicia,De 20 a 24 años,2022T4,29.7,2022,4
Todos,Galicia,De 20 a 24 años,2022T3,31.68,2022,3
Todos,Galicia,De 20 a 24 años,2022T2,31.7,2022,2
Todos,Galicia,De 20 a 24 años,2022T1,30.91,2022,1
Todos,Galicia,De 20 a 24 años,2021T4,32.97,2021,4
Todos,Galicia,De 20 a 24 años,2021T3,24.27,2021,3
Todos,Galicia,De 20 a 24 años,2021T2,32.77,2021,2
Todos,Galicia,De 20 a 24 años,2021T1,33.8,2021,1
Todos,Galicia,25a54,2025T2,7.72,2025,2
Todos,Galicia,25a54,2025T1,7.9,2025,1
Todos,Galicia,25a54,2024T4,7.89,2024,4
Todos,Galicia,25a54,2024T3,7.77,2024,3
Todos,Galicia,25a54,2024T2,8.91,2024,2
Todos,Galicia,25a54,2024T1,9.7,2024,1
Todos,Galicia,25a54,2023T4,8.58,2023,4
Todos,Galicia,25a54,2023T3,8.89,2023,3
Todos,Galicia,25a54,2023T2,8.72,2023,2
Todos,Galicia,25a54,2023T1,10.43,2023,1
Todos,Galicia,25a54,2022T4,10.14,2022,4
Todos,Galicia,25a54,2022T3,10.05,2022,3
Todos,Galicia,25a54,2022T2,10.07,2022,2
Todos,Galicia,25a54,2022T1,10.69,2022,1
Todos,Galicia,25a54,2021T4,9.73,2021,4
Todos,Galicia,25a54,2021T3,9.6,2021,3
Todos,Galicia,25a54,2021T2,11.61,2021,2
Todos,Galicia,25a54,2021T1,12.77,2021,1
Todos,Galicia,De 55 y más años,2025T2,6.71,2025,2
Todos,Galicia,De 55 y más años,2025T1,7.9,2025,1
Todos,Galicia,De 55 y más años,2024T4,7.55,2024,4
Todos,Galicia,De 55 y más años,2024T3,8.5,2024,3
Todos,Galicia,De 55 y más años,2024T2,7.48,2024,2
Todos,Galicia,De 55 y más años,2024T1,9.02,2024,1
Todos,Galicia,De 55 y más años,2023T4,8.6,2023,4
Todos,Galicia,De 55 y más años,2023T3,7.2,2023,3
Todos,Galicia,De 55 y más años,2023T2,8.41,2023,2
Todos,Galicia,De 55 y más años,2023T1,8.81,2023,1
Todos,Galicia,De 55 y más años,2022T4,8.4,2022,4
Todos,Galicia,De 55 y más años,2022T3,8.62,2022,3
Todos,Galicia,De 55 y más años,2022T2,9.88,2022,2
Todos,Galicia,De 55 y más años,2022T1,9.91,2022,1
Todos,Galicia,De 55 y más años,2021T4,10.11,2021,4
Todos,Galicia,De 55 y más años,2021T3,8.85,2021,3
Todos,Galicia,De 55 y más años,2021T2,10.62,2021,2
Todos,Galicia,De 55 y más años,2021T1,9.36,2021,1
Todos,Madrid,Todos,2025T2,7.74,2025,2
Todos,Madrid,Todos,2025T1,9.11,2025,1
Todos,Madrid,Todos,2024T4,8.58,2024,4
Todos,Madrid,Todos,2024T3,9.65,2024,3
Todos,Madrid,Todos,2024T2,8.48,2024,2
Todos,Madrid,Todos,2024T1,9.19,2024,1
Todos,Madrid,Todos,2023T4,9.64,2023,4
Todos,Madrid,Todos,2023T3,10.24,2023,3
Todos,Madrid,Todos,2023T2,9.11,2023,2
Todos,Madrid,Todos,2023T1,10.83,2023,1
Todos,Madrid,Todos,2022T4,11.33,2022,4
Todos,Madrid,Todos,2022T3,11.11,2022,3
Todos,Madrid,Todos,2022T2,10.7,2022,2
Todos,Madrid,Todos,2022T1,11.72,2022,1
Todos,Madrid,Todos,2021T4,10.18,2021,4
Todos,Madrid,Todos,2021T3,12.13,2021,3
Todos,Madrid,Todos,2021T2,12.2,2021,2
Todos,Madrid,Todos,2021T1,12.24,2021,1
Todos,Madrid,Menores25,2025T2,16.85,2025,2
Todos,Madrid,Menores25,2025T1,19.57,2025,1
Todos,Madrid,Menores25,2024T4,17.77,2024,4
Todos,Madrid,Menores25,2024T3,26.77,2024,3
Todos,Madrid,Menores25,2024T2,18.05,2024,2
Todos,Madrid,Menores25,2024T1,18.68,2024,1
Todos,Madrid,Menores25,2023T4,25.34,2023,4
Todos,Madrid,Menores25,2023T3,30.76,2023,3
Todos,Madrid,Menores25,2023T2,24.83,2023,2
Todos,Madrid,Menores25,2023T1,28.46,2023,1
Todos,Madrid,Menores25,2022T4,27.92,2022,4
Todos,Madrid,Menores25,2022T3,32.77,2022,3
Todos,Madrid,Menores25,2022T2,24.18,2022,2
Todos,Madrid,Menores25,2022T1,26.2,2022,1
Todos,Madrid,Menores25,2021T4,23.73,2021,4
Todos,Madrid,Menores25,2021T3,29.58,2021,3
Todos,Madrid,Menores25,2021T2,33.45,2021,2
Todos,Madrid,Menores25,2021T1,31.15,2021,1
Todos,Madrid,25 y más años,2025T2,7.03,2025,2
Todos,Madrid,25 y más años,2025T1,8.3,2025,1
Todos,Madrid,25 y más años,2024T4,7.87,2024,4
Todos,Madrid,25 y más años,2024T3,8.31,2024,3
Todos,Madrid,25 y más años,2024T2,7.81,2024,2
Todos,Madrid,25 y más años,2024T1,8.48,2024,1
Todos,Madrid,25 y más años,2023T4,8.56,2023,4
Todos,Madrid,25 y más años,2023T3,8.73,2023,3
Todos,Madrid,25 y más años,2023T2,8.04,2023,2
Todos,Madrid,25 y más años,2023T1,9.51,2023,1
Todos,Madrid,25 y más años,2022T4,10.18,2022,4
Todos,Madrid,25 y más años,2022T3,9.46,2022,3
Todos,Madrid,25 y más años,2022T2,9.72,2022,2
Todos,Madrid,25 y más años,2022T1,10.7,2022,1
Todos,Madrid,25 y más años,2021T4,9.27,2021,4
Todos,Madrid,25 y más años,2021T3,10.87,2021,3
Todos,Madrid,25 y más años,2021T2,10.71,2021,2
Todos,Madrid,25 y más años,2021T1,10.96,2021,1
Todos,Madrid,De 16 a 19 años,2025T2,25.95,2025,2
Todos,Madrid,De 16 a 19 años,2025T1,32.04,2025,1
Todos,Madrid,De 16 a 19 años,2024T4,34.08,2024,4
Todos,Madrid,De 16 a 19 años,2024T3,40.53,2024,3
Todos,Madrid,De 16 a 19 años,2024T2,28.33,2024,2
Todos,Madrid,De 16 a 19 años,2024T1,27.94,2024,1
Todos,Madrid,De 16 a 19 años,2023T4,32.77,2023,4
Todos,Madrid,De 16 a 19 años,2023T3,53.53,2023,3
Todos,Madrid,De 16 a 19 años,2023T2,39.13,2023,2
Todos,Madrid,De 16 a 19 años,2023T1,45.86,2023,1
Todos,Madrid,De 16 a 19 años,2022T4,52.24,2022,4
Todos,Madrid,De 16 a 19 años,2022T3,46.21,2022,3
Todos,Madrid,De 16 a 19 años,2022T2,42.06,2022,2
Todos,Madrid,De 16 a 19 años,2022T1,53.59,2022,1
Todos,Madrid,De 16 a 19 años,2021T4,52.54,2021,4
Todos,Madrid,De 16 a 19 años,2021T3,42.47,2021,3
Todos,Madrid,De 16 a 19 años,2021T2,62.65,2021,2
Todos,Madrid,De 16 a 19 años,2021T1,54.03,2021,1
Todos,Madrid,De 20 a 24 años,2025T2,15.51,2025,2
Todos,Madrid,De 20 a 24 años,2025T1,17.6,2025,1
Todos,Madrid,De 20 a 24 años,2024T4,15.05,2024,4
Todos,Madrid,De 20 a 24 años,2024T3,24.43,2024,3
Todos,Madrid,De 20 a 24 años,2024T2,16.62,2024,2
Todos,Madrid,De 20 a 24 años,2024T1,17.41,2024,1
Todos,Madrid,De 20 a 24 años,2023T4,24.47,2023,4
Todos,Madrid,De 20 a 24 años,2023T3,26.76,2023,3
Todos,Madrid,De 20 a 24 años,2023T2,23.07,2023,2
Todos,Madrid,De 20 a 24 años,2023T1,25.34,2023,1
Todos,Madrid,De 20 a 24 años,2022T4,23.93,2022,4
Todos,Madrid,De 20 a 24 años,2022T3,30.25,2022,3
Todos,Madrid,De 20 a 24 años,2022T2,21.14,2022,2
Todos,Madrid,De 20 a 24 años,2022T1,20.77,2022,1
Todos,Madrid,De 20 a 24 años,2021T4,19.25,2021,4
Todos,Madrid,De 20 a 24 años,2021T3,26.67,2021,3
Todos,Madrid,De 20 a 24 años,2021T2,27.35,2021,2
Todos,Madrid,De 20 a 24 años,2021T1,26.89,2021,1
Todos,Madrid,25a54,2025T2,6.37,2025,2
Todos,Madrid,25a54,2025T1,7.9,2025,1
Todos,Madrid,25a54,2024T4,7.44,2024,4
Todos,Madrid,25a54,2024T3,7.9,2024,3
Todos,Madrid,25a54,2024T2,7.72,2024,2
Todos,Madrid,25a54,2024T1,8.64,2024,1
Todos,Madrid,25a54,2023T4,8.4,2023,4
Todos,Madrid,25a54,2023T3,8.9,2023,3
Todos,Madrid,25a54,2023T2,7.76,2023,2
Todos,Madrid,25a54,2023T1,9.5,2023,1
Todos,Madrid,25a54,2022T4,10.18,2022,4
Todos,Madrid,25a54,2022T3,9.86,2022,3
Todos,Madrid,25a54,2022T2,9.47,2022,2
Todos,Madrid,25a54,2022T1,10.78,2022,1
Todos,Madrid,25a54,2021T4,9.14,2021,4
Todos,Madrid,25a54,2021T3,10.17,2021,3
Todos,Madrid,25a54,2021T2,10.63,2021,2
Todos,Madrid,25a54,2021T1,11.2,2021,1
Todos,Madrid,De 55 y más años,2025T2,9.36,2025,2
Todos,Madrid,De 55 y más años,2025T1,9.73,2025,1
Todos,Madrid,De 55 y más años,2024T4,9.48,2024,4
Todos,Madrid,De 55 y más años,2024T3,9.78,2024,3
Todos,Madrid,De 55 y más años,2024T2,8.14,2024,2
Todos,Madrid,De 55 y más años,2024T1,7.9,2024,1
Todos,Madrid,De 55 y más años,2023T4,9.16,2023,4
Todos,Madrid,De 55 y más años,2023T3,8.09,2023,3
Todos,Madrid,De 55 y más años,2023T2,9.12,2023,2
Todos,Madrid,De 55 y más años,2023T1,9.57,2023,1
Todos,Madrid,De 55 y más años,2022T4,10.16,2022,4
Todos,Madrid,De 55 y más años,2022T3,7.92,2022,3
Todos,Madrid,De 55 y más años,2022T2,10.68,2022,2
Todos,Madrid,De 55 y más años,2022T1,10.37,2022,1
Todos,Madrid,De 55 y más años,2021T4,9.74,2021,4
Todos,Madrid,De 55 y más años,2021T3,13.64,2021,3
Todos,Madrid,De 55 y más años,2021T2,11.05,2021,2
Todos,Madrid,De 55 y más años,2021T1,9.99,2021,1
Todos,Murcia,Todos,2025T2,11.61,2025,2
Todos,Murcia,Todos,2025T1,12.83,2025,1
Todos,Murcia,Todos,2024T4,13.4,2024,4
Todos,Murcia,Todos,2024T3,11.95,2024,3
Todos,Murcia,Todos,2024T2,12.63,2024,2
Todos,Murcia,Todos,2024T1,12.95,2024,1
Todos,Murcia,Todos,2023T4,11.46,2023,4
Todos,Murcia,Todos,2023T3,13.53,2023,3
Todos,Murcia,Todos,2023T2,12.46,2023,2
Todos,Murcia,Todos,2023T1,13.65,2023,1
Todos,Murcia,Todos,2022T4,13.01,2022,4
Todos,Murcia,Todos,2022T3,15.16,2022,3
Todos,Murcia,Todos,2022T2,12.53,2022,2
Todos,Murcia,Todos,2022T1,13.64,2022,1
Todos,Murcia,Todos,2021T4,13.19,2021,4
Todos,Murcia,Todos,2021T3,15.2,2021,3
Todos,Murcia,Todos,2021T2,13.62,2021,2
Todos,Murcia,Todos,2021T1,16.88,2021,1
Todos,Murcia,Menores25,2025T2,24.54,2025,2
Todos,Murcia,Menores25,2025T1,31.91,2025,1
Todos,Murcia,Menores25,2024T4,25.66,2024,4
Todos,Murcia,Menores25,2024T3,24.24,2024,3
Todos,Murcia,Menores25,2024T2,28.65,2024,2
Todos,Murcia,Menores25,2024T1,31.24,2024,1
Todos,Murcia,Menores25,2023T4,28.52,2023,4
Todos,Murcia,Menores25,2023T3,26.72,2023,3
Todos,Murcia,Menores25,2023T2,27.65,2023,2
Todos,Murcia,Menores25,2023T1,31.73,2023,1
Todos,Murcia,Menores25,2022T4,31.68,2022,4
Todos,Murcia,Menores25,2022T3,33.15,2022,3
Todos,Murcia,Menores25,2022T2,25.33,2022,2
Todos,Murcia,Menores25,2022T1,25.52,2022,1
Todos,Murcia,Menores25,2021T4,27.66,2021,4
Todos,Murcia,Menores25,2021T3,26.8,2021,3
Todos,Murcia,Menores25,2021T2,35.18,2021,2
Todos,Murcia,Menores25,2021T1,37.79,2021,1
Todos,Murcia,25 y más años,2025T2,10.24,2025,2
Todos,Murcia,25 y más años,2025T1,11.03,2025,1
Todos,Murcia,25 y más años,2024T4,12.28,2024,4
Todos,Murcia,25 y más años,2024T3,10.53,2024,3
Todos,Murcia,25 y más años,2024T2,11.1,2024,2
Todos,Murcia,25 y más años,2024T1,11.38,2024,1
Todos,Murcia,25 y más años,2023T4,10.15,2023,4
Todos,Murcia,25 y más años,2023T3,12.32,2023,3
Todos,Murcia,25 y más años,2023T2,11.15,2023,2
Todos,Murcia,25 y más años,2023T1,12.1,2023,1
Todos,Murcia,25 y más años,2022T4,11.43,2022,4
Todos,Murcia,25 y más años,2022T3,13.52,2022,3
Todos,Murcia,25 y más años,2022T2,11.53,2022,2
Todos,Murcia,25 y más años,2022T1,12.69,2022,1
Todos,Murcia,25 y más años,2021T4,12.08,2021,4
Todos,Murcia,25 y más años,2021T3,14.19,2021,3
Todos,Murcia,25 y más años,2021T2,11.95,2021,2
Todos,Murcia,25 y más años,2021T1,15.3,2021,1
Todos,Murcia,De 16 a 19 años,2025T2,38.19,2025,2
Todos,Murcia,De 16 a 19 años,2025T1,48.97,2025,1
Todos,Murcia,De 16 a 19 años,2024T4,35.81,2024,4
Todos,Murcia,De 16 a 19 años,2024T3,31.35,2024,3
Todos,Murcia,De 16 a 19 años,2024T2,49.1,2024,2
Todos,Murcia,De 16 a 19 años,2024T1,45.88,2024,1
Todos,Murcia,De 16 a 19 años,2023T4,52.34,2023,4
Todos,Murcia,De 16 a 19 años,2023T3,25.18,2023,3
Todos,Murcia,De 16 a 19 años,2023T2,43.87,2023,2
Todos,Murcia,De 16 a 19 años,2023T1,53.06,2023,1
Todos,Murcia,De 16 a 19 años,2022T4,44.04,2022,4
Todos,Murcia,De 16 a 19 años,2022T3,52.99,2022,3
Todos,Murcia,De 16 a 19 años,2022T2,43.78,2022,2
Todos,Murcia,De 16 a 19 años,2022T1,48.73,2022,1
Todos,Murcia,De 16 a 19 años,2021T4,61.37,2021,4
Todos,Murcia,De 16 a 19 años,2021T3,47.66,2021,3
Todos,Murcia,De 16 a 19 años,2021T2,56.58,2021,2
Todos,Murcia,De 16 a 19 años,2021T1,55.73,2021,1
Todos,Murcia,De 20 a 24 años,2025T2,21.44,2025,2
Todos,Murcia,De 20 a 24 años,2025T1,28.81,2025,1
Todos,Murcia,De 20 a 24 años,2024T4,24.18,2024,4
Todos,Murcia,De 20 a 24 años,2024T3,22.21,2024,3
Todos,Murcia,De 20 a 24 años,2024T2,22.38,2024,2
Todos,Murcia,De 20 a 24 años,2024T1,27.86,2024,1
Todos,Murcia,De 20 a 24 años,2023T4,23.53,2023,4
Todos,Murcia,De 20 a 24 años,2023T3,27.07,2023,3
Todos,Murcia,De 20 a 24 años,2023T2,24.01,2023,2
Todos,Murcia,De 20 a 24 años,2023T1,27.25,2023,1
Todos,Murcia,De 20 a 24 años,2022T4,28.39,2022,4
Todos,Murcia,De 20 a 24 años,2022T3,28.07,2022,3
Todos,Murcia,De 20 a 24 años,2022T2,20.57,2022,2
Todos,Murcia,De 20 a 24 años,2022T1,18.67,2022,1
Todos,Murcia,De 20 a 24 años,2021T4,21.0,2021,4
Todos,Murcia,De 20 a 24 años,2021T3,21.98,2021,3
Todos,Murcia,De 20 a 24 años,2021T2,29.24,2021,2
Todos,Murcia,De 20 a 24 años,2021T1,32.87,2021,1
Todos,Murcia,25a54,2025T2,10.5,2025,2
Todos,Murcia,25a54,2025T1,11.19,2025,1
Todos,Murcia,25a54,2024T4,12.41,2024,4
Todos,Murcia,25a54,2024T3,10.82,2024,3
Todos,Murcia,25a54,2024T2,11.77,2024,2
Todos,Murcia,25a54,2024T1,11.67,2024,1
Todos,Murcia,25a54,2023T4,11.36,2023,4
Todos,Murcia,25a54,2023T3,12.83,2023,3
Todos,Murcia,25a54,2023T2,11.93,2023,2
Todos,Murcia,25a54,2023T1,12.33,2023,1
Todos,Murcia,25a54,2022T4,12.2,2022,4
Todos,Murcia,25a54,2022T3,14.16,2022,3
Todos,Murcia,25a54,2022T2,11.86,2022,2
Todos,Murcia,25a54,2022T1,13.55,2022,1
Todos,Murcia,25a54,2021T4,12.55,2021,4
Todos,Murcia,25a54,2021T3,14.54,2021,3
Todos,Murcia,25a54,2021T2,12.52,2021,2
Todos,Murcia,25a54,2021T1,15.6,2021,1
Todos,Murcia,De 55 y más años,2025T2,9.36,2025,2
Todos,Murcia,De 55 y más años,2025T1,10.47,2025,1
Todos,Murcia,De 55 y más años,2024T4,11.83,2024,4
Todos,Murcia,De 55 y más años,2024T3,9.5,2024,3
Todos,Murcia,De 55 y más años,2024T2,8.55,2024,2
Todos,Murcia,De 55 y más años,2024T1,10.27,2024,1
Todos,Murcia,De 55 y más años,2023T4,5.52,2023,4
Todos,Murcia,De 55 y más años,2023T3,10.32,2023,3
Todos,Murcia,De 55 y más años,2023T2,8.09,2023,2
Todos,Murcia,De 55 y más años,2023T1,11.16,2023,1
Todos,Murcia,De 55 y más años,2022T4,8.25,2022,4
Todos,Murcia,De 55 y más años,2022T3,10.97,2022,3
Todos,Murcia,De 55 y más años,2022T2,10.25,2022,2
Todos,Murcia,De 55 y más años,2022T1,9.21,2022,1
Todos,Murcia,De 55 y más años,2021T4,10.28,2021,4
Todos,Murcia,De 55 y más años,2021T3,12.73,2021,3
Todos,Murcia,De 55 y más años,2021T2,9.6,2021,2
Todos,Murcia,De 55 y más años,2021T1,14.06,2021,1
Todos,Navarra,Todos,2025T2,7.88,2025,2
Todos,Navarra,Todos,2025T1,7.49,2025,1
Todos,Navarra,Todos,2024T4,6.6,2024,4
Todos,Navarra,Todos,2024T3,7.72,2024,3
Todos,Navarra,Todos,2024T2,7.42,2024,2
Todos,Navarra,Todos,2024T1,8.82,2024,1
Todos,Navarra,Todos,2023T4,9.25,2023,4
Todos,Navarra,Todos,2023T3,9.43,2023,3
Todos,Navarra,Todos,2023T2,8.88,2023,2
Todos,Navarra,Todos,2023T1,12.22,2023,1
Todos,Navarra,Todos,2022T4,10.17,2022,4
Todos,Navarra,Todos,2022T3,8.82,2022,3
Todos,Navarra,Todos,2022T2,9.09,2022,2
Todos,Navarra,Todos,2022T1,10.86,2022,1
Todos,Navarra,Todos,2021T4,9.95,2021,4
Todos,Navarra,Todos,2021T3,11.03,2021,3
Todos,Navarra,Todos,2021T2,10.36,2021,2
Todos,Navarra,Todos,2021T1,11.51,2021,1
Todos,Navarra,Menores25,2025T2,19.69,2025,2
Todos,Navarra,Menores25,2025T1,19.93,2025,1
Todos,Navarra,Menores25,2024T4,21.73,2024,4
Todos,Navarra,Menores25,2024T3,22.22,2024,3
Todos,Navarra,Menores25,2024T2,22.68,2024,2
Todos,Navarra,Menores25,2024T1,24.96,2024,1
Todos,Navarra,Menores25,2023T4,19.3,2023,4
Todos,Navarra,Menores25,2023T3,29.11,2023,3
Todos,Navarra,Menores25,2023T2,29.98,2023,2
Todos,Navarra,Menores25,2023T1,23.44,2023,1
Todos,Navarra,Menores25,2022T4,28.19,2022,4
Todos,Navarra,Menores25,2022T3,24.21,2022,3
Todos,Navarra,Menores25,2022T2,21.46,2022,2
Todos,Navarra,Menores25,2022T1,16.65,2022,1
Todos,Navarra,Menores25,2021T4,18.01,2021,4
Todos,Navarra,Menores25,2021T3,16.27,2021,3
Todos,Navarra,Menores25,2021T2,26.36,2021,2
Todos,Navarra,Menores25,2021T1,28.89,2021,1
Todos,Navarra,25 y más años,2025T2,6.97,2025,2
Todos,Navarra,25 y más años,2025T1,6.6,2025,1
Todos,Navarra,25 y más años,2024T4,5.46,2024,4
Todos,Navarra,25 y más años,2024T3,6.43,2024,3
Todos,Navarra,25 y más años,2024T2,6.24,2024,2
Todos,Navarra,25 y más años,2024T1,7.59,2024,1
Todos,Navarra,25 y más años,2023T4,8.55,2023,4
Todos,Navarra,25 y más años,2023T3,7.68,2023,3
Todos,Navarra,25 y más años,2023T2,7.28,2023,2
Todos,Navarra,25 y más años,2023T1,11.48,2023,1
Todos,Navarra,25 y más años,2022T4,8.92,2022,4
Todos,Navarra,25 y más años,2022T3,7.67,2022,3
Todos,Navarra,25 y más años,2022T2,8.13,2022,2
Todos,Navarra,25 y más años,2022T1,10.42,2022,1
Todos,Navarra,25 y más años,2021T4,9.37,2021,4
Todos,Navarra,25 y más años,2021T3,10.61,2021,3
Todos,Navarra,25 y más años,2021T2,9.27,2021,2
Todos,Navarra,25 y más años,2021T1,10.41,2021,1
Todos,Navarra,De 16 a 19 años,2025T2,59.84,2025,2
Todos,Navarra,De 16 a 19 años,2025T1,33.29,2025,1
Todos,Navarra,De 16 a 19 años,2024T4,11.99,2024,4
Todos,Navarra,De 16 a 19 años,2024T3,48.11,2024,3
Todos,Navarra,De 16 a 19 años,2024T2,19.15,2024,2
Todos,Navarra,De 16 a 19 años,2024T1,38.22,2024,1
Todos,Navarra,De 16 a 19 años,2023T4,34.61,2023,4
Todos,Navarra,De 16 a 19 años,2023T3,50.12,2023,3
Todos,Navarra,De 16 a 19 años,2023T2,53.77,2023,2
Todos,Navarra,De 16 a 19 años,2023T1,36.9,2023,1
Todos,Navarra,De 16 a 19 años,2022T4,59.99,2022,4
Todos,Navarra,De 16 a 19 años,2022T3,43.59,2022,3
Todos,Navarra,De 16 a 19 años,2022T2,44.63,2022,2
Todos,Navarra,De 16 a 19 años,2022T1,16.26,2022,1
Todos,Navarra,De 16 a 19 años,2021T4,20.23,2021,4
Todos,Navarra,De 16 a 19 años,2021T3,33.48,2021,3
Todos,Navarra,De 16 a 19 años,2021T2,55.11,2021,2
Todos,Navarra,De 16 a 19 años,2021T1,66.37,2021,1
Todos,Navarra,De 20 a 24 años,2025T2,14.08,2025,2
Todos,Navarra,De 20 a 24 años,2025T1,18.32,2025,1
Todos,Navarra,De 20 a 24 años,2024T4,22.72,2024,4
Todos,Navarra,De 20 a 24 años,2024T3,15.23,2024,3
Todos,Navarra,De 20 a 24 años,2024T2,23.43,2024,2
Todos,Navarra,De 20 a 24 años,2024T1,22.3,2024,1
Todos,Navarra,De 20 a 24 años,2023T4,16.94,2023,4
Todos,Navarra,De 20 a 24 años,2023T3,23.54,2023,3
Todos,Navarra,De 20 a 24 años,2023T2,24.83,2023,2
Todos,Navarra,De 20 a 24 años,2023T1,20.93,2023,1
Todos,Navarra,De 20 a 24 años,2022T4,21.77,2022,4
Todos,Navarra,De 20 a 24 años,2022T3,19.89,2022,3
Todos,Navarra,De 20 a 24 años,2022T2,18.32,2022,2
Todos,Navarra,De 20 a 24 años,2022T1,16.7,2022,1
Todos,Navarra,De 20 a 24 años,2021T4,17.74,2021,4
Todos,Navarra,De 20 a 24 años,2021T3,12.99,2021,3
Todos,Navarra,De 20 a 24 años,2021T2,23.95,2021,2
Todos,Navarra,De 20 a 24 años,2021T1,26.61,2021,1
Todos,Navarra,25a54,2025T2,7.4,2025,2
Todos,Navarra,25a54,2025T1,7.3,2025,1
Todos,Navarra,25a54,2024T4,6.23,2024,4
Todos,Navarra,25a54,2024T3,6.87,2024,3
Todos,Navarra,25a54,2024T2,5.98,2024,2
Todos,Navarra,25a54,2024T1,8.25,2024,1
Todos,Navarra,25a54,2023T4,8.63,2023,4
Todos,Navarra,25a54,2023T3,8.14,2023,3
Todos,Navarra,25a54,2023T2,7.53,2023,2
Todos,Navarra,25a54,2023T1,12.82,2023,1
Todos,Navarra,25a54,2022T4,9.71,2022,4
Todos,Navarra,25a54,2022T3,8.23,2022,3
Todos,Navarra,25a54,2022T2,8.61,2022,2
Todos,Navarra,25a54,2022T1,11.03,2022,1
Todos,Navarra,25a54,2021T4,10.62,2021,4
Todos,Navarra,25a54,2021T3,11.32,2021,3
Todos,Navarra,25a54,2021T2,9.54,2021,2
Todos,Navarra,25a54,2021T1,10.31,2021,1
Todos,Navarra,De 55 y más años,2025T2,5.66,2025,2
Todos,Navarra,De 55 y más años,2025T1,4.41,2025,1
Todos,Navarra,De 55 y más años,2024T4,3.01,2024,4
Todos,Navarra,De 55 y más años,2024T3,4.97,2024,3
Todos,Navarra,De 55 y más años,2024T2,7.09,2024,2
Todos,Navarra,De 55 y más años,2024T1,5.41,2024,1
Todos,Navarra,De 55 y más años,2023T4,8.25,2023,4
Todos,Navarra,De 55 y más años,2023T3,6.04,2023,3
Todos,Navarra,De 55 y más años,2023T2,6.36,2023,2
Todos,Navarra,De 55 y más años,2023T1,6.7,2023,1
Todos,Navarra,De 55 y más años,2022T4,6.16,2022,4
Todos,Navarra,De 55 y más años,2022T3,5.78,2022,3
Todos,Navarra,De 55 y más años,2022T2,6.37,2022,2
Todos,Navarra,De 55 y más años,2022T1,8.12,2022,1
Todos,Navarra,De 55 y más años,2021T4,4.76,2021,4
Todos,Navarra,De 55 y más años,2021T3,7.8,2021,3
Todos,Navarra,De 55 y más años,2021T2,8.28,2021,2
Todos,Navarra,De 55 y más años,2021T1,10.77,2021,1
Todos,Pais Vasco,Todos,2025T2,7.13,2025,2
Todos,Pais Vasco,Todos,2025T1,7.71,2025,1
Todos,Pais Vasco,Todos,2024T4,8.17,2024,4
Todos,Pais Vasco,Todos,2024T3,7.61,2024,3
Todos,Pais Vasco,Todos,2024T2,8.11,2024,2
Todos,Pais Vasco,Todos,2024T1,8.53,2024,1
Todos,Pais Vasco,Todos,2023T4,6.38,2023,4
Todos,Pais Vasco,Todos,2023T3,8.61,2023,3
Todos,Pais Vasco,Todos,2023T2,7.32,2023,2
Todos,Pais Vasco,Todos,2023T1,8.63,2023,1
Todos,Pais Vasco,Todos,2022T4,8.97,2022,4
Todos,Pais Vasco,Todos,2022T3,8.51,2022,3
Todos,Pais Vasco,Todos,2022T2,8.97,2022,2
Todos,Pais Vasco,Todos,2022T1,9.08,2022,1
Todos,Pais Vasco,Todos,2021T4,9.11,2021,4
