sexo,comunidad_autonoma,edad,periodo,tasa_paro,año,trimestre
Hombres,Cataluña,Todos,2021T2,11.19,2021,2
Hombres,Cataluña,Todos,2021T1,11.6,2021,1
Hombres,Cataluña,Menores25,2025T2,15.3,2025,2
Hombres,Cataluña,Menores25,2025T1,20.03,2025,1
Hombres,Cataluña,Menores25,2024T4,18.16,2024,4
Hombres,Cataluña,Menores25,2024T3,21.95,2024,3
Hombres,Cataluña,Menores25,2024T2,20.65,2024,2
Hombres,Cataluña,Menores25,2024T1,23.53,2024,1
Hombres,Cataluña,Menores25,2023T4,25.44,2023,4
Hombres,Cataluña,Menores25,2023T3,20.91,2023,3
Hombres,Cataluña,Menores25,2023T2,20.31,2023,2
Hombres,Cataluña,Menores25,2023T1,22.51,2023,1
Hombres,Cataluña,Menores25,2022T4,22.55,2022,4
Hombres,Cataluña,Menores25,2022T3,24.09,2022,3
Hombres,Cataluña,Menores25,2022T2,22.91,2022,2
Hombres,Cataluña,Menores25,2022T1,22.91,2022,1
Hombres,Cataluña,Menores25,2021T4,27.68,2021,4
Hombres,Cataluña,Menores25,2021T3,21.75,2021,3
Hombres,Cataluña,Menores25,2021T2,31.51,2021,2
Hombres,Cataluña,Menores25,2021T1,33.46,2021,1
Hombres,Cataluña,25 y más años,2025T2,6.43,2025,2
Hombres,Cataluña,25 y más años,2025T1,6.58,2025,1
Hombres,Cataluña,25 y más años,2024T4,5.79,2024,4
Hombres,Cataluña,25 y más años,2024T3,7.12,2024,3
Hombres,Cataluña,25 y más años,2024T2,8.14,2024,2
Hombres,Cataluña,25 y más años,2024T1,7.3,2024,1
Hombres,Cataluña,25 y más años,2023T4,6.86,2023,4
Hombres,Cataluña,25 y más años,2023T3,6.96,2023,3
Hombres,Cataluña,25 y más años,2023T2,7.67,2023,2
Hombres,Cataluña,25 y más años,2023T1,9.13,2023,1
Hombres,Cataluña,25 y más años,2022T4,9.07,2022,4
Hombres,Cataluña,25 y más años,2022T3,7.11,2022,3
Hombres,Cataluña,25 y más años,2022T2,7.33,2022,2
Hombres,Cataluña,25 y más años,2022T1,9.04,2022,1
Hombres,Cataluña,25 y más años,2021T4,7.51,2021,4
Hombres,Cataluña,25 y más años,2021T3,9.4,2021,3
Hombres,Cataluña,25 y más años,2021T2,9.41,2021,2
Hombres,Cataluña,25 y más años,2021T1,9.79,2021,1
Hombres,Cataluña,De 16 a 19 años,2025T2,38.84,2025,2
Hombres,Cataluña,De 16 a 19 años,2025T1,32.69,2025,1
Hombres,Cataluña,De 16 a 19 años,2024T4,30.01,2024,4
Hombres,Cataluña,De 16 a 19 años,2024T3,36.63,2024,3
Hombres,Cataluña,De 16 a 19 años,2024T2,37.2,2024,2
Hombres,Cataluña,De 16 a 19 años,2024T1,34.48,2024,1
Hombres,Cataluña,De 16 a 19 años,2023T4,37.03,2023,4
Hombres,Cataluña,De 16 a 19 años,2023T3,24.44,2023,3
Hombres,Cataluña,De 16 a 19 años,2023T2,30.68,2023,2
Hombres,Cataluña,De 16 a 19 años,2023T1,34.47,2023,1
Hombres,Cataluña,De 16 a 19 años,2022T4,25.52,2022,4
Hombres,Cataluña,De 16 a 19 años,2022T3,34.37,2022,3
Hombres,Cataluña,De 16 a 19 años,2022T2,48.41,2022,2
Hombres,Cataluña,De 16 a 19 años,2022T1,39.46,2022,1
Hombres,Cataluña,De 16 a 19 años,2021T4,44.55,2021,4
Hombres,Cataluña,De 16 a 19 años,2021T3,38.29,2021,3
Hombres,Cataluña,De 16 a 19 años,2021T2,47.36,2021,2
Hombres,Cataluña,De 16 a 19 años,2021T1,48.97,2021,1
Hombres,Cataluña,De 20 a 24 años,2025T2,9.62,2025,2
Hombres,Cataluña,De 20 a 24 años,2025T1,16.99,2025,1
Hombres,Cataluña,De 20 a 24 años,2024T4,14.65,2024,4
Hombres,Cataluña,De 20 a 24 años,2024T3,17.08,2024,3
Hombres,Cataluña,De 20 a 24 años,2024T2,15.8,2024,2
Hombres,Cataluña,De 20 a 24 años,2024T1,19.98,2024,1
Hombres,Cataluña,De 20 a 24 años,2023T4,22.04,2023,4
Hombres,Cataluña,De 20 a 24 años,2023T3,19.83,2023,3
Hombres,Cataluña,De 20 a 24 años,2023T2,17.79,2023,2
Hombres,Cataluña,De 20 a 24 años,2023T1,19.93,2023,1
Hombres,Cataluña,De 20 a 24 años,2022T4,21.91,2022,4
Hombres,Cataluña,De 20 a 24 años,2022T3,20.77,2022,3
Hombres,Cataluña,De 20 a 24 años,2022T2,16.02,2022,2
Hombres,Cataluña,De 20 a 24 años,2022T1,18.23,2022,1
Hombres,Cataluña,De 20 a 24 años,2021T4,23.88,2021,4
Hombres,Cataluña,De 20 a 24 años,2021T3,17.04,2021,3
Hombres,Cataluña,De 20 a 24 años,2021T2,28.15,2021,2
Hombres,Cataluña,De 20 a 24 años,2021T1,30.99,2021,1
Hombres,Cataluña,25a54,2025T2,7.28,2025,2
Hombres,Cataluña,25a54,2025T1,6.8,2025,1
Hombres,Cataluña,25a54,2024T4,5.86,2024,4
Hombres,Cataluña,25a54,2024T3,7.33,2024,3
Hombres,Cataluña,25a54,2024T2,8.25,2024,2
Hombres,Cataluña,25a54,2024T1,6.8,2024,1
Hombres,Cataluña,25a54,2023T4,6.69,2023,4
Hombres,Cataluña,25a54,2023T3,6.71,2023,3
Hombres,Cataluña,25a54,2023T2,7.76,2023,2
Hombres,Cataluña,25a54,2023T1,9.4,2023,1
Hombres,Cataluña,25a54,2022T4,9.88,2022,4
Hombres,Cataluña,25a54,2022T3,7.54,2022,3
Hombres,Cataluña,25a54,2022T2,7.19,2022,2
Hombres,Cataluña,25a54,2022T1,8.85,2022,1
Hombres,Cataluña,25a54,2021T4,7.73,2021,4
Hombres,Cataluña,25a54,2021T3,9.71,2021,3
Hombres,Cataluña,25a54,2021T2,9.95,2021,2
Hombres,Cataluña,25a54,2021T1,10.34,2021,1
Hombres,Cataluña,De 55 y más años,2025T2,3.42,2025,2
Hombres,Cataluña,De 55 y más años,2025T1,5.8,2025,1
Hombres,Cataluña,De 55 y más años,2024T4,5.53,2024,4
Hombres,Cataluña,De 55 y más años,2024T3,6.38,2024,3
Hombres,Cataluña,De 55 y más años,2024T2,7.77,2024,2
Hombres,Cataluña,De 55 y más años,2024T1,9.01,2024,1
Hombres,Cataluña,De 55 y más años,2023T4,7.48,2023,4
Hombres,Cataluña,De 55 y más años,2023T3,7.84,2023,3
Hombres,Cataluña,De 55 y más años,2023T2,7.31,2023,2
Hombres,Cataluña,De 55 y más años,2023T1,8.08,2023,1
Hombres,Cataluña,De 55 y más años,2022T4,5.87,2022,4
Hombres,Cataluña,De 55 y más años,2022T3,5.43,2022,3
Hombres,Cataluña,De 55 y más años,2022T2,7.92,2022,2
Hombres,Cataluña,De 55 y más años,2022T1,9.84,2022,1
Hombres,Cataluña,De 55 y más años,2021T4,6.65,2021,4
Hombres,Cataluña,De 55 y más años,2021T3,8.14,2021,3
Hombres,Cataluña,De 55 y más años,2021T2,7.19,2021,2
Hombres,Cataluña,De 55 y más años,2021T1,7.57,2021,1
Hombres,Valencia,Todos,2025T2,9.74,2025,2
Hombres,Valencia,Todos,2025T1,11.03,2025,1
Hombres,Valencia,Todos,2024T4,11.85,2024,4
Hombres,Valencia,Todos,2024T3,11.01,2024,3
Hombres,Valencia,Todos,2024T2,10.42,2024,2
Hombres,Valencia,Todos,2024T1,11.85,2024,1
Hombres,Valencia,Todos,2023T4,11.39,2023,4
Hombres,Valencia,Todos,2023T3,10.0,2023,3
Hombres,Valencia,Todos,2023T2,10.97,2023,2
Hombres,Valencia,Todos,2023T1,11.53,2023,1
Hombres,Valencia,Todos,2022T4,11.75,2022,4
Hombres,Valencia,Todos,2022T3,11.06,2022,3
Hombres,Valencia,Todos,2022T2,11.27,2022,2
Hombres,Valencia,Todos,2022T1,11.63,2022,1
Hombres,Valencia,Todos,2021T4,12.76,2021,4
Hombres,Valencia,Todos,2021T3,14.23,2021,3
Hombres,Valencia,Todos,2021T2,14.64,2021,2
Hombres,Valencia,Todos,2021T1,15.29,2021,1
Hombres,Valencia,Menores25,2025T2,30.95,2025,2
Hombres,Valencia,Menores25,2025T1,31.21,2025,1
Hombres,Valencia,Menores25,2024T4,28.24,2024,4
Hombres,Valencia,Menores25,2024T3,25.22,2024,3
Hombres,Valencia,Menores25,2024T2,26.66,2024,2
Hombres,Valencia,Menores25,2024T1,31.5,2024,1
Hombres,Valencia,Menores25,2023T4,33.11,2023,4
Hombres,Valencia,Menores25,2023T3,25.88,2023,3
Hombres,Valencia,Menores25,2023T2,29.36,2023,2
Hombres,Valencia,Menores25,2023T1,27.33,2023,1
Hombres,Valencia,Menores25,2022T4,29.09,2022,4
Hombres,Valencia,Menores25,2022T3,23.29,2022,3
Hombres,Valencia,Menores25,2022T2,27.2,2022,2
Hombres,Valencia,Menores25,2022T1,29.09,2022,1
Hombres,Valencia,Menores25,2021T4,30.69,2021,4
Hombres,Valencia,Menores25,2021T3,35.61,2021,3
Hombres,Valencia,Menores25,2021T2,40.91,2021,2
Hombres,Valencia,Menores25,2021T1,38.51,2021,1
Hombres,Valencia,25 y más años,2025T2,7.94,2025,2
Hombres,Valencia,25 y más años,2025T1,9.39,2025,1
Hombres,Valencia,25 y más años,2024T4,10.44,2024,4
Hombres,Valencia,25 y más años,2024T3,9.7,2024,3
Hombres,Valencia,25 y más años,2024T2,8.93,2024,2
Hombres,Valencia,25 y más años,2024T1,10.32,2024,1
Hombres,Valencia,25 y más años,2023T4,9.69,2023,4
Hombres,Valencia,25 y más años,2023T3,8.53,2023,3
Hombres,Valencia,25 y más años,2023T2,9.41,2023,2
Hombres,Valencia,25 y más años,2023T1,10.31,2023,1
Hombres,Valencia,25 y más años,2022T4,10.42,2022,4
Hombres,Valencia,25 y más años,2022T3,10.08,2022,3
Hombres,Valencia,25 y más años,2022T2,10.08,2022,2
Hombres,Valencia,25 y más años,2022T1,10.51,2022,1
Hombres,Valencia,25 y más años,2021T4,11.64,2021,4
Hombres,Valencia,25 y más años,2021T3,12.34,2021,3
Hombres,Valencia,25 y más años,2021T2,12.63,2021,2
Hombres,Valencia,25 y más años,2021T1,13.73,2021,1
Hombres,Valencia,De 16 a 19 años,2025T2,33.1,2025,2
Hombres,Valencia,De 16 a 19 años,2025T1,37.87,2025,1
Hombres,Valencia,De 16 a 19 años,2024T4,26.06,2024,4
Hombres,Valencia,De 16 a 19 años,2024T3,30.62,2024,3
Hombres,Valencia,De 16 a 19 años,2024T2,46.81,2024,2
Hombres,Valencia,De 16 a 19 años,2024T1,50.7,2024,1
Hombres,Valencia,De 16 a 19 años,2023T4,55.22,2023,4
Hombres,Valencia,De 16 a 19 años,2023T3,51.06,2023,3
Hombres,Valencia,De 16 a 19 años,2023T2,59.11,2023,2
Hombres,Valencia,De 16 a 19 años,2023T1,46.96,2023,1
Hombres,Valencia,De 16 a 19 años,2022T4,43.97,2022,4
Hombres,Valencia,De 16 a 19 años,2022T3,43.73,2022,3
Hombres,Valencia,De 16 a 19 años,2022T2,57.0,2022,2
Hombres,Valencia,De 16 a 19 años,2022T1,35.03,2022,1
Hombres,Valencia,De 16 a 19 años,2021T4,43.19,2021,4
Hombres,Valencia,De 16 a 19 años,2021T3,46.07,2021,3
Hombres,Valencia,De 16 a 19 años,2021T2,45.68,2021,2
Hombres,Valencia,De 16 a 19 años,2021T1,60.29,2021,1
Hombres,Valencia,De 20 a 24 años,2025T2,30.42,2025,2
Hombres,Valencia,De 20 a 24 años,2025T1,29.82,2025,1
Hombres,Valencia,De 20 a 24 años,2024T4,28.77,2024,4
Hombres,Valencia,De 20 a 24 años,2024T3,23.85,2024,3
Hombres,Valencia,De 20 a 24 años,2024T2,22.11,2024,2
Hombres,Valencia,De 20 a 24 años,2024T1,28.23,2024,1
Hombres,Valencia,De 20 a 24 años,2023T4,28.41,2023,4
Hombres,Valencia,De 20 a 24 años,2023T3,20.05,2023,3
Hombres,Valencia,De 20 a 24 años,2023T2,22.16,2023,2
Hombres,Valencia,De 20 a 24 años,2023T1,23.4,2023,1
Hombres,Valencia,De 20 a 24 años,2022T4,25.7,2022,4
Hombres,Valencia,De 20 a 24 años,2022T3,18.69,2022,3
Hombres,Valencia,De 20 a 24 años,2022T2,19.91,2022,2
Hombres,Valencia,De 20 a 24 años,2022T1,27.86,2022,1
Hombres,Valencia,De 20 a 24 años,2021T4,27.29,2021,4
Hombres,Valencia,De 20 a 24 años,2021T3,32.7,2021,3
Hombres,Valencia,De 20 a 24 años,2021T2,39.61,2021,2
Hombres,Valencia,De 20 a 24 años,2021T1,33.84,2021,1
Hombres,Valencia,25a54,2025T2,7.47,2025,2
Hombres,Valencia,25a54,2025T1,8.91,2025,1
Hombres,Valencia,25a54,2024T4,10.49,2024,4
Hombres,Valencia,25a54,2024T3,9.82,2024,3
Hombres,Valencia,25a54,2024T2,9.4,2024,2
Hombres,Valencia,25a54,2024T1,10.36,2024,1
Hombres,Valencia,25a54,2023T4,9.72,2023,4
Hombres,Valencia,25a54,2023T3,8.83,2023,3
Hombres,Valencia,25a54,2023T2,9.44,2023,2
Hombres,Valencia,25a54,2023T1,10.14,2023,1
Hombres,Valencia,25a54,2022T4,10.78,2022,4
Hombres,Valencia,25a54,2022T3,9.69,2022,3
Hombres,Valencia,25a54,2022T2,9.15,2022,2
Hombres,Valencia,25a54,2022T1,10.22,2022,1
Hombres,Valencia,25a54,2021T4,11.86,2021,4
Hombres,Valencia,25a54,2021T3,12.52,2021,3
Hombres,Valencia,25a54,2021T2,12.54,2021,2
Hombres,Valencia,25a54,2021T1,13.57,2021,1
Hombres,Valencia,De 55 y más años,2025T2,9.46,2025,2
Hombres,Valencia,De 55 y más años,2025T1,10.97,2025,1
Hombres,Valencia,De 55 y más años,2024T4,10.26,2024,4
Hombres,Valencia,De 55 y más años,2024T3,9.3,2024,3
Hombres,Valencia,De 55 y más años,2024T2,7.36,2024,2
Hombres,Valencia,De 55 y más años,2024T1,10.18,2024,1
Hombres,Valencia,De 55 y más años,2023T4,9.58,2023,4
Hombres,Valencia,De 55 y más años,2023T3,7.52,2023,3
Hombres,Valencia,De 55 y más años,2023T2,9.28,2023,2
Hombres,Valencia,De 55 y más años,2023T1,10.88,2023,1
Hombres,Valencia,De 55 y más años,2022T4,9.12,2022,4
Hombres,Valencia,De 55 y más años,2022T3,11.45,2022,3
Hombres,Valencia,De 55 y más años,2022T2,13.37,2022,2
Hombres,Valencia,De 55 y más años,2022T1,11.59,2022,1
Hombres,Valencia,De 55 y más años,2021T4,10.81,2021,4
Hombres,Valencia,De 55 y más años,2021T3,11.65,2021,3
Hombres,Valencia,De 55 y más años,2021T2,13.0,2021,2
Hombres,Valencia,De 55 y más años,2021T1,14.34,2021,1
Hombres,Extremadura,Todos,2025T2,12.34,2025,2
Hombres,Extremadura,Todos,2025T1,15.71,2025,1
Hombres,Extremadura,Todos,2024T4,11.98,2024,4
Hombres,Extremadura,Todos,2024T3,12.19,2024,3
Hombres,Extremadura,Todos,2024T2,13.95,2024,2
Hombres,Extremadura,Todos,2024T1,15.63,2024,1
Hombres,Extremadura,Todos,2023T4,14.19,2023,4
Hombres,Extremadura,Todos,2023T3,13.83,2023,3
Hombres,Extremadura,Todos,2023T2,13.37,2023,2
Hombres,Extremadura,Todos,2023T1,15.98,2023,1
Hombres,Extremadura,Todos,2022T4,14.37,2022,4
Hombres,Extremadura,Todos,2022T3,12.93,2022,3
Hombres,Extremadura,Todos,2022T2,14.32,2022,2
Hombres,Extremadura,Todos,2022T1,15.79,2022,1
Hombres,Extremadura,Todos,2021T4,16.59,2021,4
Hombres,Extremadura,Todos,2021T3,14.0,2021,3
Hombres,Extremadura,Todos,2021T2,14.38,2021,2
Hombres,Extremadura,Todos,2021T1,19.44,2021,1
Hombres,Extremadura,Menores25,2025T2,27.3,2025,2
Hombres,Extremadura,Menores25,2025T1,42.96,2025,1
Hombres,Extremadura,Menores25,2024T4,21.23,2024,4
Hombres,Extremadura,Menores25,2024T3,35.42,2024,3
Hombres,Extremadura,Menores25,2024T2,42.27,2024,2
Hombres,Extremadura,Menores25,2024T1,43.39,2024,1
Hombres,Extremadura,Menores25,2023T4,23.6,2023,4
Hombres,Extremadura,Menores25,2023T3,29.11,2023,3
Hombres,Extremadura,Menores25,2023T2,29.7,2023,2
Hombres,Extremadura,Menores25,2023T1,34.7,2023,1
Hombres,Extremadura,Menores25,2022T4,39.5,2022,4
Hombres,Extremadura,Menores25,2022T3,30.34,2022,3
Hombres,Extremadura,Menores25,2022T2,48.41,2022,2
Hombres,Extremadura,Menores25,2022T1,38.2,2022,1
Hombres,Extremadura,Menores25,2021T4,48.41,2021,4
Hombres,Extremadura,Menores25,2021T3,37.09,2021,3
Hombres,Extremadura,Menores25,2021T2,34.85,2021,2
Hombres,Extremadura,Menores25,2021T1,55.2,2021,1
Hombres,Extremadura,25 y más años,2025T2,11.25,2025,2
Hombres,Extremadura,25 y más años,2025T1,13.7,2025,1
Hombres,Extremadura,25 y más años,2024T4,11.4,2024,4
Hombres,Extremadura,25 y más años,2024T3,10.53,2024,3
Hombres,Extremadura,25 y más años,2024T2,12.24,2024,2
Hombres,Extremadura,25 y más años,2024T1,14.03,2024,1
Hombres,Extremadura,25 y más años,2023T4,13.65,2023,4
Hombres,Extremadura,25 y más años,2023T3,12.71,2023,3
Hombres,Extremadura,25 y más años,2023T2,12.43,2023,2
Hombres,Extremadura,25 y más años,2023T1,14.93,2023,1
Hombres,Extremadura,25 y más años,2022T4,12.79,2022,4
Hombres,Extremadura,25 y más años,2022T3,11.65,2022,3
Hombres,Extremadura,25 y más años,2022T2,11.88,2022,2
Hombres,Extremadura,25 y más años,2022T1,14.58,2022,1
Hombres,Extremadura,25 y más años,2021T4,14.64,2021,4
Hombres,Extremadura,25 y más años,2021T3,12.19,2021,3
Hombres,Extremadura,25 y más años,2021T2,12.96,2021,2
Hombres,Extremadura,25 y más años,2021T1,17.03,2021,1
Hombres,Extremadura,De 16 a 19 años,2025T2,58.55,2025,2
Hombres,Extremadura,De 16 a 19 años,2025T1,61.6,2025,1
Hombres,Extremadura,De 16 a 19 años,2024T4,42.9,2024,4
Hombres,Extremadura,De 16 a 19 años,2024T3,52.08,2024,3
Hombres,Extremadura,De 16 a 19 años,2024T2,51.62,2024,2
Hombres,Extremadura,De 16 a 19 años,2024T1,75.3,2024,1
Hombres,Extremadura,De 16 a 19 años,2023T4,17.43,2023,4
Hombres,Extremadura,De 16 a 19 años,2023T3,50.09,2023,3
Hombres,Extremadura,De 16 a 19 años,2023T2,60.7,2023,2
Hombres,Extremadura,De 16 a 19 años,2023T1,84.47,2023,1
Hombres,Extremadura,De 16 a 19 años,2022T4,88.16,2022,4
Hombres,Extremadura,De 16 a 19 años,2022T3,51.44,2022,3
Hombres,Extremadura,De 16 a 19 años,2022T2,53.18,2022,2
Hombres,Extremadura,De 16 a 19 años,2022T1,31.86,2022,1
Hombres,Extremadura,De 16 a 19 años,2021T4,69.01,2021,4
Hombres,Extremadura,De 16 a 19 años,2021T3,53.58,2021,3
Hombres,Extremadura,De 16 a 19 años,2021T2,33.88,2021,2
Hombres,Extremadura,De 16 a 19 años,2021T1,73.62,2021,1
Hombres,Extremadura,De 20 a 24 años,2025T2,19.55,2025,2
Hombres,Extremadura,De 20 a 24 años,2025T1,38.53,2025,1
Hombres,Extremadura,De 20 a 24 años,2024T4,16.77,2024,4
Hombres,Extremadura,De 20 a 24 años,2024T3,31.58,2024,3
Hombres,Extremadura,De 20 a 24 años,2024T2,40.31,2024,2
Hombres,Extremadura,De 20 a 24 años,2024T1,35.49,2024,1
Hombres,Extremadura,De 20 a 24 años,2023T4,24.72,2023,4
Hombres,Extremadura,De 20 a 24 años,2023T3,22.98,2023,3
Hombres,Extremadura,De 20 a 24 años,2023T2,26.63,2023,2
Hombres,Extremadura,De 20 a 24 años,2023T1,29.87,2023,1
Hombres,Extremadura,De 20 a 24 años,2022T4,29.46,2022,4
Hombres,Extremadura,De 20 a 24 años,2022T3,25.78,2022,3
Hombres,Extremadura,De 20 a 24 años,2022T2,46.83,2022,2
Hombres,Extremadura,De 20 a 24 años,2022T1,39.72,2022,1
Hombres,Extremadura,De 20 a 24 años,2021T4,41.31,2021,4
Hombres,Extremadura,De 20 a 24 años,2021T3,30.78,2021,3
Hombres,Extremadura,De 20 a 24 años,2021T2,35.11,2021,2
Hombres,Extremadura,De 20 a 24 años,2021T1,49.73,2021,1
Hombres,Extremadura,25a54,2025T2,10.88,2025,2
Hombres,Extremadura,25a54,2025T1,13.65,2025,1
Hombres,Extremadura,25a54,2024T4,11.07,2024,4
Hombres,Extremadura,25a54,2024T3,10.36,2024,3
Hombres,Extremadura,25a54,2024T2,11.97,2024,2
Hombres,Extremadura,25a54,2024T1,13.1,2024,1
Hombres,Extremadura,25a54,2023T4,12.59,2023,4
Hombres,Extremadura,25a54,2023T3,12.85,2023,3
Hombres,Extremadura,25a54,2023T2,12.33,2023,2
Hombres,Extremadura,25a54,2023T1,14.8,2023,1
Hombres,Extremadura,25a54,2022T4,12.36,2022,4
Hombres,Extremadura,25a54,2022T3,11.32,2022,3
Hombres,Extremadura,25a54,2022T2,11.89,2022,2
Hombres,Extremadura,25a54,2022T1,13.96,2022,1
Hombres,Extremadura,25a54,2021T4,14.09,2021,4
Hombres,Extremadura,25a54,2021T3,11.56,2021,3
Hombres,Extremadura,25a54,2021T2,11.74,2021,2
Hombres,Extremadura,25a54,2021T1,15.2,2021,1
Hombres,Extremadura,De 55 y más años,2025T2,12.31,2025,2
Hombres,Extremadura,De 55 y más años,2025T1,13.84,2025,1
Hombres,Extremadura,De 55 y más años,2024T4,12.39,2024,4
Hombres,Extremadura,De 55 y más años,2024T3,11.04,2024,3
Hombres,Extremadura,De 55 y más años,2024T2,13.09,2024,2
Hombres,Extremadura,De 55 y más años,2024T1,16.86,2024,1
Hombres,Extremadura,De 55 y más años,2023T4,16.9,2023,4
Hombres,Extremadura,De 55 y más años,2023T3,12.3,2023,3
Hombres,Extremadura,De 55 y más años,2023T2,12.7,2023,2
Hombres,Extremadura,De 55 y más años,2023T1,15.31,2023,1
Hombres,Extremadura,De 55 y más años,2022T4,14.15,2022,4
Hombres,Extremadura,De 55 y más años,2022T3,12.69,2022,3
Hombres,Extremadura,De 55 y más años,2022T2,11.83,2022,2
Hombres,Extremadura,De 55 y más años,2022T1,16.67,2022,1
Hombres,Extremadura,De 55 y más años,2021T4,16.42,2021,4
Hombres,Extremadura,De 55 y más años,2021T3,14.37,2021,3
Hombres,Extremadura,De 55 y más años,2021T2,17.16,2021,2
Hombres,Extremadura,De 55 y más años,2021T1,23.39,2021,1
Hombres,Galicia,Todos,2025T2,8.65,2025,2
Hombres,Galicia,Todos,2025T1,8.25,2025,1
Hombres,Galicia,Todos,2024T4,7.56,2024,4
Hombres,Galicia,Todos,2024T3,8.55,2024,3
Hombres,Galicia,Todos,2024T2,8.94,2024,2
Hombres,Galicia,Todos,2024T1,10.01,2024,1
Hombres,Galicia,Todos,2023T4,8.38,2023,4
Hombres,Galicia,Todos,2023T3,8.53,2023,3
Hombres,Galicia,Todos,2023T2,8.76,2023,2
Hombres,Galicia,Todos,2023T1,10.08,2023,1
Hombres,Galicia,Todos,2022T4,9.73,2022,4
Hombres,Galicia,Todos,2022T3,9.91,2022,3
Hombres,Galicia,Todos,2022T2,10.44,2022,2
Hombres,Galicia,Todos,2022T1,10.22,2022,1
Hombres,Galicia,Todos,2021T4,9.83,2021,4
Hombres,Galicia,Todos,2021T3,9.37,2021,3
Hombres,Galicia,Todos,2021T2,11.19,2021,2
Hombres,Galicia,Todos,2021T1,11.67,2021,1
Hombres,Galicia,Menores25,2025T2,27.45,2025,2
Hombres,Galicia,Menores25,2025T1,25.61,2025,1
Hombres,Galicia,Menores25,2024T4,19.64,2024,4
Hombres,Galicia,Menores25,2024T3,22.92,2024,3
Hombres,Galicia,Menores25,2024T2,24.41,2024,2
Hombres,Galicia,Menores25,2024T1,26.45,2024,1
Hombres,Galicia,Menores25,2023T4,20.72,2023,4
Hombres,Galicia,Menores25,2023T3,24.8,2023,3
Hombres,Galicia,Menores25,2023T2,22.42,2023,2
Hombres,Galicia,Menores25,2023T1,28.97,2023,1
Hombres,Galicia,Menores25,2022T4,31.5,2022,4
Hombres,Galicia,Menores25,2022T3,34.25,2022,3
Hombres,Galicia,Menores25,2022T2,32.44,2022,2
Hombres,Galicia,Menores25,2022T1,29.06,2022,1
Hombres,Galicia,Menores25,2021T4,33.4,2021,4
Hombres,Galicia,Menores25,2021T3,23.23,2021,3
Hombres,Galicia,Menores25,2021T2,33.58,2021,2
Hombres,Galicia,Menores25,2021T1,33.97,2021,1
Hombres,Galicia,25 y más años,2025T2,7.51,2025,2
Hombres,Galicia,25 y más años,2025T1,7.24,2025,1
Hombres,Galicia,25 y más años,2024T4,6.84,2024,4
Hombres,Galicia,25 y más años,2024T3,7.61,2024,3
Hombres,Galicia,25 y más años,2024T2,7.96,2024,2
Hombres,Galicia,25 y más años,2024T1,9.04,2024,1
Hombres,Galicia,25 y más años,2023T4,7.7,2023,4
Hombres,Galicia,25 y más años,2023T3,7.47,2023,3
Hombres,Galicia,25 y más años,2023T2,8.02,2023,2
Hombres,Galicia,25 y más años,2023T1,9.15,2023,1
Hombres,Galicia,25 y más años,2022T4,8.68,2022,4
Hombres,Galicia,25 y más años,2022T3,8.38,2022,3
Hombres,Galicia,25 y más años,2022T2,9.2,2022,2
Hombres,Galicia,25 y más años,2022T1,9.18,2022,1
Hombres,Galicia,25 y más años,2021T4,8.59,2021,4
Hombres,Galicia,25 y más años,2021T3,8.58,2021,3
Hombres,Galicia,25 y más años,2021T2,10.14,2021,2
Hombres,Galicia,25 y más años,2021T1,10.7,2021,1
Hombres,Galicia,De 16 a 19 años,2025T2,61.56,2025,2
Hombres,Galicia,De 16 a 19 años,2025T1,41.64,2025,1
Hombres,Galicia,De 16 a 19 años,2024T4,26.87,2024,4
Hombres,Galicia,De 16 a 19 años,2024T3,23.99,2024,3
Hombres,Galicia,De 16 a 19 años,2024T2,45.88,2024,2
Hombres,Galicia,De 16 a 19 años,2024T1,30.11,2024,1
Hombres,Galicia,De 16 a 19 años,2023T4,18.7,2023,4
Hombres,Galicia,De 16 a 19 años,2023T3,28.24,2023,3
Hombres,Galicia,De 16 a 19 años,2023T2,26.29,2023,2
Hombres,Galicia,De 16 a 19 años,2023T1,60.03,2023,1
Hombres,Galicia,De 16 a 19 años,2022T4,30.68,2022,4
Hombres,Galicia,De 16 a 19 años,2022T3,41.39,2022,3
Hombres,Galicia,De 16 a 19 años,2022T2,54.5,2022,2
Hombres,Galicia,De 16 a 19 años,2022T1,23.2,2022,1
Hombres,Galicia,De 16 a 19 años,2021T4,47.23,2021,4
Hombres,Galicia,De 16 a 19 años,2021T3,27.8,2021,3
Hombres,Galicia,De 16 a 19 años,2021T2,39.15,2021,2
Hombres,Galicia,De 16 a 19 años,2021T1,43.87,2021,1
Hombres,Galicia,De 20 a 24 años,2025T2,20.29,2025,2
Hombres,Galicia,De 20 a 24 años,2025T1,23.57,2025,1
Hombres,Galicia,De 20 a 24 años,2024T4,18.34,2024,4
Hombres,Galicia,De 20 a 24 años,2024T3,22.72,2024,3
Hombres,Galicia,De 20 a 24 años,2024T2,20.21,2024,2
Hombres,Galicia,De 20 a 24 años,2024T1,25.94,2024,1
Hombres,Galicia,De 20 a 24 años,2023T4,20.93,2023,4
Hombres,Galicia,De 20 a 24 años,2023T3,24.02,2023,3
Hombres,Galicia,De 20 a 24 años,2023T2,21.82,2023,2
Hombres,Galicia,De 20 a 24 años,2023T1,24.81,2023,1
Hombres,Galicia,De 20 a 24 años,2022T4,31.63,2022,4
