id_geo___ca,comunidad_provincia,total,s_limitadas,s_anonimas,sotras,personas_fisicas,año,trimestre
104,Almería,29.0,10.0,0.0,0.0,19.0,2021,3
111,Cádiz,29.0,6.0,0.0,0.0,23.0,2021,3
114,Córdoba,15.0,6.0,0.0,0.0,9.0,2021,3
118,Granada,26.0,5.0,0.0,0.0,21.0,2021,3
121,Huelva,6.0,4.0,0.0,0.0,2.0,2021,3
123,Jaén,10.0,3.0,0.0,0.0,7.0,2021,3
129,Málaga,41.0,18.0,1.0,0.0,22.0,2021,3
141,Sevilla,73.0,20.0,1.0,1.0,51.0,2021,3
943,Aragón,96.0,26.0,2.0,0.0,68.0,2021,3
222,Huesca,10.0,1.0,0.0,0.0,9.0,2021,3
244,Teruel,7.0,1.0,0.0,0.0,6.0,2021,3
250,Zaragoza,79.0,24.0,2.0,0.0,53.0,2021,3
333,Asturias,52.0,10.0,0.0,0.0,42.0,2021,3
407,"Balears, Illes",52.0,21.0,0.0,0.0,31.0,2021,3
639,Canarias,100.0,26.0,3.0,0.0,71.0,2021,3
538,Santa Cruz de Tenerife,32.0,8.0,1.0,0.0,23.0,2021,3
639,Cantabria,17.0,4.0,0.0,0.0,13.0,2021,3
705,Ávila,1.0,1.0,0.0,0.0,0.0,2021,3
709,Burgos,9.0,3.0,0.0,0.0,6.0,2021,3
724,León,19.0,4.0,0.0,0.0,15.0,2021,3
734,Palencia,3.0,3.0,0.0,0.0,0.0,2021,3
737,Salamanca,16.0,6.0,0.0,0.0,10.0,2021,3
740,Segovia,4.0,1.0,0.0,0.0,3.0,2021,3
742,Soria,2.0,1.0,0.0,0.0,1.0,2021,3
747,Valladolid,31.0,13.0,1.0,1.0,16.0,2021,3
749,Zamora,0.0,0.0,0.0,0.0,0.0,2021,3
802,Albacete,13.0,6.0,0.0,0.0,7.0,2021,3
813,Ciudad Real,8.0,7.0,0.0,0.0,1.0,2021,3
816,Cuenca,7.0,5.0,1.0,0.0,1.0,2021,3
819,Guadalajara,17.0,4.0,0.0,0.0,13.0,2021,3
845,Toledo,23.0,14.0,0.0,0.0,9.0,2021,3
908,Barcelona,649.0,188.0,9.0,1.0,451.0,2021,3
917,Girona,66.0,17.0,0.0,0.0,49.0,2021,3
925,Lleida,48.0,11.0,0.0,0.0,37.0,2021,3
943,Tarragona,52.0,11.0,0.0,0.0,41.0,2021,3
734,Valencia,198.0,76.0,6.0,0.0,116.0,2021,3
1106,Badajoz,12.0,3.0,1.0,1.0,7.0,2021,3
1110,Cáceres,7.0,2.0,1.0,0.0,4.0,2021,3
1227,Lugo,12.0,7.0,0.0,0.0,5.0,2021,3
1232,Ourense,8.0,3.0,0.0,0.0,5.0,2021,3
1236,Pontevedra,34.0,14.0,0.0,0.0,20.0,2021,3
1328,Madrid,381.0,190.0,10.0,5.0,176.0,2021,3
1430,Murcia,63.0,15.0,1.0,0.0,47.0,2021,3
1531,Navarra,22.0,4.0,2.0,0.0,16.0,2021,3
1601,Araba/Álava,13.0,5.0,0.0,0.0,8.0,2021,3
1648,Bizkaia,42.0,20.0,2.0,0.0,20.0,2021,3
1620,Gipuzkoa,29.0,20.0,4.0,0.0,5.0,2021,3
1851,Ceuta,2.0,1.0,0.0,0.0,1.0,2021,3
1952,Melilla,0.0,0.0,0.0,0.0,0.0,2021,3
104,Almería,38.0,11.0,0.0,1.0,26.0,2021,4
111,Cádiz,50.0,23.0,0.0,1.0,26.0,2021,4
114,Córdoba,39.0,10.0,0.0,0.0,29.0,2021,4
118,Granada,28.0,9.0,0.0,0.0,19.0,2021,4
121,Huelva,8.0,5.0,0.0,0.0,3.0,2021,4
123,Jaén,29.0,7.0,0.0,1.0,21.0,2021,4
129,Málaga,63.0,15.0,1.0,1.0,46.0,2021,4
141,Sevilla,102.0,27.0,4.0,0.0,71.0,2021,4
943,Aragón,100.0,30.0,2.0,1.0,67.0,2021,4
222,Huesca,11.0,4.0,1.0,0.0,6.0,2021,4
244,Teruel,7.0,6.0,0.0,0.0,1.0,2021,4
250,Zaragoza,82.0,20.0,1.0,1.0,60.0,2021,4
333,Asturias,77.0,17.0,2.0,0.0,58.0,2021,4
407,"Balears, Illes",46.0,15.0,0.0,1.0,30.0,2021,4
639,Canarias,120.0,24.0,2.0,1.0,93.0,2021,4
538,Santa Cruz de Tenerife,50.0,8.0,2.0,0.0,40.0,2021,4
639,Cantabria,22.0,11.0,0.0,0.0,11.0,2021,4
705,Ávila,6.0,2.0,0.0,0.0,4.0,2021,4
709,Burgos,14.0,5.0,0.0,0.0,9.0,2021,4
724,León,22.0,4.0,1.0,0.0,17.0,2021,4
734,Palencia,2.0,2.0,0.0,0.0,0.0,2021,4
737,Salamanca,9.0,2.0,0.0,0.0,7.0,2021,4
740,Segovia,8.0,1.0,0.0,0.0,7.0,2021,4
742,Soria,3.0,2.0,0.0,0.0,1.0,2021,4
747,Valladolid,35.0,7.0,0.0,0.0,28.0,2021,4
749,Zamora,3.0,0.0,0.0,0.0,3.0,2021,4
802,Albacete,17.0,7.0,0.0,1.0,9.0,2021,4
813,Ciudad Real,22.0,5.0,1.0,0.0,16.0,2021,4
816,Cuenca,4.0,2.0,0.0,0.0,2.0,2021,4
819,Guadalajara,27.0,3.0,0.0,0.0,24.0,2021,4
845,Toledo,20.0,12.0,0.0,1.0,7.0,2021,4
908,Barcelona,836.0,223.0,18.0,1.0,594.0,2021,4
917,Girona,98.0,15.0,0.0,1.0,82.0,2021,4
925,Lleida,37.0,7.0,0.0,1.0,29.0,2021,4
943,Tarragona,61.0,12.0,0.0,0.0,49.0,2021,4
734,Valencia,271.0,87.0,6.0,2.0,176.0,2021,4
1106,Badajoz,18.0,9.0,0.0,1.0,8.0,2021,4
1110,Cáceres,11.0,3.0,3.0,0.0,5.0,2021,4
1227,Lugo,21.0,6.0,2.0,0.0,13.0,2021,4
1232,Ourense,10.0,3.0,0.0,0.0,7.0,2021,4
1236,Pontevedra,43.0,8.0,1.0,0.0,34.0,2021,4
1328,Madrid,524.0,239.0,18.0,7.0,260.0,2021,4
1430,Murcia,57.0,16.0,0.0,1.0,40.0,2021,4
1531,Navarra,39.0,12.0,0.0,1.0,26.0,2021,4
1601,Araba/Álava,12.0,6.0,0.0,0.0,6.0,2021,4
1648,Bizkaia,75.0,37.0,4.0,1.0,33.0,2021,4
1620,Gipuzkoa,30.0,12.0,3.0,0.0,15.0,2021,4
1851,Ceuta,1.0,0.0,0.0,0.0,1.0,2021,4
1952,Melilla,1.0,0.0,1.0,0.0,0.0,2021,4
104,Almería,23.0,8.0,0.0,0.0,15.0,2022,1
111,Cádiz,44.0,9.0,2.0,1.0,32.0,2022,1
114,Córdoba,21.0,8.0,0.0,0.0,13.0,2022,1
118,Granada,41.0,11.0,1.0,0.0,29.0,2022,1
121,Huelva,16.0,4.0,1.0,2.0,9.0,2022,1
