id_geo___ca,comunidad_provincia,total,a_hasta_4,a_entre_5_y_8,a_entre_9_y_12,a_entre_13_y_16,a_entre_17_y_19,a_20_o_mas,año,trimestre
1328,Madrid,455.0,114.0,137.0,52.0,48.0,21.0,83.0,2022,3
1430,Murcia,51.0,10.0,15.0,1.0,6.0,2.0,17.0,2022,3
1531,Navarra,10.0,2.0,2.0,1.0,3.0,1.0,1.0,2022,3
1601,Araba/Álava,17.0,3.0,3.0,4.0,3.0,0.0,4.0,2022,3
1648,Bizkaia,55.0,11.0,12.0,6.0,4.0,8.0,14.0,2022,3
1620,Gipuzkoa,28.0,2.0,3.0,5.0,3.0,3.0,12.0,2022,3
1851,Ceuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,3
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,3
104,Almería,22.0,5.0,7.0,2.0,1.0,2.0,5.0,2022,4
111,Cádiz,29.0,9.0,5.0,3.0,4.0,1.0,7.0,2022,4
114,Córdoba,11.0,2.0,2.0,2.0,1.0,2.0,2.0,2022,4
118,Granada,16.0,2.0,6.0,2.0,2.0,0.0,4.0,2022,4
121,Huelva,9.0,1.0,3.0,1.0,2.0,0.0,2.0,2022,4
123,Jaén,6.0,2.0,0.0,1.0,1.0,2.0,0.0,2022,4
129,Málaga,32.0,11.0,9.0,2.0,2.0,1.0,7.0,2022,4
141,Sevilla,65.0,14.0,14.0,11.0,8.0,5.0,13.0,2022,4
943,Aragón,34.0,10.0,5.0,7.0,6.0,1.0,5.0,2022,4
222,Huesca,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2022,4
244,Teruel,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,4
250,Zaragoza,31.0,9.0,5.0,7.0,5.0,1.0,4.0,2022,4
333,Asturias,23.0,6.0,7.0,3.0,4.0,1.0,2.0,2022,4
407,"Balears, Illes",24.0,7.0,7.0,7.0,0.0,1.0,2.0,2022,4
639,Canarias,31.0,4.0,9.0,7.0,2.0,1.0,8.0,2022,4
538,Santa Cruz de Tenerife,15.0,3.0,5.0,2.0,0.0,1.0,4.0,2022,4
639,Cantabria,8.0,0.0,1.0,1.0,0.0,0.0,6.0,2022,4
705,Ávila,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2022,4
709,Burgos,14.0,3.0,2.0,0.0,2.0,0.0,7.0,2022,4
724,León,5.0,0.0,0.0,1.0,1.0,1.0,2.0,2022,4
734,Palencia,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2022,4
737,Salamanca,9.0,1.0,1.0,1.0,2.0,1.0,3.0,2022,4
740,Segovia,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2022,4
742,Soria,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2022,4
747,Valladolid,10.0,5.0,2.0,1.0,0.0,0.0,2.0,2022,4
749,Zamora,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,4
802,Albacete,14.0,2.0,2.0,0.0,2.0,2.0,6.0,2022,4
813,Ciudad Real,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,4
816,Cuenca,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2022,4
819,Guadalajara,8.0,2.0,1.0,0.0,2.0,0.0,3.0,2022,4
845,Toledo,18.0,3.0,6.0,4.0,2.0,1.0,2.0,2022,4
908,Barcelona,261.0,71.0,56.0,29.0,21.0,21.0,63.0,2022,4
917,Girona,16.0,6.0,4.0,1.0,2.0,0.0,3.0,2022,4
925,Lleida,22.0,0.0,3.0,2.0,5.0,7.0,5.0,2022,4
943,Tarragona,7.0,1.0,3.0,0.0,0.0,1.0,2.0,2022,4
734,Valencia,144.0,42.0,31.0,11.0,14.0,15.0,31.0,2022,4
1106,Badajoz,10.0,3.0,1.0,0.0,2.0,0.0,4.0,2022,4
1110,Cáceres,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2022,4
1227,Lugo,9.0,2.0,1.0,1.0,0.0,0.0,5.0,2022,4
1232,Ourense,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,4
1236,Pontevedra,19.0,4.0,4.0,2.0,2.0,1.0,6.0,2022,4
1328,Madrid,458.0,156.0,113.0,55.0,41.0,23.0,70.0,2022,4
1430,Murcia,40.0,12.0,6.0,6.0,2.0,2.0,12.0,2022,4
1531,Navarra,5.0,1.0,3.0,0.0,0.0,0.0,1.0,2022,4
1601,Araba/Álava,8.0,1.0,2.0,0.0,1.0,2.0,2.0,2022,4
1648,Bizkaia,37.0,12.0,6.0,2.0,0.0,2.0,15.0,2022,4
1620,Gipuzkoa,19.0,3.0,5.0,2.0,2.0,0.0,7.0,2022,4
1851,Ceuta,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2022,4
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,4
104,Almería,9.0,2.0,4.0,1.0,0.0,0.0,2.0,2023,1
111,Cádiz,7.0,1.0,3.0,0.0,0.0,0.0,3.0,2023,1
114,Córdoba,11.0,5.0,2.0,0.0,3.0,0.0,1.0,2023,1
118,Granada,10.0,6.0,1.0,0.0,0.0,1.0,2.0,2023,1
121,Huelva,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2023,1
123,Jaén,5.0,2.0,2.0,0.0,0.0,0.0,1.0,2023,1
129,Málaga,17.0,4.0,3.0,1.0,3.0,1.0,5.0,2023,1
141,Sevilla,46.0,16.0,13.0,4.0,6.0,2.0,5.0,2023,1
943,Aragón,45.0,12.0,12.0,3.0,4.0,3.0,11.0,2023,1
222,Huesca,4.0,0.0,0.0,1.0,0.0,1.0,2.0,2023,1
244,Teruel,5.0,2.0,0.0,0.0,0.0,0.0,3.0,2023,1
250,Zaragoza,36.0,10.0,12.0,2.0,4.0,2.0,6.0,2023,1
333,Asturias,18.0,3.0,4.0,3.0,1.0,1.0,6.0,2023,1
407,"Balears, Illes",26.0,13.0,5.0,4.0,2.0,0.0,2.0,2023,1
639,Canarias,25.0,5.0,11.0,1.0,2.0,2.0,4.0,2023,1
538,Santa Cruz de Tenerife,10.0,2.0,5.0,1.0,1.0,1.0,0.0,2023,1
639,Cantabria,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2023,1
705,Ávila,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2023,1
709,Burgos,9.0,1.0,1.0,1.0,1.0,2.0,3.0,2023,1
724,León,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2023,1
734,Palencia,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,1
737,Salamanca,7.0,4.0,2.0,1.0,0.0,0.0,0.0,2023,1
740,Segovia,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2023,1
742,Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1
747,Valladolid,5.0,2.0,0.0,2.0,0.0,1.0,0.0,2023,1
749,Zamora,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2023,1
802,Albacete,7.0,3.0,2.0,1.0,0.0,0.0,1.0,2023,1
813,Ciudad Real,10.0,0.0,2.0,0.0,1.0,1.0,6.0,2023,1
816,Cuenca,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2023,1
819,Guadalajara,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2023,1
845,Toledo,3.0,0.0,2.0,0.0,0.0,0.0,1.0,2023,1
908,Barcelona,231.0,69.0,41.0,25.0,21.0,15.0,60.0,2023,1
917,Girona,8.0,1.0,1.0,1.0,1.0,1.0,3.0,2023,1
925,Lleida,10.0,1.0,1.0,0.0,1.0,1.0,6.0,2023,1
943,Tarragona,13.0,2.0,2.0,3.0,1.0,0.0,5.0,2023,1
734,Valencia,105.0,26.0,23.0,9.0,17.0,4.0,26.0,2023,1
1106,Badajoz,4.0,2.0,1.0,0.0,0.0,0.0,1.0,2023,1
1110,Cáceres,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2023,1
1227,Lugo,4.0,0.0,0.0,0.0,1.0,2.0,1.0,2023,1
1232,Ourense,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,1
1236,Pontevedra,21.0,5.0,6.0,2.0,2.0,2.0,4.0,2023,1
1328,Madrid,192.0,54.0,41.0,26.0,20.0,14.0,37.0,2023,1
1430,Murcia,26.0,4.0,4.0,1.0,7.0,2.0,8.0,2023,1
1531,Navarra,6.0,0.0,1.0,1.0,1.0,0.0,3.0,2023,1
1601,Araba/Álava,6.0,1.0,1.0,0.0,1.0,1.0,2.0,2023,1
1648,Bizkaia,25.0,3.0,5.0,5.0,3.0,1.0,8.0,2023,1
1620,Gipuzkoa,16.0,3.0,2.0,5.0,2.0,0.0,4.0,2023,1
1851,Ceuta,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2023,1
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1
104,Almería,19.0,3.0,6.0,0.0,3.0,2.0,5.0,2023,2
111,Cádiz,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2023,2
114,Córdoba,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2023,2
118,Granada,15.0,5.0,4.0,0.0,0.0,2.0,4.0,2023,2
121,Huelva,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2023,2
123,Jaén,7.0,1.0,3.0,0.0,1.0,1.0,1.0,2023,2
129,Málaga,27.0,10.0,4.0,4.0,4.0,0.0,5.0,2023,2
141,Sevilla,38.0,11.0,8.0,4.0,5.0,1.0,9.0,2023,2
943,Aragón,40.0,12.0,5.0,5.0,2.0,3.0,13.0,2023,2
222,Huesca,7.0,1.0,1.0,2.0,0.0,1.0,2.0,2023,2
244,Teruel,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2023,2
250,Zaragoza,31.0,11.0,4.0,2.0,1.0,2.0,11.0,2023,2
333,Asturias,17.0,5.0,4.0,3.0,0.0,1.0,4.0,2023,2
407,"Balears, Illes",31.0,9.0,6.0,5.0,3.0,0.0,8.0,2023,2
639,Canarias,33.0,8.0,11.0,3.0,5.0,2.0,4.0,2023,2
538,Santa Cruz de Tenerife,12.0,2.0,7.0,1.0,0.0,1.0,1.0,2023,2
639,Cantabria,7.0,1.0,2.0,0.0,0.0,0.0,4.0,2023,2
705,Ávila,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2023,2
709,Burgos,5.0,1.0,2.0,0.0,0.0,0.0,2.0,2023,2
724,León,5.0,0.0,1.0,1.0,1.0,1.0,1.0,2023,2
734,Palencia,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2023,2
737,Salamanca,5.0,1.0,0.0,1.0,1.0,1.0,1.0,2023,2
740,Segovia,6.0,3.0,0.0,0.0,0.0,0.0,3.0,2023,2
742,Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2
747,Valladolid,10.0,3.0,1.0,1.0,0.0,1.0,4.0,2023,2
749,Zamora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2
802,Albacete,5.0,0.0,0.0,2.0,0.0,1.0,2.0,2023,2
813,Ciudad Real,9.0,2.0,3.0,0.0,1.0,3.0,0.0,2023,2
816,Cuenca,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2023,2
819,Guadalajara,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2023,2
845,Toledo,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2023,2
908,Barcelona,313.0,80.0,74.0,46.0,22.0,19.0,72.0,2023,2
917,Girona,20.0,3.0,4.0,4.0,1.0,1.0,7.0,2023,2
925,Lleida,7.0,1.0,0.0,0.0,1.0,2.0,3.0,2023,2
943,Tarragona,10.0,4.0,2.0,0.0,0.0,1.0,3.0,2023,2
734,Valencia,136.0,44.0,29.0,16.0,12.0,6.0,29.0,2023,2
1106,Badajoz,12.0,1.0,1.0,3.0,3.0,0.0,4.0,2023,2
1110,Cáceres,6.0,3.0,0.0,0.0,2.0,1.0,0.0,2023,2
1227,Lugo,14.0,2.0,2.0,1.0,1.0,0.0,8.0,2023,2
1232,Ourense,4.0,1.0,2.0,1.0,0.0,0.0,0.0,2023,2
1236,Pontevedra,21.0,2.0,8.0,2.0,1.0,0.0,8.0,2023,2
1328,Madrid,206.0,55.0,39.0,28.0,18.0,23.0,43.0,2023,2
1430,Murcia,36.0,9.0,4.0,3.0,5.0,6.0,9.0,2023,2
1531,Navarra,15.0,4.0,1.0,2.0,4.0,1.0,3.0,2023,2
1601,Araba/Álava,14.0,6.0,1.0,1.0,1.0,2.0,3.0,2023,2
1648,Bizkaia,48.0,11.0,10.0,7.0,2.0,7.0,11.0,2023,2
1620,Gipuzkoa,18.0,5.0,3.0,1.0,2.0,2.0,5.0,2023,2
1851,Ceuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2
104,Almería,3.0,0.0,1.0,0.0,1.0,0.0,1.0,2023,3
111,Cádiz,14.0,3.0,4.0,4.0,0.0,0.0,3.0,2023,3
114,Córdoba,6.0,3.0,0.0,0.0,1.0,0.0,2.0,2023,3
118,Granada,13.0,1.0,4.0,1.0,2.0,1.0,4.0,2023,3
121,Huelva,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2023,3
123,Jaén,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2023,3
129,Málaga,18.0,11.0,5.0,0.0,0.0,0.0,2.0,2023,3
141,Sevilla,50.0,16.0,15.0,4.0,1.0,3.0,11.0,2023,3
943,Aragón,35.0,6.0,8.0,2.0,1.0,2.0,16.0,2023,3
222,Huesca,4.0,1.0,0.0,0.0,0.0,0.0,3.0,2023,3
244,Teruel,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2023,3
250,Zaragoza,29.0,5.0,8.0,2.0,1.0,1.0,12.0,2023,3
333,Asturias,23.0,7.0,3.0,3.0,0.0,1.0,9.0,2023,3
407,"Balears, Illes",19.0,9.0,7.0,2.0,0.0,0.0,1.0,2023,3
639,Canarias,30.0,4.0,3.0,6.0,4.0,5.0,8.0,2023,3
538,Santa Cruz de Tenerife,15.0,1.0,2.0,4.0,2.0,3.0,3.0,2023,3
639,Cantabria,10.0,1.0,0.0,3.0,1.0,0.0,5.0,2023,3
705,Ávila,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,3
709,Burgos,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2023,3
724,León,7.0,1.0,1.0,3.0,0.0,0.0,2.0,2023,3
734,Palencia,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,3
737,Salamanca,8.0,2.0,1.0,3.0,1.0,0.0,1.0,2023,3
740,Segovia,4.0,2.0,1.0,0.0,0.0,1.0,0.0,2023,3
742,Soria,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2023,3
747,Valladolid,14.0,4.0,2.0,1.0,3.0,2.0,2.0,2023,3
749,Zamora,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,3
802,Albacete,19.0,3.0,4.0,3.0,3.0,0.0,6.0,2023,3
813,Ciudad Real,9.0,1.0,1.0,3.0,0.0,1.0,3.0,2023,3
816,Cuenca,6.0,3.0,0.0,0.0,0.0,0.0,3.0,2023,3
819,Guadalajara,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2023,3
845,Toledo,4.0,1.0,2.0,0.0,0.0,0.0,1.0,2023,3
908,Barcelona,271.0,89.0,59.0,33.0,24.0,14.0,52.0,2023,3
917,Girona,26.0,9.0,3.0,3.0,0.0,0.0,11.0,2023,3
925,Lleida,11.0,2.0,1.0,1.0,0.0,0.0,7.0,2023,3
943,Tarragona,13.0,5.0,3.0,1.0,0.0,1.0,3.0,2023,3
734,Valencia,74.0,24.0,13.0,11.0,7.0,4.0,15.0,2023,3
1106,Badajoz,15.0,2.0,2.0,3.0,1.0,0.0,7.0,2023,3
1110,Cáceres,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2023,3
1227,Lugo,10.0,4.0,0.0,2.0,1.0,1.0,2.0,2023,3
1232,Ourense,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2023,3
1236,Pontevedra,19.0,2.0,5.0,3.0,1.0,1.0,7.0,2023,3
1328,Madrid,176.0,66.0,27.0,17.0,12.0,8.0,46.0,2023,3
1430,Murcia,29.0,5.0,4.0,4.0,8.0,1.0,7.0,2023,3
1531,Navarra,10.0,1.0,3.0,0.0,1.0,2.0,3.0,2023,3
1601,Araba/Álava,8.0,2.0,3.0,0.0,0.0,1.0,2.0,2023,3
1648,Bizkaia,30.0,9.0,3.0,3.0,4.0,2.0,9.0,2023,3
1620,Gipuzkoa,19.0,3.0,4.0,0.0,1.0,3.0,8.0,2023,3
1851,Ceuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,3
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,3
104,Almería,15.0,4.0,4.0,2.0,0.0,0.0,5.0,2023,4
111,Cádiz,22.0,6.0,3.0,7.0,0.0,3.0,3.0,2023,4
114,Córdoba,10.0,4.0,2.0,2.0,1.0,0.0,1.0,2023,4
118,Granada,10.0,3.0,1.0,2.0,2.0,0.0,2.0,2023,4
121,Huelva,9.0,0.0,5.0,0.0,1.0,1.0,2.0,2023,4
123,Jaén,7.0,4.0,1.0,1.0,0.0,0.0,1.0,2023,4
129,Málaga,25.0,7.0,8.0,5.0,0.0,2.0,3.0,2023,4
141,Sevilla,52.0,15.0,11.0,5.0,9.0,2.0,10.0,2023,4
943,Aragón,26.0,8.0,4.0,1.0,3.0,0.0,10.0,2023,4
222,Huesca,8.0,4.0,2.0,0.0,0.0,0.0,2.0,2023,4
244,Teruel,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2023,4
250,Zaragoza,16.0,4.0,2.0,1.0,3.0,0.0,6.0,2023,4
333,Asturias,22.0,3.0,7.0,0.0,2.0,2.0,8.0,2023,4
407,"Balears, Illes",27.0,13.0,4.0,2.0,4.0,0.0,4.0,2023,4
639,Canarias,34.0,11.0,10.0,4.0,3.0,1.0,5.0,2023,4
538,Santa Cruz de Tenerife,12.0,3.0,3.0,2.0,1.0,0.0,3.0,2023,4
639,Cantabria,11.0,1.0,2.0,5.0,0.0,1.0,2.0,2023,4
705,Ávila,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2023,4
709,Burgos,12.0,3.0,1.0,1.0,3.0,1.0,3.0,2023,4
724,León,7.0,1.0,4.0,0.0,1.0,0.0,1.0,2023,4
734,Palencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,4
737,Salamanca,9.0,3.0,1.0,0.0,0.0,1.0,4.0,2023,4
740,Segovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,4
742,Soria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,4
747,Valladolid,13.0,3.0,1.0,2.0,2.0,1.0,4.0,2023,4
749,Zamora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,4
802,Albacete,20.0,6.0,3.0,3.0,1.0,3.0,4.0,2023,4
813,Ciudad Real,12.0,3.0,5.0,1.0,0.0,1.0,2.0,2023,4
816,Cuenca,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2023,4
819,Guadalajara,4.0,2.0,1.0,0.0,0.0,0.0,1.0,2023,4
845,Toledo,16.0,4.0,1.0,1.0,2.0,1.0,7.0,2023,4
908,Barcelona,320.0,113.0,71.0,25.0,25.0,24.0,62.0,2023,4
917,Girona,19.0,6.0,3.0,2.0,3.0,0.0,5.0,2023,4
925,Lleida,16.0,0.0,3.0,5.0,3.0,1.0,4.0,2023,4
943,Tarragona,29.0,7.0,6.0,5.0,3.0,0.0,8.0,2023,4
734,Valencia,115.0,45.0,15.0,17.0,10.0,7.0,21.0,2023,4
1106,Badajoz,13.0,3.0,5.0,0.0,3.0,1.0,1.0,2023,4
1110,Cáceres,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2023,4
1227,Lugo,13.0,3.0,4.0,3.0,1.0,0.0,2.0,2023,4
1232,Ourense,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2023,4
1236,Pontevedra,34.0,8.0,5.0,4.0,1.0,5.0,11.0,2023,4
1328,Madrid,286.0,78.0,73.0,32.0,30.0,13.0,60.0,2023,4
1430,Murcia,54.0,18.0,12.0,10.0,3.0,2.0,9.0,2023,4
1531,Navarra,12.0,6.0,4.0,0.0,1.0,0.0,1.0,2023,4
1601,Araba/Álava,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2023,4
1648,Bizkaia,38.0,12.0,5.0,5.0,4.0,3.0,9.0,2023,4
1620,Gipuzkoa,15.0,3.0,3.0,0.0,3.0,1.0,5.0,2023,4
1851,Ceuta,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2023,4
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,4
104,Almería,10.0,2.0,3.0,0.0,1.0,0.0,4.0,2024,1
111,Cádiz,9.0,4.0,3.0,0.0,1.0,0.0,1.0,2024,1
114,Córdoba,15.0,6.0,0.0,1.0,0.0,2.0,6.0,2024,1
118,Granada,15.0,5.0,4.0,1.0,2.0,1.0,2.0,2024,1
121,Huelva,7.0,1.0,1.0,2.0,0.0,1.0,2.0,2024,1
123,Jaén,6.0,1.0,1.0,0.0,0.0,2.0,2.0,2024,1
129,Málaga,33.0,11.0,11.0,3.0,3.0,0.0,5.0,2024,1
141,Sevilla,35.0,15.0,12.0,3.0,3.0,0.0,2.0,2024,1
943,Aragón,33.0,8.0,3.0,3.0,3.0,2.0,14.0,2024,1
222,Huesca,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2024,1
244,Teruel,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2024,1
250,Zaragoza,28.0,7.0,3.0,3.0,2.0,2.0,11.0,2024,1
333,Asturias,27.0,5.0,6.0,7.0,1.0,3.0,5.0,2024,1
407,"Balears, Illes",18.0,9.0,2.0,2.0,4.0,0.0,1.0,2024,1
639,Canarias,27.0,9.0,3.0,4.0,2.0,3.0,6.0,2024,1
538,Santa Cruz de Tenerife,13.0,5.0,1.0,2.0,1.0,2.0,2.0,2024,1
639,Cantabria,17.0,8.0,3.0,2.0,2.0,0.0,2.0,2024,1
705,Ávila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,1
709,Burgos,8.0,1.0,2.0,0.0,1.0,1.0,3.0,2024,1
724,León,7.0,2.0,1.0,1.0,0.0,0.0,3.0,2024,1
734,Palencia,4.0,1.0,0.0,1.0,0.0,1.0,1.0,2024,1
737,Salamanca,8.0,0.0,0.0,2.0,1.0,1.0,4.0,2024,1
740,Segovia,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2024,1
742,Soria,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2024,1
747,Valladolid,16.0,5.0,2.0,5.0,0.0,1.0,3.0,2024,1
749,Zamora,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024,1
802,Albacete,12.0,5.0,2.0,3.0,0.0,0.0,2.0,2024,1
813,Ciudad Real,5.0,3.0,0.0,0.0,0.0,0.0,2.0,2024,1
816,Cuenca,5.0,2.0,1.0,0.0,0.0,0.0,2.0,2024,1
819,Guadalajara,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2024,1
845,Toledo,9.0,2.0,4.0,1.0,0.0,0.0,2.0,2024,1
908,Barcelona,337.0,136.0,69.0,21.0,31.0,16.0,64.0,2024,1
917,Girona,15.0,5.0,1.0,2.0,1.0,1.0,5.0,2024,1
925,Lleida,15.0,5.0,1.0,1.0,1.0,0.0,7.0,2024,1
943,Tarragona,19.0,4.0,6.0,3.0,0.0,3.0,3.0,2024,1
734,Valencia,128.0,41.0,22.0,18.0,11.0,6.0,30.0,2024,1
1106,Badajoz,8.0,2.0,2.0,1.0,1.0,0.0,2.0,2024,1
1110,Cáceres,4.0,2.0,1.0,0.0,0.0,0.0,1.0,2024,1
1227,Lugo,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2024,1
1232,Ourense,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2024,1
1236,Pontevedra,26.0,5.0,4.0,5.0,4.0,3.0,5.0,2024,1
1328,Madrid,354.0,106.0,79.0,58.0,34.0,16.0,61.0,2024,1
1430,Murcia,45.0,15.0,11.0,5.0,2.0,2.0,10.0,2024,1
1531,Navarra,16.0,3.0,3.0,4.0,2.0,0.0,4.0,2024,1
1601,Araba/Álava,6.0,1.0,1.0,0.0,1.0,0.0,3.0,2024,1
1648,Bizkaia,48.0,8.0,11.0,6.0,3.0,7.0,13.0,2024,1
1620,Gipuzkoa,32.0,9.0,2.0,1.0,5.0,1.0,14.0,2024,1
1851,Ceuta,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2024,1
1952,Melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,1
104,Almería,8.0,0.0,0.0,0.0,0.0,2.0,6.0,2024,2
111,Cádiz,24.0,11.0,6.0,1.0,4.0,0.0,2.0,2024,2
114,Córdoba,9.0,6.0,2.0,0.0,1.0,0.0,0.0,2024,2
118,Granada,25.0,11.0,3.0,2.0,3.0,2.0,4.0,2024,2
121,Huelva,8.0,1.0,3.0,1.0,1.0,1.0,1.0,2024,2
123,Jaén,5.0,2.0,1.0,0.0,1.0,0.0,1.0,2024,2
129,Málaga,35.0,14.0,7.0,5.0,5.0,1.0,3.0,2024,2
141,Sevilla,34.0,8.0,7.0,5.0,2.0,4.0,8.0,2024,2
943,Aragón,33.0,12.0,6.0,3.0,2.0,3.0,7.0,2024,2
222,Huesca,5.0,1.0,1.0,1.0,0.0,1.0,1.0,2024,2
244,Teruel,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024,2
250,Zaragoza,27.0,10.0,5.0,2.0,2.0,2.0,6.0,2024,2
333,Asturias,36.0,9.0,6.0,7.0,3.0,5.0,6.0,2024,2
407,"Balears, Illes",19.0,8.0,3.0,1.0,2.0,1.0,4.0,2024,2
639,Canarias,30.0,11.0,8.0,3.0,0.0,0.0,8.0,2024,2
538,Santa Cruz de Tenerife,11.0,8.0,1.0,0.0,0.0,0.0,2.0,2024,2
639,Cantabria,10.0,3.0,0.0,3.0,0.0,0.0,4.0,2024,2
705,Ávila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,2
709,Burgos,4.0,0.0,2.0,0.0,1.0,0.0,1.0,2024,2
724,León,10.0,1.0,3.0,0.0,1.0,2.0,3.0,2024,2
734,Palencia,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2024,2
737,Salamanca,6.0,2.0,2.0,2.0,0.0,0.0,0.0,2024,2
740,Segovia,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2024,2
742,Soria,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2024,2
747,Valladolid,11.0,1.0,3.0,2.0,1.0,0.0,4.0,2024,2
749,Zamora,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2024,2
802,Albacete,20.0,3.0,7.0,2.0,4.0,0.0,4.0,2024,2
813,Ciudad Real,8.0,0.0,3.0,1.0,0.0,0.0,4.0,2024,2
816,Cuenca,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2024,2
819,Guadalajara,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2024,2
845,Toledo,11.0,5.0,1.0,2.0,2.0,0.0,1.0,2024,2
908,Barcelona,325.0,112.0,69.0,36.0,27.0,14.0,67.0,2024,2
917,Girona,16.0,5.0,2.0,3.0,2.0,1.0,3.0,2024,2
925,Lleida,18.0,5.0,5.0,3.0,1.0,1.0,3.0,2024,2
943,Tarragona,23.0,12.0,6.0,1.0,0.0,1.0,3.0,2024,2
734,Valencia,97.0,37.0,18.0,5.0,8.0,8.0,21.0,2024,2
1106,Badajoz,9.0,2.0,3.0,0.0,0.0,3.0,1.0,2024,2
