Comunidades y Ciudades Autónomas;Subgrupos;Tipo de dato;Periodo;Total
Nacional;011 Alimentos;Media anual;2024;129,249
Nacional;011 Alimentos;Media anual;2023;124,887
Nacional;011 Alimentos;Media anual;2022;111,89
Nacional;011 Alimentos;Media anual;2021;100
Nacional;011 Alimentos;Media anual;2020;98,4
Nacional;011 Alimentos;Media anual;2019;96,092
Nacional;011 Alimentos;Media anual;2018;95,129
Nacional;011 Alimentos;Media anual;2017;93,63
Nacional;011 Alimentos;Media anual;2016;92,464
Nacional;011 Alimentos;Media anual;2015;91,177
Nacional;011 Alimentos;Media anual;2014;90,1
Nacional;011 Alimentos;Media anual;2013;90,415
Nacional;011 Alimentos;Media anual;2012;87,878
Nacional;011 Alimentos;Media anual;2011;85,9
Nacional;011 Alimentos;Media anual;2010;84,233
Nacional;011 Alimentos;Media anual;2009;84,898
Nacional;011 Alimentos;Media anual;2008;85,983
Nacional;011 Alimentos;Media anual;2007;81,165
Nacional;011 Alimentos;Media anual;2006;78,25
Nacional;011 Alimentos;Media anual;2005;75,115
Nacional;011 Alimentos;Media anual;2004;72,745
Nacional;011 Alimentos;Media anual;2003;69,948
Nacional;011 Alimentos;Media anual;2002;67,182
Nacional;011 Alimentos;Variación de las medias anuales;2024;3,5
Nacional;011 Alimentos;Variación de las medias anuales;2023;11,6
Nacional;011 Alimentos;Variación de las medias anuales;2022;11,9
Nacional;011 Alimentos;Variación de las medias anuales;2021;1,6
Nacional;011 Alimentos;Variación de las medias anuales;2020;2,4
Nacional;011 Alimentos;Variación de las medias anuales;2019;1
Nacional;011 Alimentos;Variación de las medias anuales;2018;1,6
Nacional;011 Alimentos;Variación de las medias anuales;2017;1,3
Nacional;011 Alimentos;Variación de las medias anuales;2016;1,4
Nacional;011 Alimentos;Variación de las medias anuales;2015;1,2
Nacional;011 Alimentos;Variación de las medias anuales;2014;-0,3
Nacional;011 Alimentos;Variación de las medias anuales;2013;2,9
Nacional;011 Alimentos;Variación de las medias anuales;2012;2,3
Nacional;011 Alimentos;Variación de las medias anuales;2011;2
Nacional;011 Alimentos;Variación de las medias anuales;2010;-0,8
Nacional;011 Alimentos;Variación de las medias anuales;2009;-1,3
Nacional;011 Alimentos;Variación de las medias anuales;2008;5,9
Nacional;011 Alimentos;Variación de las medias anuales;2007;3,7
Nacional;011 Alimentos;Variación de las medias anuales;2006;4,2
Nacional;011 Alimentos;Variación de las medias anuales;2005;3,3
Nacional;011 Alimentos;Variación de las medias anuales;2004;4
Nacional;011 Alimentos;Variación de las medias anuales;2003;4,1
Nacional;011 Alimentos;Variación de las medias anuales;2002;""
Nacional;012 Bebidas no alcohólicas;Media anual;2024;126,246
Nacional;012 Bebidas no alcohólicas;Media anual;2023;121,103
Nacional;012 Bebidas no alcohólicas;Media anual;2022;108,259
Nacional;012 Bebidas no alcohólicas;Media anual;2021;100
Nacional;012 Bebidas no alcohólicas;Media anual;2020;95,253
Nacional;012 Bebidas no alcohólicas;Media anual;2019;93,625
Nacional;012 Bebidas no alcohólicas;Media anual;2018;92,402
Nacional;012 Bebidas no alcohólicas;Media anual;2017;90,361
Nacional;012 Bebidas no alcohólicas;Media anual;2016;89,682
Nacional;012 Bebidas no alcohólicas;Media anual;2015;88,596
Nacional;012 Bebidas no alcohólicas;Media anual;2014;87,853
Nacional;012 Bebidas no alcohólicas;Media anual;2013;88,17
Nacional;012 Bebidas no alcohólicas;Media anual;2012;87,114
Nacional;012 Bebidas no alcohólicas;Media anual;2011;84,817
Nacional;012 Bebidas no alcohólicas;Media anual;2010;82,186
Nacional;012 Bebidas no alcohólicas;Media anual;2009;83,589
Nacional;012 Bebidas no alcohólicas;Media anual;2008;81,536
Nacional;012 Bebidas no alcohólicas;Media anual;2007;77,729
Nacional;012 Bebidas no alcohólicas;Media anual;2006;75,383
Nacional;012 Bebidas no alcohólicas;Media anual;2005;73,145
Nacional;012 Bebidas no alcohólicas;Media anual;2004;72,122
Nacional;012 Bebidas no alcohólicas;Media anual;2003;70,94
Nacional;012 Bebidas no alcohólicas;Media anual;2002;68,408
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2024;4,2
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2023;11,9
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2022;8,3
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2021;5
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2020;1,7
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2019;1,3
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2018;2,3
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2017;0,8
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2016;1,2
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2015;0,8
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2014;-0,4
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2013;1,2
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2012;2,7
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2011;3,2
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2010;-1,7
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2009;2,5
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2008;4,9
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2007;3,1
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2006;3,1
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2005;1,4
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2004;1,7
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2003;3,7
Nacional;012 Bebidas no alcohólicas;Variación de las medias anuales;2002;""
Nacional;021 Bebidas alcohólicas;Media anual;2024;117,96
Nacional;021 Bebidas alcohólicas;Media anual;2023;115,603
Nacional;021 Bebidas alcohólicas;Media anual;2022;106,058
Nacional;021 Bebidas alcohólicas;Media anual;2021;100
Nacional;021 Bebidas alcohólicas;Media anual;2020;100,756
Nacional;021 Bebidas alcohólicas;Media anual;2019;99,395
Nacional;021 Bebidas alcohólicas;Media anual;2018;98,02
Nacional;021 Bebidas alcohólicas;Media anual;2017;94,308
Nacional;021 Bebidas alcohólicas;Media anual;2016;93,787
Nacional;021 Bebidas alcohólicas;Media anual;2015;93,138
Nacional;021 Bebidas alcohólicas;Media anual;2014;93,083
Nacional;021 Bebidas alcohólicas;Media anual;2013;93,596
Nacional;021 Bebidas alcohólicas;Media anual;2012;90,877
Nacional;021 Bebidas alcohólicas;Media anual;2011;88,834
Nacional;021 Bebidas alcohólicas;Media anual;2010;87,622
Nacional;021 Bebidas alcohólicas;Media anual;2009;87,436
Nacional;021 Bebidas alcohólicas;Media anual;2008;85,757
Nacional;021 Bebidas alcohólicas;Media anual;2007;81,693
Nacional;021 Bebidas alcohólicas;Media anual;2006;79,418
Nacional;021 Bebidas alcohólicas;Media anual;2005;77,347
Nacional;021 Bebidas alcohólicas;Media anual;2004;76,517
Nacional;021 Bebidas alcohólicas;Media anual;2003;75,646
Nacional;021 Bebidas alcohólicas;Media anual;2002;74,054
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2024;2
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2023;9
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2022;6,1
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2021;-0,8
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2020;1,4
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2019;1,4
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2018;3,9
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2017;0,6
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2016;0,7
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2015;0,1
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2014;-0,5
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2013;3
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2012;2,3
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2011;1,4
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2010;0,2
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2009;2
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2008;5
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2007;2,9
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2006;2,7
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2005;1,1
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2004;1,2
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2003;2,1
Nacional;021 Bebidas alcohólicas;Variación de las medias anuales;2002;""
Nacional;022 Tabaco;Media anual;2024;114,979
Nacional;022 Tabaco;Media anual;2023;109,021
Nacional;022 Tabaco;Media anual;2022;102,406
Nacional;022 Tabaco;Media anual;2021;100
Nacional;022 Tabaco;Media anual;2020;99,267
Nacional;022 Tabaco;Media anual;2019;99,092
Nacional;022 Tabaco;Media anual;2018;98,743
Nacional;022 Tabaco;Media anual;2017;97,744
Nacional;022 Tabaco;Media anual;2016;95,685
Nacional;022 Tabaco;Media anual;2015;95,294
Nacional;022 Tabaco;Media anual;2014;93,539
Nacional;022 Tabaco;Media anual;2013;91,523
Nacional;022 Tabaco;Media anual;2012;85,327
Nacional;022 Tabaco;Media anual;2011;79,577
Nacional;022 Tabaco;Media anual;2010;70,253
Nacional;022 Tabaco;Media anual;2009;61,067
Nacional;022 Tabaco;Media anual;2008;54,687
Nacional;022 Tabaco;Media anual;2007;52,821
Nacional;022 Tabaco;Media anual;2006;48,563
Nacional;022 Tabaco;Media anual;2005;47,848
Nacional;022 Tabaco;Media anual;2004;44,877
Nacional;022 Tabaco;Media anual;2003;42,505
Nacional;022 Tabaco;Media anual;2002;40,942
Nacional;022 Tabaco;Variación de las medias anuales;2024;5,5
Nacional;022 Tabaco;Variación de las medias anuales;2023;6,5
Nacional;022 Tabaco;Variación de las medias anuales;2022;2,4
Nacional;022 Tabaco;Variación de las medias anuales;2021;0,7
Nacional;022 Tabaco;Variación de las medias anuales;2020;0,2
Nacional;022 Tabaco;Variación de las medias anuales;2019;0,4
Nacional;022 Tabaco;Variación de las medias anuales;2018;1
Nacional;022 Tabaco;Variación de las medias anuales;2017;2,2
Nacional;022 Tabaco;Variación de las medias anuales;2016;0,4
Nacional;022 Tabaco;Variación de las medias anuales;2015;1,9
Nacional;022 Tabaco;Variación de las medias anuales;2014;2,2
Nacional;022 Tabaco;Variación de las medias anuales;2013;7,3
Nacional;022 Tabaco;Variación de las medias anuales;2012;7,2
Nacional;022 Tabaco;Variación de las medias anuales;2011;13,3
Nacional;022 Tabaco;Variación de las medias anuales;2010;15
Nacional;022 Tabaco;Variación de las medias anuales;2009;11,7
Nacional;022 Tabaco;Variación de las medias anuales;2008;3,5
Nacional;022 Tabaco;Variación de las medias anuales;2007;8,8
Nacional;022 Tabaco;Variación de las medias anuales;2006;1,5
Nacional;022 Tabaco;Variación de las medias anuales;2005;6,6
Nacional;022 Tabaco;Variación de las medias anuales;2004;5,6
Nacional;022 Tabaco;Variación de las medias anuales;2003;3,8
Nacional;022 Tabaco;Variación de las medias anuales;2002;""
Nacional;031 Vestido;Media anual;2024;105,33
Nacional;031 Vestido;Media anual;2023;104,25
Nacional;031 Vestido;Media anual;2022;102,438
Nacional;031 Vestido;Media anual;2021;100
Nacional;031 Vestido;Media anual;2020;98,947
Nacional;031 Vestido;Media anual;2019;97,971
Nacional;031 Vestido;Media anual;2018;96,99
Nacional;031 Vestido;Media anual;2017;96,165
Nacional;031 Vestido;Media anual;2016;95,525
Nacional;031 Vestido;Media anual;2015;95,014
Nacional;031 Vestido;Media anual;2014;94,843
Nacional;031 Vestido;Media anual;2013;94,887
Nacional;031 Vestido;Media anual;2012;94,971
Nacional;031 Vestido;Media anual;2011;94,787
Nacional;031 Vestido;Media anual;2010;94,64
Nacional;031 Vestido;Media anual;2009;95,16
Nacional;031 Vestido;Media anual;2008;97,121
Nacional;031 Vestido;Media anual;2007;96,69
Nacional;031 Vestido;Media anual;2006;95,777
Nacional;031 Vestido;Media anual;2005;94,699
Nacional;031 Vestido;Media anual;2004;93,624
Nacional;031 Vestido;Media anual;2003;91,988
Nacional;031 Vestido;Media anual;2002;88,599
Nacional;031 Vestido;Variación de las medias anuales;2024;1
Nacional;031 Vestido;Variación de las medias anuales;2023;1,8
Nacional;031 Vestido;Variación de las medias anuales;2022;2,4
Nacional;031 Vestido;Variación de las medias anuales;2021;1,1
Nacional;031 Vestido;Variación de las medias anuales;2020;1
Nacional;031 Vestido;Variación de las medias anuales;2019;1
Nacional;031 Vestido;Variación de las medias anuales;2018;0,9
Nacional;031 Vestido;Variación de las medias anuales;2017;0,7
Nacional;031 Vestido;Variación de las medias anuales;2016;0,5
Nacional;031 Vestido;Variación de las medias anuales;2015;0,2
Nacional;031 Vestido;Variación de las medias anuales;2014;0
Nacional;031 Vestido;Variación de las medias anuales;2013;-0,1
Nacional;031 Vestido;Variación de las medias anuales;2012;0,2
Nacional;031 Vestido;Variación de las medias anuales;2011;0,2
Nacional;031 Vestido;Variación de las medias anuales;2010;-0,5
Nacional;031 Vestido;Variación de las medias anuales;2009;-2
Nacional;031 Vestido;Variación de las medias anuales;2008;0,4
Nacional;031 Vestido;Variación de las medias anuales;2007;1
Nacional;031 Vestido;Variación de las medias anuales;2006;1,1
Nacional;031 Vestido;Variación de las medias anuales;2005;1,1
Nacional;031 Vestido;Variación de las medias anuales;2004;1,8
Nacional;031 Vestido;Variación de las medias anuales;2003;3,8
Nacional;031 Vestido;Variación de las medias anuales;2002;""
Nacional;032 Calzado y sus reparaciones;Media anual;2024;107,617
Nacional;032 Calzado y sus reparaciones;Media anual;2023;107,061
Nacional;032 Calzado y sus reparaciones;Media anual;2022;103,392
Nacional;032 Calzado y sus reparaciones;Media anual;2021;100
Nacional;032 Calzado y sus reparaciones;Media anual;2020;99,144
Nacional;032 Calzado y sus reparaciones;Media anual;2019;98,208
Nacional;032 Calzado y sus reparaciones;Media anual;2018;97,352
Nacional;032 Calzado y sus reparaciones;Media anual;2017;96,557
Nacional;032 Calzado y sus reparaciones;Media anual;2016;97,006
Nacional;032 Calzado y sus reparaciones;Media anual;2015;96,112
Nacional;032 Calzado y sus reparaciones;Media anual;2014;95,314
Nacional;032 Calzado y sus reparaciones;Media anual;2013;94,688
Nacional;032 Calzado y sus reparaciones;Media anual;2012;94,261
Nacional;032 Calzado y sus reparaciones;Media anual;2011;93,776
Nacional;032 Calzado y sus reparaciones;Media anual;2010;93,148
Nacional;032 Calzado y sus reparaciones;Media anual;2009;92,631
Nacional;032 Calzado y sus reparaciones;Media anual;2008;92,982
Nacional;032 Calzado y sus reparaciones;Media anual;2007;91,622
Nacional;032 Calzado y sus reparaciones;Media anual;2006;90,392
Nacional;032 Calzado y sus reparaciones;Media anual;2005;88,952
Nacional;032 Calzado y sus reparaciones;Media anual;2004;87,031
Nacional;032 Calzado y sus reparaciones;Media anual;2003;85,348
Nacional;032 Calzado y sus reparaciones;Media anual;2002;82,351
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2024;0,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2023;3,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2022;3,4
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2021;0,9
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2020;1
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2019;0,9
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2018;0,8
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2017;-0,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2016;0,9
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2015;0,8
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2014;0,7
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2013;0,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2012;0,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2011;0,7
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2010;0,6
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2009;-0,4
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2008;1,5
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2007;1,4
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2006;1,6
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2005;2,2
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2004;2
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2003;3,6
Nacional;032 Calzado y sus reparaciones;Variación de las medias anuales;2002;""
Nacional;041 Alquiler de vivienda;Media anual;2024;105,693
Nacional;041 Alquiler de vivienda;Media anual;2023;103,425
Nacional;041 Alquiler de vivienda;Media anual;2022;101,343
Nacional;041 Alquiler de vivienda;Media anual;2021;100
Nacional;041 Alquiler de vivienda;Media anual;2020;99,407
Nacional;041 Alquiler de vivienda;Media anual;2019;98,285
Nacional;041 Alquiler de vivienda;Media anual;2018;96,794
Nacional;041 Alquiler de vivienda;Media anual;2017;95,586
Nacional;041 Alquiler de vivienda;Media anual;2016;95,195
Nacional;041 Alquiler de vivienda;Media anual;2015;95,279
Nacional;041 Alquiler de vivienda;Media anual;2014;95,74
Nacional;041 Alquiler de vivienda;Media anual;2013;96,403
Nacional;041 Alquiler de vivienda;Media anual;2012;96,583
Nacional;041 Alquiler de vivienda;Media anual;2011;96,055
Nacional;041 Alquiler de vivienda;Media anual;2010;95,068
Nacional;041 Alquiler de vivienda;Media anual;2009;94,024
Nacional;041 Alquiler de vivienda;Media anual;2008;91,22
Nacional;041 Alquiler de vivienda;Media anual;2007;87,506
Nacional;041 Alquiler de vivienda;Media anual;2006;83,843
Nacional;041 Alquiler de vivienda;Media anual;2005;80,34
Nacional;041 Alquiler de vivienda;Media anual;2004;77,048
Nacional;041 Alquiler de vivienda;Media anual;2003;74,013
Nacional;041 Alquiler de vivienda;Media anual;2002;70,985
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2024;2,2
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2023;2,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2022;1,3
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2021;0,6
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2020;1,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2019;1,5
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2018;1,3
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2017;0,4
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2016;-0,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2015;-0,5
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2014;-0,7
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2013;-0,2
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2012;0,5
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2011;1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2010;1,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2009;3,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2008;4,2
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2007;4,4
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2006;4,4
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2005;4,3
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2004;4,1
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2003;4,3
Nacional;041 Alquiler de vivienda;Variación de las medias anuales;2002;""
Nacional;043 Conservación y reparación de la vivienda;Media anual;2024;115,545
Nacional;043 Conservación y reparación de la vivienda;Media anual;2023;112,313
Nacional;043 Conservación y reparación de la vivienda;Media anual;2022;106,374
Nacional;043 Conservación y reparación de la vivienda;Media anual;2021;100
Nacional;043 Conservación y reparación de la vivienda;Media anual;2020;98,513
Nacional;043 Conservación y reparación de la vivienda;Media anual;2019;97,305
Nacional;043 Conservación y reparación de la vivienda;Media anual;2018;96,155
Nacional;043 Conservación y reparación de la vivienda;Media anual;2017;94,814
Nacional;043 Conservación y reparación de la vivienda;Media anual;2016;93,868
Nacional;043 Conservación y reparación de la vivienda;Media anual;2015;93,451
Nacional;043 Conservación y reparación de la vivienda;Media anual;2014;93,532
Nacional;043 Conservación y reparación de la vivienda;Media anual;2013;94,052
Nacional;043 Conservación y reparación de la vivienda;Media anual;2012;93,416
Nacional;043 Conservación y reparación de la vivienda;Media anual;2011;92,984
Nacional;043 Conservación y reparación de la vivienda;Media anual;2010;91,876
Nacional;043 Conservación y reparación de la vivienda;Media anual;2009;91,312
Nacional;043 Conservación y reparación de la vivienda;Media anual;2008;89,779
Nacional;043 Conservación y reparación de la vivienda;Media anual;2007;85,449
Nacional;043 Conservación y reparación de la vivienda;Media anual;2006;80,961
Nacional;043 Conservación y reparación de la vivienda;Media anual;2005;77,037
Nacional;043 Conservación y reparación de la vivienda;Media anual;2004;73,742
Nacional;043 Conservación y reparación de la vivienda;Media anual;2003;70,734
Nacional;043 Conservación y reparación de la vivienda;Media anual;2002;67,844
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2024;2,9
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2023;5,6
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2022;6,4
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2021;1,5
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2020;1,2
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2019;1,2
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2018;1,4
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2017;1
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2016;0,4
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2015;-0,1
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2014;-0,6
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2013;0,7
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2012;0,5
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2011;1,2
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2010;0,6
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2009;1,7
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2008;5,1
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2007;5,5
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2006;5,1
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2005;4,5
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2004;4,3
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2003;4,3
Nacional;043 Conservación y reparación de la vivienda;Variación de las medias anuales;2002;""
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2024;105,912
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2023;103,256
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2022;101,595
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2021;100
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2020;99,402
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2019;98,914
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2018;98,407
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2017;97,777
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2016;97,432
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2015;96,956
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2014;96,391
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2013;94,461
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2012;90,865
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2011;87,946
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2010;85,631
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2009;83,34
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2008;79,839
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2007;76,89
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2006;73,324
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2005;70,211
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2004;66,73
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2003;63,64
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Media anual;2002;61,67
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2024;2,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2023;1,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2022;1,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2021;0,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2020;0,5
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2019;0,5
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2018;0,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2017;0,4
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2016;0,5
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2015;0,6
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2014;2
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2013;4
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2012;3,3
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2011;2,7
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2010;2,7
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2009;4,4
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2008;3,8
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2007;4,9
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2006;4,4
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2005;5,2
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2004;4,9
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2003;3,2
Nacional;044 Suministro de agua y otros servicios relacionados con la vivienda;Variación de las medias anuales;2002;""
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2024;99,691
Nacional;045 Electricidad, gas y otros combustibles;Media anual;2023;95,3
