Comunidades y Ciudades Autónomas;Subgrupos;Tipo de dato;Periodo;Total
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2021;100
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2020;96,361
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2019;95,469
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2018;95,058
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2017;94,319
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2016;93,671
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2015;92,809
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2014;92,179
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2013;92,152
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2012;91,884
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2011;90,87
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2010;89,263
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2009;88,008
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2008;87,015
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2007;84,437
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2006;80,584
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2005;77,73
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2004;74,738
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2003;72,68
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Media anual;2002;70,694
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2024;0,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2023;3,6
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2022;9,4
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2021;3,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2020;0,9
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2019;0,4
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2018;0,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2017;0,7
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2016;0,9
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2015;0,7
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2014;0
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2013;0,3
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2012;1,1
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2011;1,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2010;1,4
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2009;1,1
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2008;3,1
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2007;4,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2006;3,7
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2005;4
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2004;2,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2003;2,8
07 Castilla y León;051 Muebles y accesorios, alfombras y otros revestimientos de suelos;Variación de las medias anuales;2002;""
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2024;104,083
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2023;104,713
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2022;103,805
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2021;100
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2020;97,404
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2019;98,786
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2018;100,089
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2017;101,787
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2016;103,178
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2015;104,023
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2014;104,389
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2013;104,891
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2012;106,039
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2011;106,005
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2010;105,089
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2009;105,346
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2008;104,914
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2007;103,753
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2006;102,091
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2005;98,819
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2004;96,409
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2003;93,682
07 Castilla y León;052 Artículos textiles para el hogar;Media anual;2002;91,927
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2024;-0,6
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2023;0,9
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2022;3,8
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2021;2,7
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2020;-1,4
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2019;-1,3
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2018;-1,7
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2017;-1,3
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2016;-0,8
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2015;-0,4
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2014;-0,5
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2013;-1,1
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2012;0
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2011;0,9
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2010;-0,2
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2009;0,4
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2008;1,1
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2007;1,6
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2006;3,3
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2005;2,5
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2004;2,9
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2003;1,9
07 Castilla y León;052 Artículos textiles para el hogar;Variación de las medias anuales;2002;""
07 Castilla y León;053 Aparatos domésticos;Media anual;2024;107,557
07 Castilla y León;053 Aparatos domésticos;Media anual;2023;107,931
07 Castilla y León;053 Aparatos domésticos;Media anual;2022;104,96
07 Castilla y León;053 Aparatos domésticos;Media anual;2021;100
07 Castilla y León;053 Aparatos domésticos;Media anual;2020;98,405
07 Castilla y León;053 Aparatos domésticos;Media anual;2019;98,881
07 Castilla y León;053 Aparatos domésticos;Media anual;2018;98,539
07 Castilla y León;053 Aparatos domésticos;Media anual;2017;99,849
07 Castilla y León;053 Aparatos domésticos;Media anual;2016;101,066
07 Castilla y León;053 Aparatos domésticos;Media anual;2015;102,206
07 Castilla y León;053 Aparatos domésticos;Media anual;2014;104,717
07 Castilla y León;053 Aparatos domésticos;Media anual;2013;107,996
07 Castilla y León;053 Aparatos domésticos;Media anual;2012;107,362
07 Castilla y León;053 Aparatos domésticos;Media anual;2011;108,323
07 Castilla y León;053 Aparatos domésticos;Media anual;2010;109,882
07 Castilla y León;053 Aparatos domésticos;Media anual;2009;110,088
07 Castilla y León;053 Aparatos domésticos;Media anual;2008;109,936
07 Castilla y León;053 Aparatos domésticos;Media anual;2007;110,806
07 Castilla y León;053 Aparatos domésticos;Media anual;2006;111,654
07 Castilla y León;053 Aparatos domésticos;Media anual;2005;112,532
07 Castilla y León;053 Aparatos domésticos;Media anual;2004;112,346
07 Castilla y León;053 Aparatos domésticos;Media anual;2003;113,642
07 Castilla y León;053 Aparatos domésticos;Media anual;2002;114,245
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2024;-0,3
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2023;2,8
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2022;5
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2021;1,6
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2020;-0,5
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2019;0,3
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2018;-1,3
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2017;-1,2
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2016;-1,1
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2015;-2,4
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2014;-3
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2013;0,6
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2012;-0,9
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2011;-1,4
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2010;-0,2
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2009;0,1
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2008;-0,8
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2007;-0,8
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2006;-0,8
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2005;0,2
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2004;-1,1
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2003;-0,5
07 Castilla y León;053 Aparatos domésticos;Variación de las medias anuales;2002;""
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2024;118,874
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2023;116,496
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2022;107,987
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2021;100
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2020;97,707
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2019;98,079
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2018;98,279
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2017;96,804
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2016;96,943
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2015;95,894
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2014;94,869
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2013;94,116
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2012;91,976
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2011;91,119
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2010;89,087
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2009;88,307
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2008;86,27
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2007;83,26
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2006;81,199
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2005;79,484
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2004;77,973
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2003;76,074
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Media anual;2002;74,861
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2024;2
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2023;7,9
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2022;8
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2021;2,3
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2020;-0,4
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2019;-0,2
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2018;1,5
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2017;-0,1
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2016;1,1
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2015;1,1
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2014;0,8
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2013;2,3
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2012;0,9
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2011;2,3
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2010;0,9
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2009;2,4
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2008;3,6
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2007;2,5
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2006;2,2
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2005;1,9
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2004;2,5
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2003;1,6
07 Castilla y León;054 Cristalería, vajilla y utensilios para el hogar;Variación de las medias anuales;2002;""
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2024;106,735
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2023;105,234
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2022;102,485
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2021;100
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2020;100,032
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2019;101,123
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2018;102,126
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2017;102,116
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2016;103,569
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2015;103,906
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2014;103,907
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2013;102,644
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2012;101,668
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2011;100,578
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2010;98,107
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2009;96,752
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2008;95,398
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2007;93,182
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2006;89,882
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2005;87,967
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2004;85,279
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2003;83,313
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Media anual;2002;81,303
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2024;1,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2023;2,7
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2022;2,5
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2021;0
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2020;-1,1
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2019;-1
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2018;0
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2017;-1,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2016;-0,3
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2015;0
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2014;1,2
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2013;1
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2012;1,1
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2011;2,5
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2010;1,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2009;1,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2008;2,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2007;3,7
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2006;2,2
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2005;3,2
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2004;2,4
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2003;2,5
07 Castilla y León;055 Herramientas y equipos para el hogar y el jardín;Variación de las medias anuales;2002;""
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2024;114,698
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2023;112,948
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2022;105,974
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2021;100
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2020;100,346
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2019;98,401
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2018;96,644
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2017;96,085
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2016;96,407
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2015;95,818
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2014;95,539
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2013;95,262
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2012;93,571
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2011;91,074
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2010;90,24
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2009;89,847
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2008;88,008
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2007;85,12
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2006;82,898
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2005;80,58
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2004;79,473
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2003;78,583
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Media anual;2002;77,056
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2024;1,5
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2023;6,6
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2022;6
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2021;-0,3
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2020;2
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2019;1,8
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2018;0,6
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2017;-0,3
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2016;0,6
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2015;0,3
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2014;0,3
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2013;1,8
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2012;2,7
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2011;0,9
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2010;0,4
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2009;2,1
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2008;3,4
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2007;2,7
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2006;2,9
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2005;1,4
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2004;1,1
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2003;2
07 Castilla y León;056 Bienes y servicios para el mantenimiento corriente del hogar;Variación de las medias anuales;2002;""
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2024;101,718
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2023;101,115
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2022;99,477
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2021;100
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2020;99,037
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2019;99,016
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2018;98,565
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2017;99,174
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2016;98,213
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2015;98,087
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2014;99,069
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2013;99,118
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2012;87,297
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2011;83,031
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2010;85,328
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2009;88,163
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2008;90,486
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2007;92,694
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2006;96,517
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2005;96,719
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2004;97,013
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2003;97,212
07 Castilla y León;061 Productos, aparatos y equipos médicos;Media anual;2002;96,067
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2024;0,6
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2023;1,6
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2022;-0,5
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2021;1
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2020;0
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2019;0,5
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2018;-0,6
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2017;1
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2016;0,1
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2015;-1
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2014;0
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2013;13,5
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2012;5,1
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2011;-2,7
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2010;-3,2
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2009;-2,6
07 Castilla y León;061 Productos, aparatos y equipos médicos;Variación de las medias anuales;2008;-2,4
