,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename
1434,empresas,Málaga,25,24,1,0,,13,0,12,2023_4T.xlsx
1435,empresas,Sevilla,52,52,0,0,,18,5,29,2023_4T.xlsx
1436,empresas,Aragón,26,26,0,0,,10,4,12,2023_4T.xlsx
1437,empresas,Huesca,8,8,0,0,,1,3,4,2023_4T.xlsx
1438,empresas,Teruel,2,2,0,0,,1,1,0,2023_4T.xlsx
1439,empresas,Zaragoza,16,16,0,0,,8,0,8,2023_4T.xlsx
1440,empresas,Asturias,22,20,2,0,,9,2,11,2023_4T.xlsx
1441,empresas,"Balears, Illes",27,26,1,0,,14,0,13,2023_4T.xlsx
1442,empresas,Canarias,34,34,0,0,,13,4,17,2023_4T.xlsx
1443,empresas,Las Palmas de Gran Canaria,22,22,0,0,,6,4,12,2023_4T.xlsx
1444,empresas,Santa Cruz de Tenerife,12,12,0,0,,7,0,5,2023_4T.xlsx
1445,empresas,Cantabria,11,11,0,0,,4,4,3,2023_4T.xlsx
1446,empresas,Castilla y León,43,40,3,0,,12,8,23,2023_4T.xlsx
1447,empresas,Ávila,1,1,0,0,,0,0,1,2023_4T.xlsx
1448,empresas,Burgos,12,10,2,0,,4,2,6,2023_4T.xlsx
1449,empresas,León,7,7,0,0,,1,3,3,2023_4T.xlsx
1450,empresas,Palencia,0,0,0,0,,0,0,0,2023_4T.xlsx
1451,empresas,Salamanca,9,9,0,0,,2,2,5,2023_4T.xlsx
1452,empresas,Segovia,0,0,0,0,,0,0,0,2023_4T.xlsx
1453,empresas,Soria,1,0,1,0,,0,0,1,2023_4T.xlsx
1454,empresas,Valladolid,13,13,0,0,,5,1,7,2023_4T.xlsx
1455,empresas,Zamora,0,0,0,0,,0,0,0,2023_4T.xlsx
1456,empresas,Castilla-La Mancha,55,55,0,0,,23,2,30,2023_4T.xlsx
1457,empresas,Albacete,20,20,0,0,,3,1,16,2023_4T.xlsx
1458,empresas,Ciudad Real,12,12,0,0,,5,0,7,2023_4T.xlsx
1459,empresas,Cuenca,3,3,0,0,,1,0,2,2023_4T.xlsx
1460,empresas,Guadalajara,4,4,0,0,,1,0,3,2023_4T.xlsx
1461,empresas,Toledo,16,16,0,0,,13,1,2,2023_4T.xlsx
1462,empresas,Cataluña,384,372,12,0,,85,44,255,2023_4T.xlsx
1463,empresas,Barcelona,320,312,8,0,,64,41,215,2023_4T.xlsx
1464,empresas,Girona,19,16,3,0,,7,0,12,2023_4T.xlsx
1465,empresas,Lleida,16,16,0,0,,6,0,10,2023_4T.xlsx
1466,empresas,Tarragona,29,28,1,0,,8,3,18,2023_4T.xlsx
1467,empresas,Comunitat Valenciana,207,204,2,1,,54,19,134,2023_4T.xlsx
1468,empresas,Alicante,82,80,1,1,,22,3,57,2023_4T.xlsx
1469,empresas,Castellón,10,10,0,0,,4,0,6,2023_4T.xlsx
1470,empresas,Valencia,115,114,1,0,,28,16,71,2023_4T.xlsx
1471,empresas,Extremadura,15,15,0,0,,9,0,6,2023_4T.xlsx
1472,empresas,Badajoz,13,13,0,0,,8,0,5,2023_4T.xlsx
1473,empresas,Cáceres,2,2,0,0,,1,0,1,2023_4T.xlsx
1474,empresas,Galicia,79,76,3,0,,38,2,39,2023_4T.xlsx
1475,empresas,A Coruña,30,28,2,0,,16,1,13,2023_4T.xlsx
1476,empresas,Lugo,13,13,0,0,,8,0,5,2023_4T.xlsx
1477,empresas,Ourense,2,2,0,0,,0,0,2,2023_4T.xlsx
1478,empresas,Pontevedra,34,33,1,0,,14,1,19,2023_4T.xlsx
1479,empresas,Madrid,286,272,12,2,,59,110,117,2023_4T.xlsx
1480,empresas,Murcia,54,53,1,0,,21,11,22,2023_4T.xlsx
1481,empresas,Navarra,12,12,0,0,,4,0,8,2023_4T.xlsx
1482,empresas,Pais Vasco,57,57,0,0,,14,17,26,2023_4T.xlsx
1483,empresas,Araba/Álava,4,4,0,0,,0,1,3,2023_4T.xlsx
1484,empresas,Bizkaia,38,38,0,0,,7,16,15,2023_4T.xlsx
1485,empresas,Gipuzkoa,15,15,0,0,,7,0,8,2023_4T.xlsx
1486,empresas,La Rioja,8,8,0,0,,3,2,3,2023_4T.xlsx
1487,empresas,Ceuta y Melilla,1,1,0,0,,0,1,0,2023_4T.xlsx
1488,,Ceuta,1,1,0,0,,0,1,0,2023_4T.xlsx
1489,,Melilla,0,0,0,0,,0,0,0,2023_4T.xlsx
1490,fisica,Andalucía,892,889,0,3,,138,6,748,2024_1T.xlsx
1491,fisica,Almería,92,92,0,0,,8,1,83,2024_1T.xlsx
1492,fisica,Cádiz,134,133,0,1,,30,3,101,2024_1T.xlsx
1493,fisica,Córdoba,33,33,0,0,,3,0,30,2024_1T.xlsx
1494,fisica,Granada,102,102,0,0,,26,1,75,2024_1T.xlsx
1495,fisica,Huelva,56,56,0,0,,12,0,44,2024_1T.xlsx
1496,fisica,Jaén,19,19,0,0,,8,0,11,2024_1T.xlsx
1497,fisica,Málaga,156,154,0,2,,31,1,124,2024_1T.xlsx
1498,fisica,Sevilla,300,300,0,0,,20,0,280,2024_1T.xlsx
1499,fisica,Aragón,116,115,0,1,,20,0,96,2024_1T.xlsx
1500,fisica,Huesca,16,15,0,1,,4,0,12,2024_1T.xlsx
1501,fisica,Teruel,9,9,0,0,,4,0,5,2024_1T.xlsx
1502,fisica,Zaragoza,91,91,0,0,,12,0,79,2024_1T.xlsx
1503,fisica,Asturias,153,152,1,0,,54,0,99,2024_1T.xlsx
1504,fisica,"Balears, Illes",63,63,0,0,,2,0,61,2024_1T.xlsx
1505,fisica,Canarias,385,385,0,0,,8,0,377,2024_1T.xlsx
1506,fisica,Las Palmas de Gran Canaria,234,234,0,0,,4,0,230,2024_1T.xlsx
1507,fisica,Santa Cruz de Tenerife,151,151,0,0,,4,0,147,2024_1T.xlsx
1508,fisica,Cantabria,46,46,0,0,,12,0,34,2024_1T.xlsx
1509,fisica,Castilla y León,194,194,0,0,,26,3,165,2024_1T.xlsx
1510,fisica,Ávila,6,6,0,0,,0,0,6,2024_1T.xlsx
1511,fisica,Burgos,16,16,0,0,,1,0,15,2024_1T.xlsx
1512,fisica,León,55,55,0,0,,14,2,39,2024_1T.xlsx
1513,fisica,Palencia,4,4,0,0,,0,0,4,2024_1T.xlsx
1514,fisica,Salamanca,25,25,0,0,,3,0,22,2024_1T.xlsx
1515,fisica,Segovia,10,10,0,0,,2,0,8,2024_1T.xlsx
1516,fisica,Soria,1,1,0,0,,0,0,1,2024_1T.xlsx
1517,fisica,Valladolid,62,62,0,0,,6,1,55,2024_1T.xlsx
1518,fisica,Zamora,15,15,0,0,,0,0,15,2024_1T.xlsx
1519,fisica,Castilla-La Mancha,213,207,2,4,,12,2,199,2024_1T.xlsx
1520,fisica,Albacete,43,43,0,0,,1,1,41,2024_1T.xlsx
1521,fisica,Ciudad Real,13,13,0,0,,0,0,13,2024_1T.xlsx
1522,fisica,Cuenca,14,14,0,0,,1,0,13,2024_1T.xlsx
1523,fisica,Guadalajara,34,33,0,1,,1,1,32,2024_1T.xlsx
1524,fisica,Toledo,109,104,2,3,,9,0,100,2024_1T.xlsx
1525,fisica,Cataluña,1740,1723,0,17,,176,0,1564,2024_1T.xlsx
1526,fisica,Barcelona,1343,1329,0,14,,166,0,1177,2024_1T.xlsx
1527,fisica,Girona,139,139,0,0,,8,0,131,2024_1T.xlsx
1528,fisica,Lleida,123,123,0,0,,0,0,123,2024_1T.xlsx
1529,fisica,Tarragona,135,132,0,3,,2,0,133,2024_1T.xlsx
1530,fisica,Comunitat Valenciana,948,941,0,7,,78,6,864,2024_1T.xlsx
1531,fisica,Alicante,402,399,0,3,,18,1,383,2024_1T.xlsx
1532,fisica,Castellón,50,50,0,0,,4,0,46,2024_1T.xlsx
1533,fisica,Valencia,496,492,0,4,,56,5,435,2024_1T.xlsx
1534,fisica,Extremadura,90,90,0,0,,28,0,62,2024_1T.xlsx
1535,fisica,Badajoz,70,70,0,0,,27,0,43,2024_1T.xlsx
1536,fisica,Cáceres,20,20,0,0,,1,0,19,2024_1T.xlsx
1537,fisica,Galicia,193,193,0,0,,37,0,156,2024_1T.xlsx
1538,fisica,A Coruña,94,94,0,0,,25,0,69,2024_1T.xlsx
1539,fisica,Lugo,20,20,0,0,,3,0,17,2024_1T.xlsx
1540,fisica,Ourense,11,11,0,0,,1,0,10,2024_1T.xlsx
1541,fisica,Pontevedra,68,68,0,0,,8,0,60,2024_1T.xlsx
1542,fisica,Madrid,970,893,0,77,,83,16,871,2024_1T.xlsx
1543,fisica,Murcia,397,395,0,2,,31,2,364,2024_1T.xlsx
1544,fisica,Navarra,58,58,0,0,,2,1,55,2024_1T.xlsx
1545,fisica,Pais Vasco,172,172,0,0,,16,0,156,2024_1T.xlsx
1546,fisica,Araba/Álava,40,40,0,0,,2,0,38,2024_1T.xlsx
1547,fisica,Bizkaia,81,81,0,0,,9,0,72,2024_1T.xlsx
1548,fisica,Gipuzkoa,51,51,0,0,,5,0,46,2024_1T.xlsx
1549,fisica,La Rioja,23,23,0,0,,1,0,22,2024_1T.xlsx
1550,fisica,Ceuta y Melilla,20,18,0,2,,0,0,20,2024_1T.xlsx
1551,fisica,Ceuta,15,13,0,2,,0,0,15,2024_1T.xlsx
1552,fisica,Melilla,5,5,0,0,,0,0,5,2024_1T.xlsx
1553,empresas,Andalucía,130,124,6,0,,49,17,64,2024_1T.xlsx
1554,empresas,Almería,10,10,0,0,,3,1,6,2024_1T.xlsx
1555,empresas,Cádiz,9,9,0,0,,3,4,2,2024_1T.xlsx
1556,empresas,Córdoba,15,15,0,0,,6,0,9,2024_1T.xlsx
1557,empresas,Granada,15,14,1,0,,6,6,3,2024_1T.xlsx
1558,empresas,Huelva,7,7,0,0,,6,0,1,2024_1T.xlsx
1559,empresas,Jaén,6,5,1,0,,4,0,2,2024_1T.xlsx
1560,empresas,Málaga,33,31,2,0,,9,6,18,2024_1T.xlsx
1561,empresas,Sevilla,35,33,2,0,,12,0,23,2024_1T.xlsx
1562,empresas,Aragón,33,31,2,0,,9,0,24,2024_1T.xlsx
1563,empresas,Huesca,3,2,1,0,,2,0,1,2024_1T.xlsx
1564,empresas,Teruel,2,2,0,0,,0,0,2,2024_1T.xlsx
1565,empresas,Zaragoza,28,27,1,0,,7,0,21,2024_1T.xlsx
1566,empresas,Asturias,27,25,2,0,,8,4,15,2024_1T.xlsx
1567,empresas,"Balears, Illes",18,18,0,0,,8,0,10,2024_1T.xlsx
1568,empresas,Canarias,27,27,0,0,,9,6,12,2024_1T.xlsx
1569,empresas,Las Palmas de Gran Canaria,14,14,0,0,,5,3,6,2024_1T.xlsx
1570,empresas,Santa Cruz de Tenerife,13,13,0,0,,4,3,6,2024_1T.xlsx
1571,empresas,Cantabria,17,17,0,0,,4,12,1,2024_1T.xlsx
1572,empresas,Castilla y León,50,47,3,0,,21,10,19,2024_1T.xlsx
1573,empresas,Ávila,0,0,0,0,,0,0,0,2024_1T.xlsx
1574,empresas,Burgos,8,8,0,0,,3,2,3,2024_1T.xlsx
1575,empresas,León,7,7,0,0,,4,0,3,2024_1T.xlsx
1576,empresas,Palencia,4,4,0,0,,3,0,1,2024_1T.xlsx
1577,empresas,Salamanca,8,7,1,0,,1,2,5,2024_1T.xlsx
1578,empresas,Segovia,4,4,0,0,,2,1,1,2024_1T.xlsx
1579,empresas,Soria,2,2,0,0,,1,0,1,2024_1T.xlsx
1580,empresas,Valladolid,16,14,2,0,,6,5,5,2024_1T.xlsx
1581,empresas,Zamora,1,1,0,0,,1,0,0,2024_1T.xlsx
1582,empresas,Castilla-La Mancha,34,34,0,0,,9,0,25,2024_1T.xlsx
1583,empresas,Albacete,12,12,0,0,,1,0,11,2024_1T.xlsx
1584,empresas,Ciudad Real,5,5,0,0,,2,0,3,2024_1T.xlsx
1585,empresas,Cuenca,5,5,0,0,,3,0,2,2024_1T.xlsx
1586,empresas,Guadalajara,3,3,0,0,,1,0,2,2024_1T.xlsx
1587,empresas,Toledo,9,9,0,0,,2,0,7,2024_1T.xlsx
1588,empresas,Cataluña,386,377,9,0,,99,26,261,2024_1T.xlsx
1589,empresas,Barcelona,337,330,7,0,,83,24,230,2024_1T.xlsx
1590,empresas,Girona,15,15,0,0,,5,1,9,2024_1T.xlsx
1591,empresas,Lleida,15,14,1,0,,5,1,9,2024_1T.xlsx
1592,empresas,Tarragona,19,18,1,0,,6,0,13,2024_1T.xlsx
1593,empresas,Comunitat Valenciana,222,220,2,0,,58,44,120,2024_1T.xlsx
1594,empresas,Alicante,85,84,1,0,,19,3,63,2024_1T.xlsx
1595,empresas,Castellón,9,9,0,0,,2,3,4,2024_1T.xlsx
1596,empresas,Valencia,128,127,1,0,,37,38,53,2024_1T.xlsx
1597,empresas,Extremadura,12,11,1,0,,2,5,5,2024_1T.xlsx
1598,empresas,Badajoz,8,7,1,0,,1,4,3,2024_1T.xlsx
1599,empresas,Cáceres,4,4,0,0,,1,1,2,2024_1T.xlsx
1600,empresas,Galicia,59,57,1,1,,25,4,30,2024_1T.xlsx
1601,empresas,A Coruña,26,25,1,0,,9,2,15,2024_1T.xlsx
1602,empresas,Lugo,4,4,0,0,,1,0,3,2024_1T.xlsx
1603,empresas,Ourense,3,2,0,1,,2,0,1,2024_1T.xlsx
1604,empresas,Pontevedra,26,26,0,0,,13,2,11,2024_1T.xlsx
1605,empresas,Madrid,354,347,6,1,,101,150,103,2024_1T.xlsx
1606,empresas,Murcia,45,43,2,0,,19,5,21,2024_1T.xlsx
1607,empresas,Navarra,16,15,1,0,,8,0,8,2024_1T.xlsx
1608,empresas,Pais Vasco,86,86,0,0,,22,21,43,2024_1T.xlsx
1609,empresas,Araba/Álava,6,6,0,0,,3,0,3,2024_1T.xlsx
1610,empresas,Bizkaia,48,48,0,0,,14,15,19,2024_1T.xlsx
1611,empresas,Gipuzkoa,32,32,0,0,,5,6,21,2024_1T.xlsx
1612,,La Rioja,8,7,1,0,,4,0,4,2024_1T.xlsx
1613,,Ceuta y Melilla,2,1,0,1,,1,0,1,2024_1T.xlsx
1614,fisica,Andalucía,994,992,0,2,,121,9,864,2024_2T.xlsx
1615,fisica,Almería,171,170,0,1,,17,2,152,2024_2T.xlsx
1616,fisica,Cádiz,188,188,0,0,,18,1,169,2024_2T.xlsx
1617,fisica,Córdoba,67,67,0,0,,16,0,51,2024_2T.xlsx
1618,fisica,Granada,157,157,0,0,,27,4,126,2024_2T.xlsx
1619,fisica,Huelva,30,30,0,0,,9,0,21,2024_2T.xlsx
1620,fisica,Jaén,11,10,0,1,,7,0,4,2024_2T.xlsx
1621,fisica,Málaga,175,175,0,0,,21,2,152,2024_2T.xlsx
1622,fisica,Sevilla,195,195,0,0,,6,0,189,2024_2T.xlsx
1623,fisica,Aragón,166,166,0,0,,23,1,142,2024_2T.xlsx
1624,fisica,Huesca,25,25,0,0,,5,1,19,2024_2T.xlsx
1625,fisica,Teruel,6,6,0,0,,1,0,5,2024_2T.xlsx
1626,fisica,Zaragoza,135,135,0,0,,17,0,118,2024_2T.xlsx
1627,fisica,Asturias,182,181,1,0,,38,0,144,2024_2T.xlsx
1628,fisica,"Balears, Illes",241,241,0,0,,36,0,205,2024_2T.xlsx
1629,fisica,Canarias,528,526,1,1,,34,1,493,2024_2T.xlsx
1630,fisica,Las Palmas de Gran Canaria,429,428,1,0,,26,1,402,2024_2T.xlsx
1631,fisica,Santa Cruz de Tenerife,99,98,0,1,,8,0,91,2024_2T.xlsx
1632,fisica,Cantabria,49,49,0,0,,1,0,48,2024_2T.xlsx
1633,fisica,Castilla y León,251,248,3,0,,41,2,208,2024_2T.xlsx
1634,fisica,Ávila,3,3,0,0,,0,0,3,2024_2T.xlsx
1635,fisica,Burgos,9,9,0,0,,2,0,7,2024_2T.xlsx
1636,fisica,León,83,81,2,0,,17,0,66,2024_2T.xlsx
1637,fisica,Palencia,13,13,0,0,,0,0,13,2024_2T.xlsx
1638,fisica,Salamanca,30,30,0,0,,3,0,27,2024_2T.xlsx
1639,fisica,Segovia,13,13,0,0,,1,0,12,2024_2T.xlsx
1640,fisica,Soria,9,9,0,0,,1,0,8,2024_2T.xlsx
1641,fisica,Valladolid,85,84,1,0,,16,0,69,2024_2T.xlsx
1642,fisica,Zamora,6,6,0,0,,1,2,3,2024_2T.xlsx
1643,fisica,Castilla-La Mancha,228,225,1,2,,20,1,207,2024_2T.xlsx
1644,fisica,Albacete,60,60,0,0,,3,0,57,2024_2T.xlsx
1645,fisica,Ciudad Real,28,28,0,0,,0,0,28,2024_2T.xlsx
1646,fisica,Cuenca,26,26,0,0,,4,0,22,2024_2T.xlsx
1647,fisica,Guadalajara,43,43,0,0,,1,1,41,2024_2T.xlsx
1648,fisica,Toledo,71,68,1,2,,12,0,59,2024_2T.xlsx
1649,fisica,Cataluña,2118,2107,4,7,,236,4,1878,2024_2T.xlsx
1650,fisica,Barcelona,1667,1660,2,5,,208,3,1456,2024_2T.xlsx
1651,fisica,Girona,111,111,0,0,,10,1,100,2024_2T.xlsx
1652,fisica,Lleida,137,135,2,0,,7,0,130,2024_2T.xlsx
1653,fisica,Tarragona,203,201,0,2,,11,0,192,2024_2T.xlsx
1654,fisica,Comunitat Valenciana,1053,1053,0,0,,96,5,952,2024_2T.xlsx
1655,fisica,Alicante,426,426,0,0,,26,1,399,2024_2T.xlsx
1656,fisica,Castellón,73,73,0,0,,7,0,66,2024_2T.xlsx
1657,fisica,Valencia,554,554,0,0,,63,4,487,2024_2T.xlsx
1658,fisica,Extremadura,111,111,0,0,,37,0,74,2024_2T.xlsx
1659,fisica,Badajoz,96,96,0,0,,37,0,59,2024_2T.xlsx
1660,fisica,Cáceres,15,15,0,0,,0,0,15,2024_2T.xlsx
1661,fisica,Galicia,312,311,0,1,,50,0,262,2024_2T.xlsx
1662,fisica,A Coruña,145,145,0,0,,24,0,121,2024_2T.xlsx
1663,fisica,Lugo,54,53,0,1,,5,0,49,2024_2T.xlsx
1664,fisica,Ourense,27,27,0,0,,2,0,25,2024_2T.xlsx
1665,fisica,Pontevedra,86,86,0,0,,19,0,67,2024_2T.xlsx
1666,fisica,Madrid,1146,1072,0,74,,91,12,1043,2024_2T.xlsx
1667,fisica,Murcia,491,489,1,1,,34,2,455,2024_2T.xlsx
1668,fisica,Navarra,77,77,0,0,,3,0,74,2024_2T.xlsx
1669,fisica,Pais Vasco,227,227,0,0,,24,0,203,2024_2T.xlsx
1670,fisica,Araba/Álava,41,41,0,0,,3,0,38,2024_2T.xlsx
1671,fisica,Bizkaia,130,130,0,0,,11,0,119,2024_2T.xlsx
1672,fisica,Gipuzkoa,56,56,0,0,,10,0,46,2024_2T.xlsx
1673,fisica,La Rioja,26,26,0,0,,2,0,24,2024_2T.xlsx
1674,fisica,Ceuta y Melilla,24,22,0,2,,2,0,22,2024_2T.xlsx
1675,fisica,Ceuta,16,14,0,2,,0,0,16,2024_2T.xlsx
1676,fisica,Melilla,8,8,0,0,,2,0,6,2024_2T.xlsx
1677,empresas,Andalucía,148,142,6,0,,49,27,72,2024_2T.xlsx
1678,empresas,Almería,8,7,1,0,,5,1,2,2024_2T.xlsx
1679,empresas,Cádiz,24,24,0,0,,5,2,17,2024_2T.xlsx
1680,empresas,Córdoba,9,9,0,0,,4,0,5,2024_2T.xlsx
1681,empresas,Granada,25,25,0,0,,4,12,9,2024_2T.xlsx
1682,empresas,Huelva,8,8,0,0,,3,2,3,2024_2T.xlsx
1683,empresas,Jaén,5,5,0,0,,4,1,0,2024_2T.xlsx
1684,empresas,Málaga,35,33,2,0,,9,4,22,2024_2T.xlsx
1685,empresas,Sevilla,34,31,3,0,,15,5,14,2024_2T.xlsx
1686,empresas,Aragón,33,33,0,0,,6,3,24,2024_2T.xlsx
1687,empresas,Huesca,5,5,0,0,,1,3,1,2024_2T.xlsx
1688,empresas,Teruel,1,1,0,0,,0,0,1,2024_2T.xlsx
1689,empresas,Zaragoza,27,27,0,0,,5,0,22,2024_2T.xlsx
1690,empresas,Asturias,36,36,0,0,,6,14,16,2024_2T.xlsx
1691,empresas,"Balears, Illes",19,19,0,0,,10,0,9,2024_2T.xlsx
1692,empresas,Canarias,30,29,1,0,,9,8,13,2024_2T.xlsx
1693,empresas,Las Palmas de Gran Canaria,19,18,1,0,,6,4,9,2024_2T.xlsx
1694,empresas,Santa Cruz de Tenerife,11,11,0,0,,3,4,4,2024_2T.xlsx
1695,empresas,Cantabria,10,10,0,0,,2,8,0,2024_2T.xlsx
1696,empresas,Castilla y León,39,39,0,0,,12,11,16,2024_2T.xlsx
1697,empresas,Ávila,0,0,0,0,,0,0,0,2024_2T.xlsx
1698,empresas,Burgos,4,4,0,0,,0,1,3,2024_2T.xlsx
1699,empresas,León,10,10,0,0,,3,4,3,2024_2T.xlsx
1700,empresas,Palencia,2,2,0,0,,2,0,0,2024_2T.xlsx
1701,empresas,Salamanca,6,6,0,0,,0,1,5,2024_2T.xlsx
1702,empresas,Segovia,3,3,0,0,,2,1,0,2024_2T.xlsx
1703,empresas,Soria,1,1,0,0,,1,0,0,2024_2T.xlsx
1704,empresas,Valladolid,11,11,0,0,,4,3,4,2024_2T.xlsx
1705,empresas,Zamora,2,2,0,0,,0,1,1,2024_2T.xlsx
1706,empresas,Castilla-La Mancha,43,41,2,0,,11,3,29,2024_2T.xlsx
1707,empresas,Albacete,20,20,0,0,,5,1,14,2024_2T.xlsx
1708,empresas,Ciudad Real,8,7,1,0,,2,0,6,2024_2T.xlsx
1709,empresas,Cuenca,1,0,1,0,,1,0,0,2024_2T.xlsx
1710,empresas,Guadalajara,3,3,0,0,,1,1,1,2024_2T.xlsx
1711,empresas,Toledo,11,11,0,0,,2,1,8,2024_2T.xlsx
1712,empresas,Cataluña,382,377,5,0,,81,36,265,2024_2T.xlsx
1713,empresas,Barcelona,325,321,4,0,,74,28,223,2024_2T.xlsx
1714,empresas,Girona,16,15,1,0,,2,3,11,2024_2T.xlsx
1715,empresas,Lleida,18,18,0,0,,4,3,11,2024_2T.xlsx
1716,empresas,Tarragona,23,23,0,0,,1,2,20,2024_2T.xlsx
1717,empresas,Comunitat Valenciana,194,190,4,0,,50,33,111,2024_2T.xlsx
1718,empresas,Alicante,91,90,1,0,,27,3,61,2024_2T.xlsx
1719,empresas,Castellón,6,6,0,0,,1,4,1,2024_2T.xlsx
1720,empresas,Valencia,97,94,3,0,,22,26,49,2024_2T.xlsx
1721,empresas,Extremadura,15,13,2,0,,6,2,7,2024_2T.xlsx
1722,empresas,Badajoz,9,7,2,0,,4,2,3,2024_2T.xlsx
1723,empresas,Cáceres,6,6,0,0,,2,0,4,2024_2T.xlsx
1724,empresas,Galicia,69,65,3,1,,33,3,33,2024_2T.xlsx
1725,empresas,A Coruña,25,24,1,0,,8,1,16,2024_2T.xlsx
1726,empresas,Lugo,12,12,0,0,,9,1,2,2024_2T.xlsx
1727,empresas,Ourense,2,1,0,1,,1,1,0,2024_2T.xlsx
1728,empresas,Pontevedra,30,28,2,0,,15,0,15,2024_2T.xlsx
1729,empresas,Madrid,317,303,11,3,,69,140,108,2024_2T.xlsx
1730,empresas,Murcia,45,41,4,0,,23,6,16,2024_2T.xlsx
1731,empresas,Navarra,12,12,0,0,,5,0,7,2024_2T.xlsx
1732,empresas,Pais Vasco,73,71,2,0,,28,13,32,2024_2T.xlsx
1733,empresas,Araba/Álava,15,15,0,0,,7,2,6,2024_2T.xlsx
1734,empresas,Bizkaia,42,40,2,0,,17,10,15,2024_2T.xlsx
1735,empresas,Gipuzkoa,16,16,0,0,,4,1,11,2024_2T.xlsx
1736,,La Rioja,6,6,0,0,,1,4,1,2024_2T.xlsx
1737,,Ceuta y Melilla,3,3,0,0,,1,1,1,2024_2T.xlsx
1738,fisica,Andalucía,1297,1294,1,2,,197,12,1088,2024_3T.xlsx
1739,fisica,Almería,98,97,0,1,,12,0,86,2024_3T.xlsx
1740,fisica,Cádiz,264,264,0,0,,18,0,246,2024_3T.xlsx
1741,fisica,Córdoba,52,52,0,0,,6,0,46,2024_3T.xlsx
1742,fisica,Granada,94,93,1,0,,17,2,75,2024_3T.xlsx
1743,fisica,Huelva,80,80,0,0,,19,0,61,2024_3T.xlsx
1744,fisica,Jaén,114,113,0,1,,44,2,68,2024_3T.xlsx
1745,fisica,Málaga,182,182,0,0,,29,6,147,2024_3T.xlsx
1746,fisica,Sevilla,413,413,0,0,,52,2,359,2024_3T.xlsx
1747,fisica,Aragón,134,134,0,0,,17,2,115,2024_3T.xlsx
1748,fisica,Huesca,39,39,0,0,,3,0,36,2024_3T.xlsx
1749,fisica,Teruel,8,8,0,0,,0,2,6,2024_3T.xlsx
1750,fisica,Zaragoza,87,87,0,0,,14,0,73,2024_3T.xlsx
1751,fisica,Asturias,141,141,0,0,,55,0,86,2024_3T.xlsx
1752,fisica,"Balears, Illes",225,223,2,0,,22,0,203,2024_3T.xlsx
1753,fisica,Canarias,449,448,0,1,,50,0,399,2024_3T.xlsx
1754,fisica,Las Palmas de Gran Canaria,295,295,0,0,,39,0,256,2024_3T.xlsx
1755,fisica,Santa Cruz de Tenerife,154,153,0,1,,11,0,143,2024_3T.xlsx
1756,fisica,Cantabria,92,92,0,0,,12,2,78,2024_3T.xlsx
1757,fisica,Castilla y León,274,271,3,0,,36,4,234,2024_3T.xlsx
1758,fisica,Ávila,16,16,0,0,,1,0,15,2024_3T.xlsx
1759,fisica,Burgos,21,21,0,0,,8,0,13,2024_3T.xlsx
1760,fisica,León,68,66,2,0,,21,1,46,2024_3T.xlsx
1761,fisica,Palencia,10,10,0,0,,0,0,10,2024_3T.xlsx
1762,fisica,Salamanca,50,50,0,0,,1,1,48,2024_3T.xlsx
1763,fisica,Segovia,8,8,0,0,,1,1,6,2024_3T.xlsx
1764,fisica,Soria,13,13,0,0,,2,0,11,2024_3T.xlsx
1765,fisica,Valladolid,82,82,0,0,,2,1,79,2024_3T.xlsx
1766,fisica,Zamora,6,5,1,0,,0,0,6,2024_3T.xlsx
1767,fisica,Castilla-La Mancha,190,189,0,1,,14,0,176,2024_3T.xlsx
1768,fisica,Albacete,57,57,0,0,,3,0,54,2024_3T.xlsx
1769,fisica,Ciudad Real,4,4,0,0,,1,0,3,2024_3T.xlsx
1770,fisica,Cuenca,13,13,0,0,,0,0,13,2024_3T.xlsx
1771,fisica,Guadalajara,59,58,0,1,,7,0,52,2024_3T.xlsx
1772,fisica,Toledo,57,57,0,0,,3,0,54,2024_3T.xlsx
1773,fisica,Cataluña,2301,2295,3,3,,253,0,2048,2024_3T.xlsx
1774,fisica,Barcelona,1801,1796,2,3,,230,0,1571,2024_3T.xlsx
1775,fisica,Girona,131,131,0,0,,5,0,126,2024_3T.xlsx
1776,fisica,Lleida,168,168,0,0,,4,0,164,2024_3T.xlsx
1777,fisica,Tarragona,201,200,1,0,,14,0,187,2024_3T.xlsx
1778,fisica,Comunitat Valenciana,1262,1262,0,0,,105,10,1147,2024_3T.xlsx
1779,fisica,Alicante,484,484,0,0,,15,0,469,2024_3T.xlsx
1780,fisica,Castellón,76,76,0,0,,6,0,70,2024_3T.xlsx
1781,fisica,Valencia,702,702,0,0,,84,10,608,2024_3T.xlsx
1782,fisica,Extremadura,150,148,2,0,,31,0,119,2024_3T.xlsx
1783,fisica,Badajoz,82,81,1,0,,27,0,55,2024_3T.xlsx
1784,fisica,Cáceres,68,67,1,0,,4,0,64,2024_3T.xlsx
1785,fisica,Galicia,305,305,0,0,,39,1,265,2024_3T.xlsx
1786,fisica,A Coruña,153,153,0,0,,19,0,134,2024_3T.xlsx
1787,fisica,Lugo,35,35,0,0,,7,0,28,2024_3T.xlsx
1788,fisica,Ourense,17,17,0,0,,0,0,17,2024_3T.xlsx
