Unnamed: 0,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename,prov_limpia,comunidad_autonoma_manual
843,empresas,Barcelona,368,366,0,2,,88,3,277,2022_3T.xlsx,barcelona,Cataluña
844,empresas,Girona,38,35,3,0,,14,1,23,2022_3T.xlsx,girona,Cataluña
845,empresas,Lleida,31,31,0,0,,9,0,22,2022_3T.xlsx,lleida,Cataluña
846,empresas,Tarragona,15,14,0,1,,10,0,5,2022_3T.xlsx,tarragona,Cataluña
847,empresas,Comunitat Valenciana,264,261,3,0,,50,12,202,2022_3T.xlsx,comunitat valenciana,
848,empresas,Alicante,75,75,0,0,,17,4,54,2022_3T.xlsx,alicante,Valencia
849,empresas,Castellón,24,24,0,0,,8,1,15,2022_3T.xlsx,castellon,Valencia
850,empresas,Valencia,165,162,3,0,,25,7,133,2022_3T.xlsx,valencia,Valencia
851,empresas,Extremadura,25,25,0,0,,6,1,18,2022_3T.xlsx,extremadura,
852,empresas,Badajoz,13,13,0,0,,6,1,6,2022_3T.xlsx,badajoz,Extremadura
853,empresas,Cáceres,12,12,0,0,,0,0,12,2022_3T.xlsx,caceres,Extremadura
854,empresas,Galicia,59,55,4,0,,36,0,23,2022_3T.xlsx,galicia,
855,empresas,A Coruña,21,21,0,0,,11,0,10,2022_3T.xlsx,a coruna,Galicia
856,empresas,Lugo,21,18,3,0,,13,0,8,2022_3T.xlsx,lugo,Galicia
857,empresas,Ourense,0,0,0,0,,0,0,0,2022_3T.xlsx,ourense,Galicia
858,empresas,Pontevedra,17,16,1,0,,12,0,5,2022_3T.xlsx,pontevedra,Galicia
859,empresas,Madrid,455,451,2,2,,54,9,392,2022_3T.xlsx,madrid,Madrid
860,empresas,Murcia,51,46,3,2,,27,6,18,2022_3T.xlsx,murcia,Murcia
861,empresas,Navarra,10,10,0,0,,2,0,8,2022_3T.xlsx,navarra,Navarra
862,empresas,Pais Vasco,100,99,1,0,,48,8,44,2022_3T.xlsx,pais vasco,
863,empresas,Araba/Álava,17,17,0,0,,7,0,10,2022_3T.xlsx,araba alava,Pais Vasco
864,empresas,Bizkaia,55,55,0,0,,31,5,19,2022_3T.xlsx,bizkaia,Pais Vasco
865,empresas,Gipuzkoa,28,27,1,0,,10,3,15,2022_3T.xlsx,gipuzkoa,Pais Vasco
866,empresas,La Rioja,8,8,0,0,,2,0,6,2022_3T.xlsx,la rioja,La Rioja
867,empresas,Ceuta y Melilla,0,0,0,0,,0,0,0,2022_3T.xlsx,ceuta y melilla,
868,fisica,Andalucía,671,393,3,275,,231,36,404,2022_4T.xlsx,andalucia,
869,fisica,Almería,71,52,2,17,,19,13,39,2022_4T.xlsx,almeria,Andalucia
870,fisica,Cádiz,103,69,1,33,,36,5,62,2022_4T.xlsx,cadiz,Andalucia
871,fisica,Córdoba,49,21,0,28,,18,0,31,2022_4T.xlsx,cordoba,Andalucia
872,fisica,Granada,80,54,0,26,,40,3,37,2022_4T.xlsx,granada,Andalucia
873,fisica,Huelva,40,21,0,19,,11,1,28,2022_4T.xlsx,huelva,Andalucia
874,fisica,Jaén,21,4,0,17,,15,1,5,2022_4T.xlsx,jaen,Andalucia
875,fisica,Málaga,117,79,0,38,,41,3,73,2022_4T.xlsx,malaga,Andalucia
876,fisica,Sevilla,190,93,0,97,,51,10,129,2022_4T.xlsx,sevilla,Andalucia
877,fisica,Aragón,189,143,1,45,,87,0,102,2022_4T.xlsx,aragon,
878,fisica,Huesca,30,20,0,10,,24,0,6,2022_4T.xlsx,huesca,Aragon
879,fisica,Teruel,3,3,0,0,,2,0,1,2022_4T.xlsx,teruel,Aragon
880,fisica,Zaragoza,156,120,1,35,,61,0,95,2022_4T.xlsx,zaragoza,Aragon
881,fisica,Asturias,157,131,2,24,,50,1,106,2022_4T.xlsx,asturias,Asturias
882,fisica,"Balears, Illes",177,143,2,32,,110,2,65,2022_4T.xlsx,balears illes,Baleares
883,fisica,Canarias,246,83,0,163,,129,1,116,2022_4T.xlsx,canarias,
884,fisica,Las Palmas de Gran Canaria,197,67,0,130,,100,1,96,2022_4T.xlsx,las palmas de gran canaria,
885,fisica,Santa Cruz de Tenerife,49,16,0,33,,29,0,20,2022_4T.xlsx,santa cruz de tenerife,Canarias
886,fisica,Cantabria,74,68,0,6,,40,0,34,2022_4T.xlsx,cantabria,Cantabria
887,fisica,Castilla y León,202,166,0,36,,98,3,101,2022_4T.xlsx,castilla y leon,
888,fisica,Ávila,11,11,0,0,,0,0,11,2022_4T.xlsx,avila,Castilla y Leon
889,fisica,Burgos,22,18,0,4,,14,0,8,2022_4T.xlsx,burgos,Castilla y Leon
890,fisica,León,26,20,0,6,,17,0,9,2022_4T.xlsx,leon,Castilla y Leon
891,fisica,Palencia,4,3,0,1,,1,0,3,2022_4T.xlsx,palencia,Castilla y Leon
892,fisica,Salamanca,38,36,0,2,,9,0,29,2022_4T.xlsx,salamanca,Castilla y Leon
893,fisica,Segovia,13,10,0,3,,3,0,10,2022_4T.xlsx,segovia,Castilla y Leon
894,fisica,Soria,13,9,0,4,,11,2,0,2022_4T.xlsx,soria,Castilla y Leon
895,fisica,Valladolid,73,58,0,15,,43,1,29,2022_4T.xlsx,valladolid,Castilla y Leon
896,fisica,Zamora,2,1,0,1,,0,0,2,2022_4T.xlsx,zamora,Castilla y Leon
897,fisica,Castilla-La Mancha,184,144,6,34,,88,2,94,2022_4T.xlsx,castilla la mancha,
898,fisica,Albacete,71,69,0,2,,16,0,55,2022_4T.xlsx,albacete,Castilla La Mancha
899,fisica,Ciudad Real,2,0,0,2,,2,0,0,2022_4T.xlsx,ciudad real,Castilla La Mancha
900,fisica,Cuenca,10,6,0,4,,9,0,1,2022_4T.xlsx,cuenca,Castilla La Mancha
901,fisica,Guadalajara,64,44,0,20,,41,0,23,2022_4T.xlsx,guadalajara,Castilla La Mancha
902,fisica,Toledo,37,25,6,6,,20,2,15,2022_4T.xlsx,toledo,Castilla La Mancha
903,fisica,Cataluña,1518,894,4,620,,714,2,802,2022_4T.xlsx,cataluna,
904,fisica,Barcelona,1204,679,2,523,,620,1,583,2022_4T.xlsx,barcelona,Cataluña
905,fisica,Girona,200,130,0,70,,33,0,167,2022_4T.xlsx,girona,Cataluña
906,fisica,Lleida,97,81,2,14,,50,1,46,2022_4T.xlsx,lleida,Cataluña
907,fisica,Tarragona,17,4,0,13,,11,0,6,2022_4T.xlsx,tarragona,Cataluña
908,fisica,Comunitat Valenciana,688,557,1,130,,258,10,420,2022_4T.xlsx,comunitat valenciana,
909,fisica,Alicante,216,175,0,41,,76,6,134,2022_4T.xlsx,alicante,Valencia
910,fisica,Castellón,81,69,0,12,,43,2,36,2022_4T.xlsx,castellon,Valencia
911,fisica,Valencia,391,313,1,77,,139,2,250,2022_4T.xlsx,valencia,Valencia
912,fisica,Extremadura,77,71,0,6,,30,0,47,2022_4T.xlsx,extremadura,
913,fisica,Badajoz,63,57,0,6,,28,0,35,2022_4T.xlsx,badajoz,Extremadura
914,fisica,Cáceres,14,14,0,0,,2,0,12,2022_4T.xlsx,caceres,Extremadura
915,fisica,Galicia,220,153,1,66,,82,0,138,2022_4T.xlsx,galicia,
916,fisica,A Coruña,99,72,0,27,,17,0,82,2022_4T.xlsx,a coruna,Galicia
917,fisica,Lugo,38,27,0,11,,22,0,16,2022_4T.xlsx,lugo,Galicia
918,fisica,Ourense,15,14,0,1,,3,0,12,2022_4T.xlsx,ourense,Galicia
919,fisica,Pontevedra,68,40,1,27,,40,0,28,2022_4T.xlsx,pontevedra,Galicia
920,fisica,Madrid,875,501,2,372,,334,45,496,2022_4T.xlsx,madrid,Madrid
921,fisica,Murcia,242,195,1,46,,104,2,136,2022_4T.xlsx,murcia,Murcia
922,fisica,Navarra,29,14,0,15,,8,0,21,2022_4T.xlsx,navarra,Navarra
923,fisica,Pais Vasco,142,122,0,20,,60,2,80,2022_4T.xlsx,pais vasco,
924,fisica,Araba/Álava,22,14,0,8,,10,0,12,2022_4T.xlsx,araba alava,Pais Vasco
925,fisica,Bizkaia,74,66,0,8,,29,0,45,2022_4T.xlsx,bizkaia,Pais Vasco
926,fisica,Gipuzkoa,46,42,0,4,,21,2,23,2022_4T.xlsx,gipuzkoa,Pais Vasco
927,fisica,La Rioja,31,29,0,2,,8,0,23,2022_4T.xlsx,la rioja,La Rioja
928,fisica,Ceuta y Melilla,13,4,0,9,,2,0,11,2022_4T.xlsx,ceuta y melilla,
929,fisica,Ceuta,11,2,0,9,,2,0,9,2022_4T.xlsx,ceuta,Ceuta
930,fisica,Melilla,2,2,0,0,,0,0,2,2022_4T.xlsx,melilla,Melilla
931,empresas,Andalucía,190,179,8,3,,32,87,71,2022_4T.xlsx,andalucia,
932,empresas,Almería,22,20,2,0,,1,5,16,2022_4T.xlsx,almeria,Andalucia
933,empresas,Cádiz,29,29,0,0,,7,10,12,2022_4T.xlsx,cadiz,Andalucia
934,empresas,Córdoba,11,8,3,0,,2,4,5,2022_4T.xlsx,cordoba,Andalucia
935,empresas,Granada,16,14,1,1,,4,5,7,2022_4T.xlsx,granada,Andalucia
936,empresas,Huelva,9,9,0,0,,1,3,5,2022_4T.xlsx,huelva,Andalucia
937,empresas,Jaén,6,6,0,0,,2,1,3,2022_4T.xlsx,jaen,Andalucia
938,empresas,Málaga,32,31,0,1,,4,14,14,2022_4T.xlsx,malaga,Andalucia
939,empresas,Sevilla,65,62,2,1,,11,45,9,2022_4T.xlsx,sevilla,Andalucia
940,empresas,Aragón,34,33,1,0,,14,0,20,2022_4T.xlsx,aragon,
941,empresas,Huesca,2,2,0,0,,2,0,0,2022_4T.xlsx,huesca,Aragon
942,empresas,Teruel,1,1,0,0,,1,0,0,2022_4T.xlsx,teruel,Aragon
943,empresas,Zaragoza,31,30,1,0,,11,0,20,2022_4T.xlsx,zaragoza,Aragon
944,empresas,Asturias,23,22,1,0,,4,6,13,2022_4T.xlsx,asturias,Asturias
945,empresas,"Balears, Illes",24,22,2,0,,15,2,7,2022_4T.xlsx,balears illes,Baleares
946,empresas,Canarias,31,28,1,2,,17,2,12,2022_4T.xlsx,canarias,
947,empresas,Las Palmas de Gran Canaria,16,15,0,1,,9,2,5,2022_4T.xlsx,las palmas de gran canaria,
948,empresas,Santa Cruz de Tenerife,15,13,1,1,,8,0,7,2022_4T.xlsx,santa cruz de tenerife,Canarias
949,empresas,Cantabria,8,8,0,0,,3,0,5,2022_4T.xlsx,cantabria,Cantabria
950,empresas,Castilla y León,49,44,3,2,,18,14,17,2022_4T.xlsx,castilla y leon,
951,empresas,Ávila,2,2,0,0,,0,0,2,2022_4T.xlsx,avila,Castilla y Leon
952,empresas,Burgos,14,12,1,1,,6,4,4,2022_4T.xlsx,burgos,Castilla y Leon
953,empresas,León,5,3,2,0,,5,0,0,2022_4T.xlsx,leon,Castilla y Leon
954,empresas,Palencia,2,2,0,0,,0,2,0,2022_4T.xlsx,palencia,Castilla y Leon
955,empresas,Salamanca,9,9,0,0,,2,6,1,2022_4T.xlsx,salamanca,Castilla y Leon
956,empresas,Segovia,3,2,0,1,,1,0,2,2022_4T.xlsx,segovia,Castilla y Leon
957,empresas,Soria,2,2,0,0,,1,0,1,2022_4T.xlsx,soria,Castilla y Leon
958,empresas,Valladolid,10,10,0,0,,1,2,7,2022_4T.xlsx,valladolid,Castilla y Leon
959,empresas,Zamora,2,2,0,0,,2,0,0,2022_4T.xlsx,zamora,Castilla y Leon
960,empresas,Castilla-La Mancha,42,37,1,4,,18,1,23,2022_4T.xlsx,castilla la mancha,
961,empresas,Albacete,14,13,0,1,,8,0,6,2022_4T.xlsx,albacete,Castilla La Mancha
962,empresas,Ciudad Real,0,0,0,0,,0,0,0,2022_4T.xlsx,ciudad real,Castilla La Mancha
963,empresas,Cuenca,2,2,0,0,,2,0,0,2022_4T.xlsx,cuenca,Castilla La Mancha
964,empresas,Guadalajara,8,7,0,1,,3,0,5,2022_4T.xlsx,guadalajara,Castilla La Mancha
965,empresas,Toledo,18,15,1,2,,5,1,12,2022_4T.xlsx,toledo,Castilla La Mancha
966,empresas,Cataluña,306,299,6,1,,106,4,196,2022_4T.xlsx,cataluna,
967,empresas,Barcelona,261,258,3,0,,77,3,181,2022_4T.xlsx,barcelona,Cataluña
968,empresas,Girona,16,13,2,1,,10,0,6,2022_4T.xlsx,girona,Cataluña
969,empresas,Lleida,22,21,1,0,,14,0,8,2022_4T.xlsx,lleida,Cataluña
970,empresas,Tarragona,7,7,0,0,,5,1,1,2022_4T.xlsx,tarragona,Cataluña
971,empresas,Comunitat Valenciana,259,251,6,2,,48,33,178,2022_4T.xlsx,comunitat valenciana,
972,empresas,Alicante,83,78,5,0,,16,13,54,2022_4T.xlsx,alicante,Valencia
973,empresas,Castellón,32,31,0,1,,4,9,19,2022_4T.xlsx,castellon,Valencia
974,empresas,Valencia,144,142,1,1,,28,11,105,2022_4T.xlsx,valencia,Valencia
975,empresas,Extremadura,15,15,0,0,,5,0,10,2022_4T.xlsx,extremadura,
976,empresas,Badajoz,10,10,0,0,,4,0,6,2022_4T.xlsx,badajoz,Extremadura
977,empresas,Cáceres,5,5,0,0,,1,0,4,2022_4T.xlsx,caceres,Extremadura
978,empresas,Galicia,61,59,2,0,,18,17,26,2022_4T.xlsx,galicia,
979,empresas,A Coruña,31,30,1,0,,8,8,15,2022_4T.xlsx,a coruna,Galicia
980,empresas,Lugo,9,9,0,0,,6,0,3,2022_4T.xlsx,lugo,Galicia
981,empresas,Ourense,2,2,0,0,,0,2,0,2022_4T.xlsx,ourense,Galicia
982,empresas,Pontevedra,19,18,1,0,,4,7,8,2022_4T.xlsx,pontevedra,Galicia
983,empresas,Madrid,458,449,8,1,,38,79,341,2022_4T.xlsx,madrid,Madrid
984,empresas,Murcia,40,33,2,5,,15,10,15,2022_4T.xlsx,murcia,Murcia
985,empresas,Navarra,5,5,0,0,,0,0,5,2022_4T.xlsx,navarra,Navarra
986,empresas,Pais Vasco,64,64,0,0,,7,26,31,2022_4T.xlsx,pais vasco,
987,empresas,Araba/Álava,8,8,0,0,,3,0,5,2022_4T.xlsx,araba alava,Pais Vasco
988,empresas,Bizkaia,37,37,0,0,,4,17,16,2022_4T.xlsx,bizkaia,Pais Vasco
989,empresas,Gipuzkoa,19,19,0,0,,0,9,10,2022_4T.xlsx,gipuzkoa,Pais Vasco
990,empresas,La Rioja,3,3,0,0,,3,0,0,2022_4T.xlsx,la rioja,La Rioja
991,empresas,Ceuta y Melilla,1,1,0,0,,0,0,1,2022_4T.xlsx,ceuta y melilla,
992,fisica,Andalucía,816,709,3,104,,282,2,532,2023_1T.xlsx,andalucia,
993,fisica,Almería,88,76,2,10,,25,0,63,2023_1T.xlsx,almeria,Andalucia
994,fisica,Cádiz,61,55,0,6,,34,0,27,2023_1T.xlsx,cadiz,Andalucia
995,fisica,Córdoba,40,33,0,7,,7,0,33,2023_1T.xlsx,cordoba,Andalucia
996,fisica,Granada,106,101,0,5,,49,0,57,2023_1T.xlsx,granada,Andalucia
997,fisica,Huelva,23,22,0,1,,4,0,19,2023_1T.xlsx,huelva,Andalucia
998,fisica,Jaén,44,37,1,6,,27,0,17,2023_1T.xlsx,jaen,Andalucia
999,fisica,Málaga,93,83,0,10,,20,1,72,2023_1T.xlsx,malaga,Andalucia
1000,fisica,Sevilla,361,302,0,59,,116,1,244,2023_1T.xlsx,sevilla,Andalucia
1001,fisica,Aragón,218,204,0,14,,66,0,152,2023_1T.xlsx,aragon,
1002,fisica,Huesca,23,18,0,5,,9,0,14,2023_1T.xlsx,huesca,Aragon
1003,fisica,Teruel,12,11,0,1,,5,0,7,2023_1T.xlsx,teruel,Aragon
1004,fisica,Zaragoza,183,175,0,8,,52,0,131,2023_1T.xlsx,zaragoza,Aragon
1005,fisica,Asturias,140,134,0,6,,19,0,121,2023_1T.xlsx,asturias,Asturias
1006,fisica,"Balears, Illes",237,220,0,17,,53,0,184,2023_1T.xlsx,balears illes,Baleares
1007,fisica,Canarias,214,189,0,25,,22,0,192,2023_1T.xlsx,canarias,
1008,fisica,Las Palmas de Gran Canaria,150,129,0,21,,9,0,141,2023_1T.xlsx,las palmas de gran canaria,
1009,fisica,Santa Cruz de Tenerife,64,60,0,4,,13,0,51,2023_1T.xlsx,santa cruz de tenerife,Canarias
1010,fisica,Cantabria,26,25,0,1,,10,0,16,2023_1T.xlsx,cantabria,Cantabria
1011,fisica,Castilla y León,149,138,1,10,,61,0,88,2023_1T.xlsx,castilla y leon,
1012,fisica,Ávila,6,6,0,0,,0,0,6,2023_1T.xlsx,avila,Castilla y Leon
1013,fisica,Burgos,35,33,1,1,,9,0,26,2023_1T.xlsx,burgos,Castilla y Leon
1014,fisica,León,19,19,0,0,,8,0,11,2023_1T.xlsx,leon,Castilla y Leon
1015,fisica,Palencia,1,1,0,0,,1,0,0,2023_1T.xlsx,palencia,Castilla y Leon
1016,fisica,Salamanca,37,36,0,1,,8,0,29,2023_1T.xlsx,salamanca,Castilla y Leon
1017,fisica,Segovia,2,2,0,0,,2,0,0,2023_1T.xlsx,segovia,Castilla y Leon
1018,fisica,Soria,15,14,0,1,,13,0,2,2023_1T.xlsx,soria,Castilla y Leon
1019,fisica,Valladolid,28,23,0,5,,16,0,12,2023_1T.xlsx,valladolid,Castilla y Leon
1020,fisica,Zamora,6,4,0,2,,4,0,2,2023_1T.xlsx,zamora,Castilla y Leon
1021,fisica,Castilla-La Mancha,99,91,1,7,,20,0,79,2023_1T.xlsx,castilla la mancha,
1022,fisica,Albacete,14,14,0,0,,0,0,14,2023_1T.xlsx,albacete,Castilla La Mancha
1023,fisica,Ciudad Real,9,6,0,3,,2,0,7,2023_1T.xlsx,ciudad real,Castilla La Mancha
1024,fisica,Cuenca,7,7,0,0,,1,0,6,2023_1T.xlsx,cuenca,Castilla La Mancha
1025,fisica,Guadalajara,19,16,0,3,,14,0,5,2023_1T.xlsx,guadalajara,Castilla La Mancha
1026,fisica,Toledo,50,48,1,1,,3,0,47,2023_1T.xlsx,toledo,Castilla La Mancha
1027,fisica,Cataluña,1598,1278,2,318,,578,0,1020,2023_1T.xlsx,cataluna,
1028,fisica,Barcelona,1253,976,2,275,,452,0,801,2023_1T.xlsx,barcelona,Cataluña
1029,fisica,Girona,89,75,0,14,,27,0,62,2023_1T.xlsx,girona,Cataluña
1030,fisica,Lleida,127,123,0,4,,49,0,78,2023_1T.xlsx,lleida,Cataluña
1031,fisica,Tarragona,129,104,0,25,,50,0,79,2023_1T.xlsx,tarragona,Cataluña
1032,fisica,Comunitat Valenciana,714,670,1,43,,142,0,572,2023_1T.xlsx,comunitat valenciana,
1033,fisica,Alicante,213,210,0,3,,31,0,182,2023_1T.xlsx,alicante,Valencia
1034,fisica,Castellón,69,67,0,2,,22,0,47,2023_1T.xlsx,castellon,Valencia
1035,fisica,Valencia,432,393,1,38,,89,0,343,2023_1T.xlsx,valencia,Valencia
1036,fisica,Extremadura,45,43,0,2,,18,0,27,2023_1T.xlsx,extremadura,
1037,fisica,Badajoz,45,43,0,2,,18,0,27,2023_1T.xlsx,badajoz,Extremadura
1038,fisica,Cáceres,0,0,0,0,,0,0,0,2023_1T.xlsx,caceres,Extremadura
1039,fisica,Galicia,171,150,0,21,,48,0,123,2023_1T.xlsx,galicia,
1040,fisica,A Coruña,46,37,0,9,,5,0,41,2023_1T.xlsx,a coruna,Galicia
1041,fisica,Lugo,28,22,0,6,,18,0,10,2023_1T.xlsx,lugo,Galicia
1042,fisica,Ourense,11,11,0,0,,1,0,10,2023_1T.xlsx,ourense,Galicia
1043,fisica,Pontevedra,86,80,0,6,,24,0,62,2023_1T.xlsx,pontevedra,Galicia
1044,fisica,Madrid,692,558,3,131,,181,0,511,2023_1T.xlsx,madrid,Madrid
1045,fisica,Murcia,203,192,0,11,,48,1,154,2023_1T.xlsx,murcia,Murcia
1046,fisica,Navarra,16,15,0,1,,2,0,14,2023_1T.xlsx,navarra,Navarra
1047,fisica,Pais Vasco,103,95,1,7,,26,0,77,2023_1T.xlsx,pais vasco,
1048,fisica,Araba/Álava,11,11,0,0,,0,0,11,2023_1T.xlsx,araba alava,Pais Vasco
1049,fisica,Bizkaia,22,21,1,0,,6,0,16,2023_1T.xlsx,bizkaia,Pais Vasco
1050,fisica,Gipuzkoa,70,63,0,7,,20,0,50,2023_1T.xlsx,gipuzkoa,Pais Vasco
1051,fisica,La Rioja,12,12,0,0,,1,0,11,2023_1T.xlsx,la rioja,La Rioja
1052,fisica,Ceuta y Melilla,19,11,0,8,,2,0,17,2023_1T.xlsx,ceuta y melilla,
1053,fisica,Ceuta,15,9,0,6,,0,0,15,2023_1T.xlsx,ceuta,Ceuta
1054,fisica,Melilla,4,2,0,2,,2,0,2,2023_1T.xlsx,melilla,Melilla
1055,empresas,Andalucía,109,101,6,2,,56,2,51,2023_1T.xlsx,andalucia,
1056,empresas,Almería,9,9,0,0,,4,0,5,2023_1T.xlsx,almeria,Andalucia
1057,empresas,Cádiz,7,7,0,0,,4,0,3,2023_1T.xlsx,cadiz,Andalucia
1058,empresas,Córdoba,11,11,0,0,,2,0,9,2023_1T.xlsx,cordoba,Andalucia
1059,empresas,Granada,10,8,2,0,,5,0,5,2023_1T.xlsx,granada,Andalucia
1060,empresas,Huelva,4,4,0,0,,1,0,3,2023_1T.xlsx,huelva,Andalucia
1061,empresas,Jaén,5,5,0,0,,1,0,4,2023_1T.xlsx,jaen,Andalucia
1062,empresas,Málaga,17,16,0,1,,8,1,8,2023_1T.xlsx,malaga,Andalucia
1063,empresas,Sevilla,46,41,4,1,,31,1,14,2023_1T.xlsx,sevilla,Andalucia
1064,empresas,Aragón,45,42,2,1,,22,2,21,2023_1T.xlsx,aragon,
1065,empresas,Huesca,4,3,0,1,,2,0,2,2023_1T.xlsx,huesca,Aragon
1066,empresas,Teruel,5,5,0,0,,2,0,3,2023_1T.xlsx,teruel,Aragon
1067,empresas,Zaragoza,36,34,2,0,,18,2,16,2023_1T.xlsx,zaragoza,Aragon
1068,empresas,Asturias,18,18,0,0,,8,0,10,2023_1T.xlsx,asturias,Asturias
1069,empresas,"Balears, Illes",26,24,1,1,,14,0,12,2023_1T.xlsx,balears illes,Baleares
1070,empresas,Canarias,25,23,2,0,,12,0,13,2023_1T.xlsx,canarias,
1071,empresas,Las Palmas de Gran Canaria,15,13,2,0,,8,0,7,2023_1T.xlsx,las palmas de gran canaria,
1072,empresas,Santa Cruz de Tenerife,10,10,0,0,,4,0,6,2023_1T.xlsx,santa cruz de tenerife,Canarias
1073,empresas,Cantabria,4,4,0,0,,1,0,3,2023_1T.xlsx,cantabria,Cantabria
1074,empresas,Castilla y León,31,28,1,2,,20,1,10,2023_1T.xlsx,castilla y leon,
1075,empresas,Ávila,2,2,0,0,,1,0,1,2023_1T.xlsx,avila,Castilla y Leon
1076,empresas,Burgos,9,7,0,2,,7,0,2,2023_1T.xlsx,burgos,Castilla y Leon
1077,empresas,León,2,1,1,0,,2,0,0,2023_1T.xlsx,leon,Castilla y Leon
1078,empresas,Palencia,1,1,0,0,,1,0,0,2023_1T.xlsx,palencia,Castilla y Leon
1079,empresas,Salamanca,7,7,0,0,,3,1,3,2023_1T.xlsx,salamanca,Castilla y Leon
1080,empresas,Segovia,2,2,0,0,,1,0,1,2023_1T.xlsx,segovia,Castilla y Leon
1081,empresas,Soria,0,0,0,0,,0,0,0,2023_1T.xlsx,soria,Castilla y Leon
1082,empresas,Valladolid,5,5,0,0,,3,0,2,2023_1T.xlsx,valladolid,Castilla y Leon
1083,empresas,Zamora,3,3,0,0,,2,0,1,2023_1T.xlsx,zamora,Castilla y Leon
1084,empresas,Castilla-La Mancha,25,23,1,1,,9,0,16,2023_1T.xlsx,castilla la mancha,
1085,empresas,Albacete,7,6,0,1,,1,0,6,2023_1T.xlsx,albacete,Castilla La Mancha
1086,empresas,Ciudad Real,10,10,0,0,,4,0,6,2023_1T.xlsx,ciudad real,Castilla La Mancha
1087,empresas,Cuenca,3,3,0,0,,1,0,2,2023_1T.xlsx,cuenca,Castilla La Mancha
1088,empresas,Guadalajara,2,2,0,0,,2,0,0,2023_1T.xlsx,guadalajara,Castilla La Mancha
1089,empresas,Toledo,3,2,1,0,,1,0,2,2023_1T.xlsx,toledo,Castilla La Mancha
1090,empresas,Cataluña,262,256,3,3,,108,0,154,2023_1T.xlsx,cataluna,
1091,empresas,Barcelona,231,226,3,2,,88,0,143,2023_1T.xlsx,barcelona,Cataluña
1092,empresas,Girona,8,8,0,0,,5,0,3,2023_1T.xlsx,girona,Cataluña
1093,empresas,Lleida,10,10,0,0,,5,0,5,2023_1T.xlsx,lleida,Cataluña
1094,empresas,Tarragona,13,12,0,1,,10,0,3,2023_1T.xlsx,tarragona,Cataluña
1095,empresas,Comunitat Valenciana,174,167,3,4,,67,0,107,2023_1T.xlsx,comunitat valenciana,
1096,empresas,Alicante,34,34,0,0,,15,0,19,2023_1T.xlsx,alicante,Valencia
1097,empresas,Castellón,35,30,1,4,,18,0,17,2023_1T.xlsx,castellon,Valencia
1098,empresas,Valencia,105,103,2,0,,34,0,71,2023_1T.xlsx,valencia,Valencia
1099,empresas,Extremadura,6,4,2,0,,5,0,1,2023_1T.xlsx,extremadura,
1100,empresas,Badajoz,4,3,1,0,,3,0,1,2023_1T.xlsx,badajoz,Extremadura
1101,empresas,Cáceres,2,1,1,0,,2,0,0,2023_1T.xlsx,caceres,Extremadura
1102,empresas,Galicia,31,30,1,0,,19,1,11,2023_1T.xlsx,galicia,
1103,empresas,A Coruña,5,5,0,0,,1,0,4,2023_1T.xlsx,a coruna,Galicia
1104,empresas,Lugo,4,4,0,0,,4,0,0,2023_1T.xlsx,lugo,Galicia
1105,empresas,Ourense,1,0,1,0,,1,0,0,2023_1T.xlsx,ourense,Galicia
1106,empresas,Pontevedra,21,21,0,0,,13,1,7,2023_1T.xlsx,pontevedra,Galicia
1107,empresas,Madrid,192,180,10,2,,66,2,124,2023_1T.xlsx,madrid,Madrid
1108,empresas,Murcia,26,24,1,1,,15,0,11,2023_1T.xlsx,murcia,Murcia
1109,empresas,Navarra,6,6,0,0,,5,0,1,2023_1T.xlsx,navarra,Navarra
1110,empresas,Pais Vasco,47,46,1,0,,19,3,25,2023_1T.xlsx,pais vasco,
1111,empresas,Araba/Álava,6,5,1,0,,2,0,4,2023_1T.xlsx,araba alava,Pais Vasco
1112,empresas,Bizkaia,25,25,0,0,,13,1,11,2023_1T.xlsx,bizkaia,Pais Vasco
1113,empresas,Gipuzkoa,16,16,0,0,,4,2,10,2023_1T.xlsx,gipuzkoa,Pais Vasco
1114,empresas,La Rioja,8,8,0,0,,6,0,2,2023_1T.xlsx,la rioja,La Rioja
1115,empresas,Ceuta y Melilla,2,2,0,0,,0,1,1,2023_1T.xlsx,ceuta y melilla,
1116,fisica,Andalucía,870,819,2,49,,304,0,566,2023_2T.xlsx,andalucia,
1117,fisica,Almería,185,173,2,10,,46,0,139,2023_2T.xlsx,almeria,Andalucia
1118,fisica,Cádiz,26,19,0,7,,9,0,17,2023_2T.xlsx,cadiz,Andalucia
1119,fisica,Córdoba,35,27,0,8,,6,0,29,2023_2T.xlsx,cordoba,Andalucia
1120,fisica,Granada,90,84,0,6,,62,0,28,2023_2T.xlsx,granada,Andalucia
1121,fisica,Huelva,50,49,0,1,,29,0,21,2023_2T.xlsx,huelva,Andalucia
1122,fisica,Jaén,43,42,0,1,,21,0,22,2023_2T.xlsx,jaen,Andalucia
1123,fisica,Málaga,170,164,0,6,,57,0,113,2023_2T.xlsx,malaga,Andalucia
1124,fisica,Sevilla,271,261,0,10,,74,0,197,2023_2T.xlsx,sevilla,Andalucia
