Unnamed: 0,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename,prov_limpia,comunidad_autonoma_manual
274,fisica,Soria,1,0,0,1,,1,0,0,2021_3T.xlsx,soria,Castilla y Leon
275,fisica,Valladolid,16,5,0,11,,12,0,4,2021_3T.xlsx,valladolid,Castilla y Leon
276,fisica,Zamora,0,0,0,0,,0,0,0,2021_3T.xlsx,zamora,Castilla y Leon
277,fisica,Castilla-La Mancha,31,7,1,23,,14,0,17,2021_3T.xlsx,castilla la mancha,
278,fisica,Albacete,7,0,1,6,,2,0,5,2021_3T.xlsx,albacete,Castilla La Mancha
279,fisica,Ciudad Real,1,1,0,0,,0,0,1,2021_3T.xlsx,ciudad real,Castilla La Mancha
280,fisica,Cuenca,1,0,0,1,,0,0,1,2021_3T.xlsx,cuenca,Castilla La Mancha
281,fisica,Guadalajara,13,1,0,12,,7,0,6,2021_3T.xlsx,guadalajara,Castilla La Mancha
282,fisica,Toledo,9,5,0,4,,5,0,4,2021_3T.xlsx,toledo,Castilla La Mancha
283,fisica,Cataluña,578,32,0,546,,544,4,30,2021_3T.xlsx,cataluna,
284,fisica,Barcelona,451,22,0,429,,423,3,25,2021_3T.xlsx,barcelona,Cataluña
285,fisica,Girona,49,6,0,43,,47,0,2,2021_3T.xlsx,girona,Cataluña
286,fisica,Lleida,37,2,0,35,,37,0,0,2021_3T.xlsx,lleida,Cataluña
287,fisica,Tarragona,41,2,0,39,,37,1,3,2021_3T.xlsx,tarragona,Cataluña
288,fisica,Comunitat Valenciana,181,66,0,115,,175,0,6,2021_3T.xlsx,comunitat valenciana,
289,fisica,Alicante,36,10,0,26,,34,0,2,2021_3T.xlsx,alicante,Valencia
290,fisica,Castellón,29,20,0,9,,29,0,0,2021_3T.xlsx,castellon,Valencia
291,fisica,Valencia,116,36,0,80,,112,0,4,2021_3T.xlsx,valencia,Valencia
292,fisica,Extremadura,11,4,0,7,,11,0,0,2021_3T.xlsx,extremadura,
293,fisica,Badajoz,7,4,0,3,,7,0,0,2021_3T.xlsx,badajoz,Extremadura
294,fisica,Cáceres,4,0,0,4,,4,0,0,2021_3T.xlsx,caceres,Extremadura
295,fisica,Galicia,61,21,2,38,,49,0,12,2021_3T.xlsx,galicia,
296,fisica,A Coruña,31,8,1,22,,23,0,8,2021_3T.xlsx,a coruna,Galicia
297,fisica,Lugo,5,3,0,2,,5,0,0,2021_3T.xlsx,lugo,Galicia
298,fisica,Ourense,5,4,1,0,,4,0,1,2021_3T.xlsx,ourense,Galicia
299,fisica,Pontevedra,20,6,0,14,,17,0,3,2021_3T.xlsx,pontevedra,Galicia
300,fisica,Madrid,176,20,1,155,,153,1,22,2021_3T.xlsx,madrid,Madrid
301,fisica,Murcia,47,20,1,26,,43,0,4,2021_3T.xlsx,murcia,Murcia
302,fisica,Navarra,16,6,0,10,,10,0,6,2021_3T.xlsx,navarra,Navarra
303,fisica,Pais Vasco,33,25,0,8,,25,0,8,2021_3T.xlsx,pais vasco,
304,fisica,Araba/Álava,8,6,0,2,,8,0,0,2021_3T.xlsx,araba alava,Pais Vasco
305,fisica,Bizkaia,20,15,0,5,,16,0,4,2021_3T.xlsx,bizkaia,Pais Vasco
306,fisica,Gipuzkoa,5,4,0,1,,1,0,4,2021_3T.xlsx,gipuzkoa,Pais Vasco
307,fisica,La Rioja,14,2,0,12,,8,0,6,2021_3T.xlsx,la rioja,La Rioja
308,fisica,Ceuta y Melilla,1,1,0,0,,0,0,1,2021_3T.xlsx,ceuta y melilla,
309,fisica,Ceuta,1,1,0,0,,0,0,1,2021_3T.xlsx,ceuta,Ceuta
310,fisica,Melilla,0,0,0,0,,0,0,0,2021_3T.xlsx,melilla,Melilla
311,empresas,Andalucía,75,74,0,1,,35,12,28,2021_3T.xlsx,andalucia,
312,empresas,Almería,10,10,0,0,,0,2,8,2021_3T.xlsx,almeria,Andalucia
313,empresas,Cádiz,6,6,0,0,,3,0,3,2021_3T.xlsx,cadiz,Andalucia
314,empresas,Córdoba,6,6,0,0,,0,2,4,2021_3T.xlsx,cordoba,Andalucia
315,empresas,Granada,5,4,0,1,,5,0,0,2021_3T.xlsx,granada,Andalucia
316,empresas,Huelva,4,4,0,0,,1,0,3,2021_3T.xlsx,huelva,Andalucia
317,empresas,Jaén,3,3,0,0,,1,0,2,2021_3T.xlsx,jaen,Andalucia
318,empresas,Málaga,19,19,0,0,,8,8,3,2021_3T.xlsx,malaga,Andalucia
319,empresas,Sevilla,22,22,0,0,,17,0,5,2021_3T.xlsx,sevilla,Andalucia
320,empresas,Aragón,28,27,0,1,,13,1,14,2021_3T.xlsx,aragon,
321,empresas,Huesca,1,1,0,0,,1,0,0,2021_3T.xlsx,huesca,Aragon
322,empresas,Teruel,1,0,0,1,,1,0,0,2021_3T.xlsx,teruel,Aragon
323,empresas,Zaragoza,26,26,0,0,,11,1,14,2021_3T.xlsx,zaragoza,Aragon
324,empresas,Asturias,10,10,0,0,,4,1,5,2021_3T.xlsx,asturias,Asturias
325,empresas,"Balears, Illes",21,21,0,0,,11,3,7,2021_3T.xlsx,balears illes,Baleares
326,empresas,Canarias,29,28,1,0,,14,4,11,2021_3T.xlsx,canarias,
327,empresas,Las Palmas de Gran Canaria,20,19,1,0,,10,4,6,2021_3T.xlsx,las palmas de gran canaria,
328,empresas,Santa Cruz de Tenerife,9,9,0,0,,4,0,5,2021_3T.xlsx,santa cruz de tenerife,Canarias
329,empresas,Cantabria,4,4,0,0,,1,0,3,2021_3T.xlsx,cantabria,Cantabria
330,empresas,Castilla y León,34,34,0,0,,15,3,16,2021_3T.xlsx,castilla y leon,
331,empresas,Ávila,1,1,0,0,,0,0,1,2021_3T.xlsx,avila,Castilla y Leon
332,empresas,Burgos,3,3,0,0,,3,0,0,2021_3T.xlsx,burgos,Castilla y Leon
333,empresas,León,4,4,0,0,,2,0,2,2021_3T.xlsx,leon,Castilla y Leon
334,empresas,Palencia,3,3,0,0,,2,0,1,2021_3T.xlsx,palencia,Castilla y Leon
335,empresas,Salamanca,6,6,0,0,,2,3,1,2021_3T.xlsx,salamanca,Castilla y Leon
336,empresas,Segovia,1,1,0,0,,0,0,1,2021_3T.xlsx,segovia,Castilla y Leon
337,empresas,Soria,1,1,0,0,,1,0,0,2021_3T.xlsx,soria,Castilla y Leon
338,empresas,Valladolid,15,15,0,0,,5,0,10,2021_3T.xlsx,valladolid,Castilla y Leon
339,empresas,Zamora,0,0,0,0,,0,0,0,2021_3T.xlsx,zamora,Castilla y Leon
340,empresas,Castilla-La Mancha,37,36,0,1,,11,1,25,2021_3T.xlsx,castilla la mancha,
341,empresas,Albacete,6,6,0,0,,2,0,4,2021_3T.xlsx,albacete,Castilla La Mancha
342,empresas,Ciudad Real,7,7,0,0,,1,0,6,2021_3T.xlsx,ciudad real,Castilla La Mancha
343,empresas,Cuenca,6,6,0,0,,2,0,4,2021_3T.xlsx,cuenca,Castilla La Mancha
344,empresas,Guadalajara,4,4,0,0,,0,0,4,2021_3T.xlsx,guadalajara,Castilla La Mancha
345,empresas,Toledo,14,13,0,1,,6,1,7,2021_3T.xlsx,toledo,Castilla La Mancha
346,empresas,Cataluña,237,231,1,5,,64,6,166,2021_3T.xlsx,cataluna,
347,empresas,Barcelona,198,194,1,3,,51,2,144,2021_3T.xlsx,barcelona,Cataluña
348,empresas,Girona,17,17,0,0,,8,1,8,2021_3T.xlsx,girona,Cataluña
349,empresas,Lleida,11,9,0,2,,1,0,10,2021_3T.xlsx,lleida,Cataluña
350,empresas,Tarragona,11,11,0,0,,4,3,4,2021_3T.xlsx,tarragona,Cataluña
351,empresas,Comunitat Valenciana,146,144,1,1,,38,8,100,2021_3T.xlsx,comunitat valenciana,
352,empresas,Alicante,44,44,0,0,,11,8,25,2021_3T.xlsx,alicante,Valencia
353,empresas,Castellón,20,20,0,0,,11,0,9,2021_3T.xlsx,castellon,Valencia
354,empresas,Valencia,82,80,1,1,,16,0,66,2021_3T.xlsx,valencia,Valencia
355,empresas,Extremadura,8,8,0,0,,3,0,5,2021_3T.xlsx,extremadura,
356,empresas,Badajoz,5,5,0,0,,2,0,3,2021_3T.xlsx,badajoz,Extremadura
357,empresas,Cáceres,3,3,0,0,,1,0,2,2021_3T.xlsx,caceres,Extremadura
358,empresas,Galicia,39,39,0,0,,33,0,6,2021_3T.xlsx,galicia,
359,empresas,A Coruña,15,15,0,0,,11,0,4,2021_3T.xlsx,a coruna,Galicia
360,empresas,Lugo,7,7,0,0,,7,0,0,2021_3T.xlsx,lugo,Galicia
361,empresas,Ourense,3,3,0,0,,3,0,0,2021_3T.xlsx,ourense,Galicia
362,empresas,Pontevedra,14,14,0,0,,12,0,2,2021_3T.xlsx,pontevedra,Galicia
363,empresas,Madrid,205,200,4,1,,42,8,155,2021_3T.xlsx,madrid,Madrid
364,empresas,Murcia,16,16,0,0,,13,0,3,2021_3T.xlsx,murcia,Murcia
365,empresas,Navarra,6,6,0,0,,2,1,3,2021_3T.xlsx,navarra,Navarra
366,empresas,Pais Vasco,51,51,0,0,,13,4,34,2021_3T.xlsx,pais vasco,
367,empresas,Araba/Álava,5,5,0,0,,0,0,5,2021_3T.xlsx,araba alava,Pais Vasco
368,empresas,Bizkaia,22,22,0,0,,5,2,15,2021_3T.xlsx,bizkaia,Pais Vasco
369,empresas,Gipuzkoa,24,24,0,0,,8,2,14,2021_3T.xlsx,gipuzkoa,Pais Vasco
370,,La Rioja,7,6,1,0,,3,0,4,2021_3T.xlsx,la rioja,La Rioja
371,,Ceuta y Melilla,1,1,0,0,,0,0,1,2021_3T.xlsx,ceuta y melilla,
372,fisica,Andalucía,241,30,0,211,,208,4,29,2021_4T.xlsx,andalucia,
373,fisica,Almería,26,5,0,21,,24,1,1,2021_4T.xlsx,almeria,Andalucia
374,fisica,Cádiz,26,0,0,26,,22,0,4,2021_4T.xlsx,cadiz,Andalucia
375,fisica,Córdoba,29,1,0,28,,27,0,2,2021_4T.xlsx,cordoba,Andalucia
376,fisica,Granada,19,4,0,15,,18,1,0,2021_4T.xlsx,granada,Andalucia
377,fisica,Huelva,3,0,0,3,,3,0,0,2021_4T.xlsx,huelva,Andalucia
378,fisica,Jaén,21,1,0,20,,17,0,4,2021_4T.xlsx,jaen,Andalucia
379,fisica,Málaga,46,8,0,38,,32,0,14,2021_4T.xlsx,malaga,Andalucia
380,fisica,Sevilla,71,11,0,60,,65,2,4,2021_4T.xlsx,sevilla,Andalucia
381,fisica,Aragón,67,10,0,57,,35,1,31,2021_4T.xlsx,aragon,
382,fisica,Huesca,6,2,0,4,,3,0,3,2021_4T.xlsx,huesca,Aragon
383,fisica,Teruel,1,0,0,1,,1,0,0,2021_4T.xlsx,teruel,Aragon
384,fisica,Zaragoza,60,8,0,52,,31,1,28,2021_4T.xlsx,zaragoza,Aragon
385,fisica,Asturias,58,26,0,32,,27,0,31,2021_4T.xlsx,asturias,Asturias
386,fisica,"Balears, Illes",30,22,0,8,,29,1,0,2021_4T.xlsx,balears illes,Baleares
387,fisica,Canarias,93,18,0,75,,68,1,24,2021_4T.xlsx,canarias,
388,fisica,Las Palmas de Gran Canaria,53,10,0,43,,32,0,21,2021_4T.xlsx,las palmas de gran canaria,
389,fisica,Santa Cruz de Tenerife,40,8,0,32,,36,1,3,2021_4T.xlsx,santa cruz de tenerife,Canarias
390,fisica,Cantabria,11,8,1,2,,10,0,1,2021_4T.xlsx,cantabria,Cantabria
391,fisica,Castilla y León,76,31,1,44,,56,0,20,2021_4T.xlsx,castilla y leon,
392,fisica,Ávila,4,1,0,3,,3,0,1,2021_4T.xlsx,avila,Castilla y Leon
393,fisica,Burgos,9,5,0,4,,9,0,0,2021_4T.xlsx,burgos,Castilla y Leon
394,fisica,León,17,6,0,11,,10,0,7,2021_4T.xlsx,leon,Castilla y Leon
395,fisica,Palencia,0,0,0,0,,0,0,0,2021_4T.xlsx,palencia,Castilla y Leon
396,fisica,Salamanca,7,2,0,5,,5,0,2,2021_4T.xlsx,salamanca,Castilla y Leon
397,fisica,Segovia,7,6,0,1,,7,0,0,2021_4T.xlsx,segovia,Castilla y Leon
398,fisica,Soria,1,1,0,0,,1,0,0,2021_4T.xlsx,soria,Castilla y Leon
399,fisica,Valladolid,28,10,1,17,,18,0,10,2021_4T.xlsx,valladolid,Castilla y Leon
400,fisica,Zamora,3,0,0,3,,3,0,0,2021_4T.xlsx,zamora,Castilla y Leon
401,fisica,Castilla-La Mancha,58,19,0,39,,22,1,35,2021_4T.xlsx,castilla la mancha,
402,fisica,Albacete,9,3,0,6,,3,0,6,2021_4T.xlsx,albacete,Castilla La Mancha
403,fisica,Ciudad Real,16,7,0,9,,3,0,13,2021_4T.xlsx,ciudad real,Castilla La Mancha
404,fisica,Cuenca,2,0,0,2,,0,0,2,2021_4T.xlsx,cuenca,Castilla La Mancha
405,fisica,Guadalajara,24,4,0,20,,11,1,12,2021_4T.xlsx,guadalajara,Castilla La Mancha
406,fisica,Toledo,7,5,0,2,,5,0,2,2021_4T.xlsx,toledo,Castilla La Mancha
407,fisica,Cataluña,754,46,0,708,,712,3,39,2021_4T.xlsx,cataluna,
408,fisica,Barcelona,594,37,0,557,,567,3,24,2021_4T.xlsx,barcelona,Cataluña
409,fisica,Girona,82,4,0,78,,76,0,6,2021_4T.xlsx,girona,Cataluña
410,fisica,Lleida,29,1,0,28,,29,0,0,2021_4T.xlsx,lleida,Cataluña
411,fisica,Tarragona,49,4,0,45,,40,0,9,2021_4T.xlsx,tarragona,Cataluña
412,fisica,Comunitat Valenciana,252,90,3,159,,226,3,23,2021_4T.xlsx,comunitat valenciana,
413,fisica,Alicante,47,22,2,23,,40,2,5,2021_4T.xlsx,alicante,Valencia
414,fisica,Castellón,29,11,1,17,,27,0,2,2021_4T.xlsx,castellon,Valencia
415,fisica,Valencia,176,57,0,119,,159,1,16,2021_4T.xlsx,valencia,Valencia
416,fisica,Extremadura,13,8,0,5,,10,0,3,2021_4T.xlsx,extremadura,
417,fisica,Badajoz,8,6,0,2,,7,0,1,2021_4T.xlsx,badajoz,Extremadura
418,fisica,Cáceres,5,2,0,3,,3,0,2,2021_4T.xlsx,caceres,Extremadura
419,fisica,Galicia,78,37,0,41,,63,0,15,2021_4T.xlsx,galicia,
420,fisica,A Coruña,24,8,0,16,,17,0,7,2021_4T.xlsx,a coruna,Galicia
421,fisica,Lugo,13,8,0,5,,13,0,0,2021_4T.xlsx,lugo,Galicia
422,fisica,Ourense,7,5,0,2,,6,0,1,2021_4T.xlsx,ourense,Galicia
423,fisica,Pontevedra,34,16,0,18,,27,0,7,2021_4T.xlsx,pontevedra,Galicia
424,fisica,Madrid,260,31,1,228,,210,3,45,2021_4T.xlsx,madrid,Madrid
425,fisica,Murcia,40,30,0,10,,36,0,4,2021_4T.xlsx,murcia,Murcia
426,fisica,Navarra,26,8,0,18,,16,0,10,2021_4T.xlsx,navarra,Navarra
427,fisica,Pais Vasco,54,38,0,16,,38,0,16,2021_4T.xlsx,pais vasco,
428,fisica,Araba/Álava,6,5,0,1,,6,0,0,2021_4T.xlsx,araba alava,Pais Vasco
429,fisica,Bizkaia,33,23,0,10,,26,0,7,2021_4T.xlsx,bizkaia,Pais Vasco
430,fisica,Gipuzkoa,15,10,0,5,,6,0,9,2021_4T.xlsx,gipuzkoa,Pais Vasco
431,fisica,La Rioja,8,1,0,7,,0,0,8,2021_4T.xlsx,la rioja,La Rioja
432,fisica,Ceuta y Melilla,1,1,0,0,,1,0,0,2021_4T.xlsx,ceuta y melilla,
433,fisica,Ceuta,1,1,0,0,,1,0,0,2021_4T.xlsx,ceuta,Ceuta
434,fisica,Melilla,0,0,0,0,,0,0,0,2021_4T.xlsx,melilla,Melilla
435,empresas,Andalucía,116,113,0,3,,61,20,35,2021_4T.xlsx,andalucia,
436,empresas,Almería,12,12,0,0,,0,7,5,2021_4T.xlsx,almeria,Andalucia
437,empresas,Cádiz,24,23,0,1,,16,1,7,2021_4T.xlsx,cadiz,Andalucia
438,empresas,Córdoba,10,9,0,1,,3,5,2,2021_4T.xlsx,cordoba,Andalucia
439,empresas,Granada,9,9,0,0,,6,1,2,2021_4T.xlsx,granada,Andalucia
440,empresas,Huelva,5,4,0,1,,1,0,4,2021_4T.xlsx,huelva,Andalucia
441,empresas,Jaén,8,8,0,0,,6,2,0,2021_4T.xlsx,jaen,Andalucia
442,empresas,Málaga,17,17,0,0,,10,3,4,2021_4T.xlsx,malaga,Andalucia
443,empresas,Sevilla,31,31,0,0,,19,1,11,2021_4T.xlsx,sevilla,Andalucia
444,empresas,Aragón,33,33,0,0,,15,1,17,2021_4T.xlsx,aragon,
445,empresas,Huesca,5,5,0,0,,4,1,0,2021_4T.xlsx,huesca,Aragon
446,empresas,Teruel,6,6,0,0,,4,0,2,2021_4T.xlsx,teruel,Aragon
447,empresas,Zaragoza,22,22,0,0,,7,0,15,2021_4T.xlsx,zaragoza,Aragon
448,empresas,Asturias,19,19,0,0,,5,3,11,2021_4T.xlsx,asturias,Asturias
449,empresas,"Balears, Illes",16,16,0,0,,8,1,7,2021_4T.xlsx,balears illes,Baleares
450,empresas,Canarias,27,27,0,0,,12,1,14,2021_4T.xlsx,canarias,
451,empresas,Las Palmas de Gran Canaria,17,17,0,0,,7,1,9,2021_4T.xlsx,las palmas de gran canaria,
452,empresas,Santa Cruz de Tenerife,10,10,0,0,,5,0,5,2021_4T.xlsx,santa cruz de tenerife,Canarias
453,empresas,Cantabria,11,11,0,0,,2,0,9,2021_4T.xlsx,cantabria,Cantabria
454,empresas,Castilla y León,26,26,0,0,,9,4,13,2021_4T.xlsx,castilla y leon,
455,empresas,Ávila,2,2,0,0,,1,0,1,2021_4T.xlsx,avila,Castilla y Leon
456,empresas,Burgos,5,5,0,0,,3,0,2,2021_4T.xlsx,burgos,Castilla y Leon
457,empresas,León,5,5,0,0,,1,3,1,2021_4T.xlsx,leon,Castilla y Leon
458,empresas,Palencia,2,2,0,0,,2,0,0,2021_4T.xlsx,palencia,Castilla y Leon
459,empresas,Salamanca,2,2,0,0,,0,1,1,2021_4T.xlsx,salamanca,Castilla y Leon
460,empresas,Segovia,1,1,0,0,,1,0,0,2021_4T.xlsx,segovia,Castilla y Leon
461,empresas,Soria,2,2,0,0,,1,0,1,2021_4T.xlsx,soria,Castilla y Leon
462,empresas,Valladolid,7,7,0,0,,0,0,7,2021_4T.xlsx,valladolid,Castilla y Leon
463,empresas,Zamora,0,0,0,0,,0,0,0,2021_4T.xlsx,zamora,Castilla y Leon
464,empresas,Castilla-La Mancha,32,31,0,1,,17,1,14,2021_4T.xlsx,castilla la mancha,
465,empresas,Albacete,8,8,0,0,,5,1,2,2021_4T.xlsx,albacete,Castilla La Mancha
466,empresas,Ciudad Real,6,6,0,0,,2,0,4,2021_4T.xlsx,ciudad real,Castilla La Mancha
467,empresas,Cuenca,2,2,0,0,,1,0,1,2021_4T.xlsx,cuenca,Castilla La Mancha
468,empresas,Guadalajara,3,3,0,0,,2,0,1,2021_4T.xlsx,guadalajara,Castilla La Mancha
469,empresas,Toledo,13,12,0,1,,7,0,6,2021_4T.xlsx,toledo,Castilla La Mancha
470,empresas,Cataluña,278,276,0,2,,87,8,183,2021_4T.xlsx,cataluna,
471,empresas,Barcelona,242,241,0,1,,68,8,166,2021_4T.xlsx,barcelona,Cataluña
472,empresas,Girona,16,16,0,0,,7,0,9,2021_4T.xlsx,girona,Cataluña
473,empresas,Lleida,8,7,0,1,,5,0,3,2021_4T.xlsx,lleida,Cataluña
474,empresas,Tarragona,12,12,0,0,,7,0,5,2021_4T.xlsx,tarragona,Cataluña
475,empresas,Comunitat Valenciana,175,171,0,4,,59,14,102,2021_4T.xlsx,comunitat valenciana,
476,empresas,Alicante,53,51,0,2,,21,13,19,2021_4T.xlsx,alicante,Valencia
477,empresas,Castellón,27,26,0,1,,14,0,13,2021_4T.xlsx,castellon,Valencia
478,empresas,Valencia,95,94,0,1,,24,1,70,2021_4T.xlsx,valencia,Valencia
479,empresas,Extremadura,16,16,0,0,,10,0,6,2021_4T.xlsx,extremadura,
480,empresas,Badajoz,10,10,0,0,,6,0,4,2021_4T.xlsx,badajoz,Extremadura
481,empresas,Cáceres,6,6,0,0,,4,0,2,2021_4T.xlsx,caceres,Extremadura
482,empresas,Galicia,43,41,0,2,,30,2,11,2021_4T.xlsx,galicia,
483,empresas,A Coruña,23,23,0,0,,14,2,7,2021_4T.xlsx,a coruna,Galicia
484,empresas,Lugo,8,8,0,0,,8,0,0,2021_4T.xlsx,lugo,Galicia
485,empresas,Ourense,3,2,0,1,,2,0,1,2021_4T.xlsx,ourense,Galicia
486,empresas,Pontevedra,9,8,0,1,,6,0,3,2021_4T.xlsx,pontevedra,Galicia
487,empresas,Madrid,264,258,2,4,,67,6,191,2021_4T.xlsx,madrid,Madrid
488,empresas,Murcia,17,17,0,0,,9,3,5,2021_4T.xlsx,murcia,Murcia
489,empresas,Navarra,13,13,0,0,,6,1,6,2021_4T.xlsx,navarra,Navarra
490,empresas,Pais Vasco,63,62,1,0,,40,1,22,2021_4T.xlsx,pais vasco,
491,empresas,Araba/Álava,6,6,0,0,,4,0,2,2021_4T.xlsx,araba alava,Pais Vasco
492,empresas,Bizkaia,42,41,1,0,,28,1,13,2021_4T.xlsx,bizkaia,Pais Vasco
493,empresas,Gipuzkoa,15,15,0,0,,8,0,7,2021_4T.xlsx,gipuzkoa,Pais Vasco
494,,La Rioja,0,0,0,0,,0,0,0,2021_4T.xlsx,la rioja,La Rioja
495,,Ceuta y Melilla,1,1,0,0,,1,0,0,2021_4T.xlsx,ceuta y melilla,
496,fisica,Andalucía,244,37,1,206,,213,3,28,2022_1T.xlsx,andalucia,
497,fisica,Almería,15,3,0,12,,14,1,0,2022_1T.xlsx,almeria,Andalucia
498,fisica,Cádiz,32,6,0,26,,31,0,1,2022_1T.xlsx,cadiz,Andalucia
499,fisica,Córdoba,13,3,0,10,,12,0,1,2022_1T.xlsx,cordoba,Andalucia
500,fisica,Granada,29,3,1,25,,24,1,4,2022_1T.xlsx,granada,Andalucia
501,fisica,Huelva,9,1,0,8,,9,0,0,2022_1T.xlsx,huelva,Andalucia
502,fisica,Jaén,15,3,0,12,,14,0,1,2022_1T.xlsx,jaen,Andalucia
503,fisica,Málaga,32,2,0,30,,28,0,4,2022_1T.xlsx,malaga,Andalucia
504,fisica,Sevilla,99,16,0,83,,81,1,17,2022_1T.xlsx,sevilla,Andalucia
505,fisica,Aragón,97,11,0,86,,54,0,43,2022_1T.xlsx,aragon,
506,fisica,Huesca,15,6,0,9,,8,0,7,2022_1T.xlsx,huesca,Aragon
507,fisica,Teruel,2,0,0,2,,1,0,1,2022_1T.xlsx,teruel,Aragon
508,fisica,Zaragoza,80,5,0,75,,45,0,35,2022_1T.xlsx,zaragoza,Aragon
509,fisica,Asturias,67,27,1,39,,31,0,36,2022_1T.xlsx,asturias,Asturias
510,fisica,"Balears, Illes",49,30,0,19,,47,0,2,2022_1T.xlsx,balears illes,Baleares
511,fisica,Canarias,79,7,0,72,,59,2,18,2022_1T.xlsx,canarias,
512,fisica,Las Palmas de Gran Canaria,39,4,0,35,,31,1,7,2022_1T.xlsx,las palmas de gran canaria,
513,fisica,Santa Cruz de Tenerife,40,3,0,37,,28,1,11,2022_1T.xlsx,santa cruz de tenerife,Canarias
514,fisica,Cantabria,16,12,0,4,,16,0,0,2022_1T.xlsx,cantabria,Cantabria
515,fisica,Castilla y León,58,18,1,39,,37,0,21,2022_1T.xlsx,castilla y leon,
516,fisica,Ávila,6,1,0,5,,3,0,3,2022_1T.xlsx,avila,Castilla y Leon
517,fisica,Burgos,7,1,0,6,,4,0,3,2022_1T.xlsx,burgos,Castilla y Leon
518,fisica,León,11,5,0,6,,10,0,1,2022_1T.xlsx,leon,Castilla y Leon
519,fisica,Palencia,0,0,0,0,,0,0,0,2022_1T.xlsx,palencia,Castilla y Leon
520,fisica,Salamanca,11,0,1,10,,3,0,8,2022_1T.xlsx,salamanca,Castilla y Leon
521,fisica,Segovia,2,1,0,1,,2,0,0,2022_1T.xlsx,segovia,Castilla y Leon
522,fisica,Soria,1,0,0,1,,1,0,0,2022_1T.xlsx,soria,Castilla y Leon
523,fisica,Valladolid,20,10,0,10,,14,0,6,2022_1T.xlsx,valladolid,Castilla y Leon
524,fisica,Zamora,0,0,0,0,,0,0,0,2022_1T.xlsx,zamora,Castilla y Leon
525,fisica,Castilla-La Mancha,45,5,0,40,,20,0,25,2022_1T.xlsx,castilla la mancha,
526,fisica,Albacete,14,2,0,12,,9,0,5,2022_1T.xlsx,albacete,Castilla La Mancha
527,fisica,Ciudad Real,4,0,0,4,,0,0,4,2022_1T.xlsx,ciudad real,Castilla La Mancha
528,fisica,Cuenca,2,0,0,2,,1,0,1,2022_1T.xlsx,cuenca,Castilla La Mancha
529,fisica,Guadalajara,13,0,0,13,,1,0,12,2022_1T.xlsx,guadalajara,Castilla La Mancha
530,fisica,Toledo,12,3,0,9,,9,0,3,2022_1T.xlsx,toledo,Castilla La Mancha
531,fisica,Cataluña,825,63,0,762,,771,7,47,2022_1T.xlsx,cataluna,
532,fisica,Barcelona,641,42,0,599,,601,6,34,2022_1T.xlsx,barcelona,Cataluña
533,fisica,Girona,59,5,0,54,,53,0,6,2022_1T.xlsx,girona,Cataluña
534,fisica,Lleida,64,9,0,55,,64,0,0,2022_1T.xlsx,lleida,Cataluña
535,fisica,Tarragona,61,7,0,54,,53,1,7,2022_1T.xlsx,tarragona,Cataluña
536,fisica,Comunitat Valenciana,315,127,1,187,,267,2,46,2022_1T.xlsx,comunitat valenciana,
537,fisica,Alicante,97,44,0,53,,77,1,19,2022_1T.xlsx,alicante,Valencia
538,fisica,Castellón,46,15,1,30,,43,0,3,2022_1T.xlsx,castellon,Valencia
539,fisica,Valencia,172,68,0,104,,147,1,24,2022_1T.xlsx,valencia,Valencia
540,fisica,Extremadura,7,5,0,2,,6,0,1,2022_1T.xlsx,extremadura,
541,fisica,Badajoz,5,3,0,2,,4,0,1,2022_1T.xlsx,badajoz,Extremadura
542,fisica,Cáceres,2,2,0,0,,2,0,0,2022_1T.xlsx,caceres,Extremadura
543,fisica,Galicia,93,36,0,57,,72,0,21,2022_1T.xlsx,galicia,
544,fisica,A Coruña,37,12,0,25,,25,0,12,2022_1T.xlsx,a coruna,Galicia
545,fisica,Lugo,18,5,0,13,,17,0,1,2022_1T.xlsx,lugo,Galicia
546,fisica,Ourense,9,6,0,3,,5,0,4,2022_1T.xlsx,ourense,Galicia
547,fisica,Pontevedra,29,13,0,16,,25,0,4,2022_1T.xlsx,pontevedra,Galicia
548,fisica,Madrid,319,43,0,276,,264,0,55,2022_1T.xlsx,madrid,Madrid
549,fisica,Murcia,66,41,0,25,,56,0,10,2022_1T.xlsx,murcia,Murcia
550,fisica,Navarra,24,12,0,12,,13,0,11,2022_1T.xlsx,navarra,Navarra
551,fisica,Pais Vasco,52,41,1,10,,29,0,23,2022_1T.xlsx,pais vasco,
552,fisica,Araba/Álava,7,4,0,3,,7,0,0,2022_1T.xlsx,araba alava,Pais Vasco
553,fisica,Bizkaia,29,24,1,4,,14,0,15,2022_1T.xlsx,bizkaia,Pais Vasco
554,fisica,Gipuzkoa,16,13,0,3,,8,0,8,2022_1T.xlsx,gipuzkoa,Pais Vasco
555,fisica,La Rioja,10,0,0,10,,5,0,5,2022_1T.xlsx,la rioja,La Rioja
556,fisica,Ceuta y Melilla,1,1,0,0,,1,0,0,2022_1T.xlsx,ceuta y melilla,
557,fisica,Ceuta,1,1,0,0,,1,0,0,2022_1T.xlsx,ceuta,Ceuta
558,fisica,Melilla,0,0,0,0,,0,0,0,2022_1T.xlsx,melilla,Melilla
